site_id,role,uid,current_query_hash,a,a_aliases,b,b_aliases,a_complete,b_complete,repeats,completion_count_difference,a_prefix_median,b_prefix_median,current_q_difference_max_rad
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,5.319035850037679e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0010200022169346568
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_04,['common_input_trac_4'],5,5,5,0,30.0,30.0,0.0010045871299519948
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,0.0009901237659279971
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_03,['offline_reference'],candidate_04,['common_input_trac_4'],5,5,5,0,30.0,30.0,5.4678494852300474e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_03,['offline_reference'],candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,2.9878451006659645e-05
case_03_first_divergence,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,fb87d31cb6bf5fb8f7ff0dad1d373f19d33a57ce0a66e717bee8e949106be457,candidate_04,['common_input_trac_4'],candidate_05,['refined_focal'],5,5,5,0,30.0,30.0,3.417988390985727e-05
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_01,['common_input_always_hard'],0,0,5,0,0.0,0.0,0.03254099855317483
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_02,['common_input_full_cghik'],0,0,5,0,0.0,0.0,0.031930980429530464
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_03,['common_input_trac_0'],0,0,5,0,0.0,0.0,0.027460702819097627
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_04,['common_input_trac_1'],0,0,5,0,0.0,0.0,0.010877790636564688
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_05,['common_input_trac_2'],0,0,5,0,0.0,0.0,0.02145195412214873
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.011798365600980576
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.019730361104169702
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.03194183938825512
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_00,['original_focal'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.017701996990634683
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_02,['common_input_full_cghik'],0,0,5,0,0.0,0.0,0.0006247000914512135
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_03,['common_input_trac_0'],0,0,5,0,0.0,0.0,0.02232672098303934
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_04,['common_input_trac_1'],0,0,5,0,0.0,0.0,0.022097817447112478
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_05,['common_input_trac_2'],0,0,5,0,0.0,0.0,0.021193220837885107
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.024041841993740487
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.02558178474699968
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.0006264988038813257
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_01,['common_input_always_hard'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.04519049372655681
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_03,['common_input_trac_0'],0,0,5,0,0.0,0.0,0.021716702859394976
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_04,['common_input_trac_1'],0,0,5,0,0.0,0.0,0.021859643984275534
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_05,['common_input_trac_2'],0,0,5,0,0.0,0.0,0.020583202714240745
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.023803668530903543
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.025343611284162737
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,3.612172967892846e-05
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_02,['common_input_full_cghik'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.04458047560291245
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_04,['common_input_trac_1'],0,0,5,0,0.0,0.0,0.01925432376828251
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_05,['common_input_trac_2'],0,0,5,0,0.0,0.0,0.0074231221520579815
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.022289738600877573
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.03338556887072608
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.021727561818119634
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_03,['common_input_trac_0'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.024938414342527748
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_04,['common_input_trac_1'],candidate_05,['common_input_trac_2'],0,0,5,0,0.0,0.0,0.012161635050542019
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_04,['common_input_trac_1'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.0030354148325950625
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_04,['common_input_trac_1'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.014131245102443568
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_04,['common_input_trac_1'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.021859460931614727
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_04,['common_input_trac_1'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.023527285809946674
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_05,['common_input_trac_2'],candidate_06,['common_input_trac_3'],0,0,5,0,0.0,0.0,0.014866616448819592
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_05,['common_input_trac_2'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.025962446718668097
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_05,['common_input_trac_2'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.020594061672965402
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_05,['common_input_trac_2'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.023997272888671706
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_06,['common_input_trac_3'],candidate_07,['common_input_trac_4'],0,0,5,0,0.0,0.0,0.011095830269848506
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_06,['common_input_trac_3'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.023803485478242736
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_06,['common_input_trac_3'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.024447860774362562
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_07,['common_input_trac_4'],candidate_08,['previous_first_dls'],0,0,5,0,0.0,0.0,0.02534342823150193
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_07,['common_input_trac_4'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.035241593339089494
case_03_pre_failure,trac_failed,b82acfb0f8aeca32d455788ace0eae3c1ac31cfac5269c5a38c8b080b1192218,c65c8fabc9ce4b2502a3fd76b1bd4d142281197ba4734fed6019de61d6e9d137,candidate_08,['previous_first_dls'],candidate_09,['refined_focal'],0,0,5,0,0.0,1.0,0.04459133456163711
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_00,"['original_focal', 'common_input_full_cghik', 'previous_first_dls']",candidate_01,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.001645859214477241
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_00,"['original_focal', 'common_input_full_cghik', 'previous_first_dls']",candidate_02,"['original_trac_ik_5ms', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,6.139417582873286e-05
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_00,"['original_focal', 'common_input_full_cghik', 'previous_first_dls']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,5.807579478256386e-05
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_00,"['original_focal', 'common_input_full_cghik', 'previous_first_dls']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,5.9974122699202326e-05
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_01,"['original_always_hard', 'common_input_always_hard']",candidate_02,"['original_trac_ik_5ms', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",5,5,5,0,30.0,30.0,0.0015897837909837342
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_01,"['original_always_hard', 'common_input_always_hard']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0015877834196946772
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_01,"['original_always_hard', 'common_input_always_hard']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,0.0015858850917780387
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_02,"['original_trac_ik_5ms', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,3.3639354449999104e-05
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_02,"['original_trac_ik_5ms', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,1.5694090531037652e-05
case_04_first_divergence,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,e9a8a66b66f3cf9f4b559642af7d7a6e4236d472817666322f4ac770b8f6ecdc,candidate_03,['offline_reference'],candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,3.7043139983206075e-05
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_00,"['original_focal', 'common_input_full_cghik']",candidate_01,['common_input_always_hard'],0,0,5,0,0.0,0.0,0.0004063704866972273
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_00,"['original_focal', 'common_input_full_cghik']",candidate_02,['previous_first_dls'],0,0,5,0,0.0,0.0,5.804955543897705e-05
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_00,"['original_focal', 'common_input_full_cghik']",candidate_03,['refined_focal'],0,0,5,0,0.0,0.0,0.043608999356177236
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_01,['common_input_always_hard'],candidate_02,['previous_first_dls'],0,0,5,0,0.0,0.0,0.00046442004213620436
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_01,['common_input_always_hard'],candidate_03,['refined_focal'],0,0,5,0,0.0,0.0,0.04395603331479192
case_04_pre_failure,cghik_lost,c27ce734147fac572ca1ddd088565aeb5f022220251ef6f10a5d3db6670559b0,df6731b5c9cba3dfd36c632947b7b76985627b231c74a150e8927870e3026c0c,candidate_02,['previous_first_dls'],candidate_03,['refined_focal'],0,0,5,0,0.0,0.0,0.04362637787274748
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",5,5,5,0,30.0,30.0,5.4974265622842466e-05
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0012984018942741038
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,3.311935496302931e-05
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,3.692076644412623e-09
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_02,"['original_always_hard', 'common_input_always_hard']",5,5,5,0,30.0,30.0,0.0012434276286512613
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,6.879348555655085e-05
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_01,"['original_full_cghik', 'common_input_full_cghik', 'previous_first_dls']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,5.497588751302018e-05
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_03,['offline_reference'],5,5,5,0,30.0,30.0,0.0013021137152504636
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_02,"['original_always_hard', 'common_input_always_hard']",candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,0.0012984035161642815
case_05_first_divergence,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,845488e2e8baefef3f9d6f13095e98c2d0d37f78405f692571c68467a13d2bec,candidate_03,['offline_reference'],candidate_04,['refined_focal'],5,5,5,0,30.0,30.0,3.3119963999739266e-05
case_05_pre_failure,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,e1aa83e9279582566d0458f4e96b9a4de7462faf5e2b299d280486d88258aeea,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_01,['common_input_always_hard'],0,0,5,0,0.0,0.0,0.050775870002881196
case_05_pre_failure,trac_failed,d13cc08f12e083b576378a71eba2a5f5856319a74339c4d99b24a4e6647cfc6e,e1aa83e9279582566d0458f4e96b9a4de7462faf5e2b299d280486d88258aeea,candidate_00,"['original_focal', 'common_input_trac_0', 'common_input_trac_1', 'common_input_trac_2', 'common_input_trac_3', 'common_input_trac_4']",candidate_02,['common_input_full_cghik'],0,0,5,0,0.0,0.0,0.05059625154047176
