frames,completion,deadline_completion,frame_success,frame_deadline_success,accepted_frames,deadline_frames,total_latency_ns,p50_ms,p95_ms,p99_ms,first_failure_frame,successful_prefix,first_failure_reason,failure_reasons,backup_rate,optimized_command_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,normalized_tolerance_p95,max_accepted_step_utilization,acceleration_rms,velocity_change_rms,accepted_contract_violations,optimization_call_rate,mean_conic_calls,intervention_normalized_mean,intervention_normalized_p95,unchanged_given_legal_backup,accepted_near_tolerance_rate,direct_return_rate,direct_extra_p50_ms,demand_coverage,demand_met_rate,partial_correction_rate,effective_command_adjustment_rate,actual_shortfall_reduction_mean,normalized_shortfall_reduction_mean,decision_counts,fallback_counts,robot,uid,site_id,family,method,repeat,run_id,raw_file
300,False,False,0.10666666666666667,0.10666666666666667,32,32,1825540309,6.252118,6.3423309,8.878958390000001,27,27,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":268}",0.8933333333333333,0.10666666666666667,0.10333333333333333,0.00017464909380156255,0.00022954418556773767,0.006952186104763288,0.007161750311781397,0.7966618443822757,0.9471696532741241,7.895814631847605,0.1579162926369521,0,1.0,1.2133333333333334,0.2642814172969781,1.0938909805073544,0.0,0.0,0.0,,,,,,,,,,panda,0f9140f6ab6493321f519096ce8d28c966f12304e9c6480e3dd295d8b37c2730,trajectory_039,smooth,two_step_predictive,1,panda_trajectory_039_two_step_predictive_r1,runs/panda_trajectory_039_two_step_predictive_r1.jsonl.gz
300,False,False,0.10666666666666667,0.10666666666666667,32,32,1827692920,6.248087,6.3401856500000005,8.96900286,27,27,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":268}",0.8933333333333333,0.10666666666666667,0.10333333333333333,0.00017547028642679632,0.0002289711078580604,0.0070310536358270765,0.0071802195209054644,0.8056993977233903,0.9469553779060476,7.893139159750282,0.15786278319500566,0,1.0,1.2133333333333334,0.2722400388779755,1.118852173669696,0.0,0.0,0.0,,,,,,,,,,panda,0f9140f6ab6493321f519096ce8d28c966f12304e9c6480e3dd295d8b37c2730,trajectory_039,smooth,two_step_predictive,2,panda_trajectory_039_two_step_predictive_r2,runs/panda_trajectory_039_two_step_predictive_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,242225896,0.819312,0.9528527000000003,2.88838536,,300,,{},0.99,0.98,0.01,0.00019972535962590907,0.0007045380060810048,0.0004297158280089624,0.005265064066297154,0.19972535962590907,0.760143209723658,4.393765269065675,0.0878753053813135,0,0.6966666666666667,0.7166666666666667,0.0031613071732004513,0.0,0.99,0.0,0.30333333333333334,0.349054,1.0,0.30333333333333334,0.0,0.01,0.0,0.0,"{""backup_without_improvement"":206,""full_demand_satisfied"":91,""geometric_recovery"":3}","{""convex_solve_unsuccessful"":200,""nonlinear_pair_rejected"":6}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_elastic_mu025,0,panda_trajectory_040_cr_ik_elastic_mu025_r0,runs/panda_trajectory_040_cr_ik_elastic_mu025_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,242605843,0.8199705,1.1642086999999999,2.90225052,,300,,{},0.9866666666666667,0.9866666666666667,0.013333333333333334,0.0002254585328158221,0.000847431384751624,0.0007925635093794929,0.004736045524076852,0.2276106780604449,0.6970364901428264,3.407139826961619,0.06814279653923237,0,0.5933333333333334,0.6066666666666667,0.003198421960829066,0.0,0.9866666666666667,0.0,0.4066666666666667,0.356579,1.0,0.4066666666666667,0.0,0.013333333333333334,0.0,0.0,"{""backup_without_improvement"":174,""full_demand_satisfied"":122,""geometric_recovery"":4}","{""convex_solve_unsuccessful"":170,""nonlinear_pair_rejected"":4}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_elastic_mu025,1,panda_trajectory_040_cr_ik_elastic_mu025_r1,runs/panda_trajectory_040_cr_ik_elastic_mu025_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,236650189,0.811932,1.1198768000000001,2.8708519,,300,,{},0.9866666666666667,0.9866666666666667,0.013333333333333334,0.00019972535613416707,0.0008803698489888168,0.00042747128454110185,0.005289790654493527,0.19972535613416706,0.6967907838289229,3.251235520965423,0.06502471041930846,0,0.5933333333333334,0.6066666666666667,0.003205965627084092,0.0,0.9866666666666667,0.0,0.4066666666666667,0.3465495,1.0,0.4066666666666667,0.0,0.013333333333333334,0.0,0.0,"{""backup_without_improvement"":174,""full_demand_satisfied"":122,""geometric_recovery"":4}","{""convex_solve_unsuccessful"":170,""nonlinear_pair_rejected"":4}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_elastic_mu025,2,panda_trajectory_040_cr_ik_elastic_mu025_r2,runs/panda_trajectory_040_cr_ik_elastic_mu025_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,189142710,0.560639,0.7965966000000001,2.8185087499999995,,300,,{},0.9866666666666667,0.9866666666666667,0.013333333333333334,0.0003968113625287008,0.0008849503073614469,0.001209506830556599,0.0075739362545742045,0.39738041362400944,0.6969744600232383,3.9508146644578446,0.0790162932891569,0,0.02666666666666667,0.04,0.0031962588694507497,0.0,0.9866666666666667,0.0,0.9733333333333334,0.3507715,1.0,0.4066666666666667,0.0,0.013333333333333334,0.0,0.0,"{""analytic_zero_intervention"":292,""backup_without_improvement"":4,""geometric_recovery"":4}","{""nonlinear_pair_rejected"":4}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_mu0_analytic,0,panda_trajectory_040_cr_ik_mu0_analytic_r0,runs/panda_trajectory_040_cr_ik_mu0_analytic_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,191220078,0.5670515,0.8286359,2.8253657299999997,,300,,{},0.9866666666666667,0.9866666666666667,0.013333333333333334,0.00015940174665222826,0.0006201740127321795,0.0003066410379806078,0.005289790654493527,0.15940174665222825,0.6970613225194198,3.1750522281163915,0.06350104456232783,0,0.02666666666666667,0.04,0.0032074527123398915,0.0,0.9866666666666667,0.0,0.9733333333333334,0.355118,1.0,0.4066666666666667,0.0,0.013333333333333334,0.0,0.0,"{""analytic_zero_intervention"":292,""backup_without_improvement"":4,""geometric_recovery"":4}","{""nonlinear_pair_rejected"":4}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_mu0_analytic,1,panda_trajectory_040_cr_ik_mu0_analytic_r1,runs/panda_trajectory_040_cr_ik_mu0_analytic_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,185622603,0.5645835,0.6729606500000002,2.7980371999999996,,300,,{},0.9866666666666667,0.9866666666666667,0.013333333333333334,0.00015216175211407162,0.0005981676236770624,0.0002814944696113832,0.002773501507971975,0.1521617521140716,0.6970364901428264,3.1741303556470943,0.06348260711294189,0,0.02666666666666667,0.04,0.0032073158326524974,0.0,0.9866666666666667,0.0,0.9733333333333334,0.355247,1.0,0.4066666666666667,0.0,0.013333333333333334,0.0,0.0,"{""analytic_zero_intervention"":292,""backup_without_improvement"":4,""geometric_recovery"":4}","{""nonlinear_pair_rejected"":4}",panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,cr_ik_mu0_analytic,2,panda_trajectory_040_cr_ik_mu0_analytic_r2,runs/panda_trajectory_040_cr_ik_mu0_analytic_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,269573192,1.0005215,1.02459445,1.07079357,,300,,{},0.0,0.0,0.0,5.384032112942339e-05,0.0005037321660427582,0.00015783406446437154,0.0010854200026570704,0.05384032112942339,0.9999999999999968,10.161411495343051,0.20322822990686107,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,pink_qp,0,panda_trajectory_040_pink_qp_r0,runs/panda_trajectory_040_pink_qp_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,267749159,0.9944655,1.01786165,1.06336319,,300,,{},0.0,0.0,0.0,5.384032112942339e-05,0.0005037321660427582,0.00015783406446437154,0.0010854200026570704,0.05384032112942339,0.9999999999999968,10.161411495343051,0.20322822990686107,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,pink_qp,1,panda_trajectory_040_pink_qp_r1,runs/panda_trajectory_040_pink_qp_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,265822979,0.9885655,1.01003755,1.04565957,,300,,{},0.0,0.0,0.0,5.384032112942339e-05,0.0005037321660427582,0.00015783406446437154,0.0010854200026570704,0.05384032112942339,0.9999999999999968,10.161411495343051,0.20322822990686107,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,pink_qp,2,panda_trajectory_040_pink_qp_r2,runs/panda_trajectory_040_pink_qp_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,50875983,0.1621965,0.21534730000000002,0.26211125999999957,,300,,{},0.0,0.0,0.0,0.0001530529080061783,0.0005981676236770624,0.00022155562945983052,0.002773501507971975,0.1530529080061783,0.9632419404856654,3.646621395485485,0.0729324279097097,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_20ms,0,panda_trajectory_040_trac_task_20ms_r0,runs/panda_trajectory_040_trac_task_20ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,50968909,0.162433,0.21886730000000001,0.24603220999999983,,300,,{},0.0,0.0,0.0,0.0001530529080061783,0.0005981676236770624,0.00022155562945983052,0.002773501507971975,0.1530529080061783,0.9632419404856654,3.646621395485485,0.0729324279097097,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_20ms,1,panda_trajectory_040_trac_task_20ms_r1,runs/panda_trajectory_040_trac_task_20ms_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,53949003,0.1658885,0.25207205,0.31236245999999984,,300,,{},0.0,0.0,0.0,0.0001530529080061783,0.0005981676236770624,0.00022155562945983052,0.002773501507971975,0.1530529080061783,0.9632419404856654,3.646621395485485,0.0729324279097097,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_20ms,2,panda_trajectory_040_trac_task_20ms_r2,runs/panda_trajectory_040_trac_task_20ms_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,52018257,0.162506,0.2329667,0.2786581999999999,,300,,{},0.0,0.0,0.0,0.00019972535942584452,0.0007363595057365076,0.00039497040912716717,0.004552699877828645,0.19972535942584452,0.9632226484074756,3.7183090080454093,0.0743661801609082,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_5ms,0,panda_trajectory_040_trac_task_5ms_r0,runs/panda_trajectory_040_trac_task_5ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,51476730,0.162496,0.23137935,0.28354489999999977,,300,,{},0.0,0.0,0.0,0.0001530529080061783,0.0005981676236770624,0.00022155562945983052,0.002773501507971975,0.1530529080061783,0.9632419404856654,3.646621395485485,0.0729324279097097,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_5ms,1,panda_trajectory_040_trac_task_5ms_r1,runs/panda_trajectory_040_trac_task_5ms_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,51291682,0.16163,0.2288291,0.2681502799999998,,300,,{},0.0,0.0,0.0,0.0001530529080061783,0.0005981676236770624,0.00022155562945983052,0.002773501507971975,0.1530529080061783,0.9632419404856654,3.646621395485485,0.0729324279097097,0,,,,,,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,trac_task_5ms,2,panda_trajectory_040_trac_task_5ms_r2,runs/panda_trajectory_040_trac_task_5ms_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,1132410848,3.7644915,4.1479762000000004,5.213332279999995,,300,,{},0.03333333333333333,0.9666666666666667,0.9666666666666667,0.0006976408879058946,0.0009884693080888366,0.0029651107762293854,0.008123935760967404,0.6976408879058946,0.9754204885176148,8.489559297034589,0.16979118594069179,0,1.0,2.953333333333333,0.267803191149002,0.9943852509047308,0.03355704697986577,0.016666666666666666,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,two_step_predictive,0,panda_trajectory_040_two_step_predictive_r0,runs/panda_trajectory_040_two_step_predictive_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,1133097218,3.764665,4.15959895,5.0905378,,300,,{},0.013333333333333334,0.9866666666666667,0.9866666666666667,0.00047069137597389126,0.000817871374800554,0.0019805793281519914,0.0061015510006968265,0.48077698879085073,0.8087947192497877,7.624375726749986,0.1524875145349997,0,1.0,2.98,0.27041496249564023,1.0349654755368296,0.013333333333333334,0.0,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,two_step_predictive,1,panda_trajectory_040_two_step_predictive_r1,runs/panda_trajectory_040_two_step_predictive_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,1125834977,3.7464675,4.145202500000001,4.8435631099999945,,300,,{},0.02,0.98,0.98,0.0006795540702555146,0.0009041558084893235,0.0027846916794185277,0.0050967747166875315,0.6795540702555146,0.8087946227935604,8.0070185886172,0.16014037177234397,0,1.0,2.966666666666667,0.262018267429352,0.9941532379472422,0.02,0.0033333333333333335,0.0,,,,,,,,,,panda,67a88a9e41b9738151caf204b1541e456249991699147ff22ca694f4e74c5b0a,trajectory_040,near_singular,two_step_predictive,2,panda_trajectory_040_two_step_predictive_r2,runs/panda_trajectory_040_two_step_predictive_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,254375769,0.8207045,0.9435993500000015,2.87781037,,300,,{},0.9733333333333334,0.9833333333333333,0.02666666666666667,0.00013343935807360317,0.0006145632043462047,0.0004433106155889181,0.005974577347893598,0.13443339048082806,0.4879934935034019,3.7885884880659377,0.07577176976131876,0,0.8266666666666667,0.85,0.0056704864090412225,0.0,0.9733333333333334,0.0,0.17333333333333334,0.347849,1.0,0.17333333333333334,0.0,0.02666666666666667,0.0,0.0,"{""backup_without_improvement"":240,""geometric_recovery"":8,""full_demand_satisfied"":52}","{""convex_solve_unsuccessful"":235,""nonlinear_pair_rejected"":5}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_elastic_mu025,0,panda_trajectory_041_cr_ik_elastic_mu025_r0,runs/panda_trajectory_041_cr_ik_elastic_mu025_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,269129080,0.8229985,1.2786412000000005,2.83654165,,300,,{},0.97,0.9866666666666667,0.03,0.0003023788629402714,0.0008638101890932793,0.002186851488703646,0.00758938839695946,0.4646390034249816,0.5298345474634998,5.5847089498865685,0.11169417899773136,0,0.8266666666666667,0.8466666666666667,0.0064036375542171125,0.0,0.97,0.0,0.17333333333333334,0.35089,1.0,0.17333333333333334,0.0,0.03,0.0,0.0,"{""backup_without_improvement"":239,""geometric_recovery"":9,""full_demand_satisfied"":52}","{""convex_solve_unsuccessful"":235,""nonlinear_pair_rejected"":4}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_elastic_mu025,1,panda_trajectory_041_cr_ik_elastic_mu025_r1,runs/panda_trajectory_041_cr_ik_elastic_mu025_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,398618749,1.4046665,1.8779385000000002,2.84336819,,300,,{},0.20666666666666667,0.99,0.7933333333333333,0.000800743202659779,0.0009924121346489147,0.0030136768738110234,0.007616403295448383,0.8007432026597789,0.5868261956150048,4.459087186022953,0.08918174372045908,0,0.8066666666666666,0.8333333333333334,0.03227794583194509,0.07248812813163757,0.20666666666666667,0.023333333333333334,0.19333333333333333,0.345124,1.0,0.19333333333333333,0.7566666666666667,0.7933333333333333,0.04392408673173695,0.13223168874726376,"{""backup_without_improvement"":4,""partial_effective_correction"":227,""geometric_recovery"":11,""full_demand_satisfied"":58}","{""no_actual_objective_improvement"":1,""nonlinear_pair_rejected"":3}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_elastic_mu025,2,panda_trajectory_041_cr_ik_elastic_mu025_r2,runs/panda_trajectory_041_cr_ik_elastic_mu025_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,191481057,0.559428,0.7647239500000036,2.722641259999999,,300,,{},0.9633333333333334,0.99,0.03666666666666667,0.0005221312466236637,0.0008099181846365802,0.002709477610477026,0.0072752977953369985,0.5221849357083824,0.9129662661000408,5.799994869968293,0.11599989739936586,0,0.04666666666666667,0.06333333333333334,0.009556597946628184,0.0,0.9633333333333334,0.0,0.9533333333333334,0.3485075,1.0,0.17333333333333334,0.0,0.03666666666666667,0.0,0.0,"{""analytic_zero_intervention"":286,""geometric_recovery"":11,""backup_without_improvement"":3}","{""nonlinear_pair_rejected"":3}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_mu0_analytic,0,panda_trajectory_041_cr_ik_mu0_analytic_r0,runs/panda_trajectory_041_cr_ik_mu0_analytic_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,202958660,0.564802,0.8472798500000002,3.0459682499999987,,300,,{},0.9733333333333334,0.9833333333333333,0.02666666666666667,0.0002276846082595459,0.0008638011295709068,0.0017152510282110263,0.0076557143400317555,0.29865333099430796,0.48828492091701164,4.984741235772164,0.09969482471544328,0,0.043333333333333335,0.06666666666666667,0.005671870250460316,0.0,0.9733333333333334,0.0,0.9566666666666667,0.351738,1.0,0.17666666666666667,0.0,0.02666666666666667,0.0,0.0,"{""analytic_zero_intervention"":287,""geometric_recovery"":8,""backup_without_improvement"":5}","{""nonlinear_pair_rejected"":5}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_mu0_analytic,1,panda_trajectory_041_cr_ik_mu0_analytic_r1,runs/panda_trajectory_041_cr_ik_mu0_analytic_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,194345354,0.555096,0.788177650000004,2.8286167899999994,,300,,{},0.9666666666666667,0.9866666666666667,0.03333333333333333,0.00047262875338421206,0.0007899788201988907,0.002186850974397139,0.007467900709471234,0.5114703606632345,0.6435200083859646,5.80557874610507,0.11611157492210139,0,0.04666666666666667,0.07,0.007156255746213667,0.0,0.9666666666666667,0.0,0.9533333333333334,0.3470725,1.0,0.17333333333333334,0.0,0.03333333333333333,0.0,0.0,"{""analytic_zero_intervention"":286,""geometric_recovery"":10,""backup_without_improvement"":4}","{""nonlinear_pair_rejected"":4}",panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,cr_ik_mu0_analytic,2,panda_trajectory_041_cr_ik_mu0_analytic_r2,runs/panda_trajectory_041_cr_ik_mu0_analytic_r2.jsonl.gz
300,False,False,0.6133333333333333,0.6133333333333333,184,184,255351278,0.8198615,1.03708085,1.06344202,92,92,position_tolerance,"{""position_tolerance"":2,""position_tolerance+orientation_tolerance"":114}",0.0,0.0,0.0,0.00011651769699908906,0.0009125624370836644,0.00022728712612078502,0.00642097389970417,0.11651769699908905,0.9999999999999993,6.604703670999592,0.13209407341999185,0,,,,,,0.005434782608695652,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,pink_qp,0,panda_trajectory_041_pink_qp_r0,runs/panda_trajectory_041_pink_qp_r0.jsonl.gz
300,False,False,0.6133333333333333,0.6133333333333333,184,184,258714564,0.828745,1.0613536000000001,1.27237655,92,92,position_tolerance,"{""position_tolerance"":2,""position_tolerance+orientation_tolerance"":114}",0.0,0.0,0.0,0.00011651769699908906,0.0009125624370836644,0.00022728712612078502,0.00642097389970417,0.11651769699908905,0.9999999999999993,6.604703670999592,0.13209407341999185,0,,,,,,0.005434782608695652,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,pink_qp,1,panda_trajectory_041_pink_qp_r1,runs/panda_trajectory_041_pink_qp_r1.jsonl.gz
300,False,False,0.6133333333333333,0.6133333333333333,184,184,254588110,0.818589,1.01738665,1.0357030099999998,92,92,position_tolerance,"{""position_tolerance"":2,""position_tolerance+orientation_tolerance"":114}",0.0,0.0,0.0,0.00011651769699908906,0.0009125624370836644,0.00022728712612078502,0.00642097389970417,0.11651769699908905,0.9999999999999993,6.604703670999592,0.13209407341999185,0,,,,,,0.005434782608695652,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,pink_qp,2,panda_trajectory_041_pink_qp_r2,runs/panda_trajectory_041_pink_qp_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,53382053,0.162573,0.26031765,0.3259741499999999,,300,,{},0.0,0.0,0.0,0.00013038101629661298,0.0006145632685724128,0.00024369433106705734,0.0030000192418608504,0.13038101629661297,0.3620138185348637,0.978450433950841,0.01956900867901682,0,,,,,,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_20ms,0,panda_trajectory_041_trac_task_20ms_r0,runs/panda_trajectory_041_trac_task_20ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,51473576,0.1624665,0.23362460000000004,0.26547607999999945,,300,,{},0.0,0.0,0.0,0.00013014771247466317,0.0006811915642857796,0.00024369433106705734,0.004680259113174414,0.13014771247466314,0.3620138185348637,0.9901700738407732,0.019803401476815464,0,,,,,,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_20ms,1,panda_trajectory_041_trac_task_20ms_r1,runs/panda_trajectory_041_trac_task_20ms_r1.jsonl.gz
300,True,False,1.0,0.9966666666666667,300,299,115068417,0.1631925,0.23401940000000004,0.2918668999999999,,300,,{},0.0,0.0,0.0,0.00013069008746722878,0.0009212222193787226,0.00024412175713940898,0.004283136113172325,0.13069008746722877,0.4314991612005466,1.970423231797669,0.039408464635953384,0,,,,,,0.0033333333333333335,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_20ms,2,panda_trajectory_041_trac_task_20ms_r2,runs/panda_trajectory_041_trac_task_20ms_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,54368441,0.1664985,0.26051285,0.31712196,,300,,{},0.0,0.0,0.0,0.0001307784497291724,0.0007749650370700508,0.00024415320887833037,0.005997682098801466,0.13077844972917238,0.36201878760679135,1.0846075424900659,0.021692150849801316,0,,,,,,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_5ms,0,panda_trajectory_041_trac_task_5ms_r0,runs/panda_trajectory_041_trac_task_5ms_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,50977914,0.161458,0.21842365,0.26665681999999946,,300,,{},0.0,0.0,0.0,0.00013051209470322795,0.0007592731593636809,0.00024381408851227156,0.005684155140812453,0.13051209470322794,0.36201477977869545,1.0880321853570019,0.02176064370714004,0,,,,,,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_5ms,1,panda_trajectory_041_trac_task_5ms_r1,runs/panda_trajectory_041_trac_task_5ms_r1.jsonl.gz
300,True,True,1.0,1.0,300,300,54076156,0.167901,0.24843825,0.2949449,,300,,{},0.0,0.0,0.0,0.00013051209854177714,0.0006236568137940312,0.0002438140983755643,0.004283141384299552,0.13051209854177712,0.3620148877696816,1.0267031817320098,0.020534063634640196,0,,,,,,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,trac_task_5ms,2,panda_trajectory_041_trac_task_5ms_r2,runs/panda_trajectory_041_trac_task_5ms_r2.jsonl.gz
300,True,True,1.0,1.0,300,300,1143746491,3.7469525,4.633974000000002,5.894004549999999,,300,,{},0.03333333333333333,0.9666666666666667,0.9633333333333334,0.00047793212300926275,0.0008446842084520704,0.003614738741876573,0.006903718700220834,0.4824329892762876,0.9999999999999968,10.08920487999367,0.2017840975998734,0,1.0,2.96,0.337466317463202,1.077165416860073,0.03333333333333333,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,two_step_predictive,0,panda_trajectory_041_two_step_predictive_r0,runs/panda_trajectory_041_two_step_predictive_r0.jsonl.gz
300,True,True,1.0,1.0,300,300,1138171720,3.7655555,4.30628025,5.0640569499999994,,300,,{},0.05,0.95,0.9466666666666667,0.00045642511065161097,0.0007823430883771125,0.003431783320175214,0.007233701283189421,0.5110975132199104,0.9999999999999968,10.153928851192088,0.20307857702384177,0,1.0,2.96,0.3190806975541368,1.0869634159718902,0.05,0.0,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,two_step_predictive,1,panda_trajectory_041_two_step_predictive_r1,runs/panda_trajectory_041_two_step_predictive_r1.jsonl.gz
300,False,False,0.9966666666666667,0.9966666666666667,299,299,1206805445,3.9251705,5.7703391500000025,8.019701229999999,104,104,position_tolerance+orientation_tolerance,"{""position_tolerance+orientation_tolerance"":1}",0.11333333333333333,0.8866666666666667,0.8833333333333333,0.0007281931979534285,0.0009402376677438049,0.005284941609729355,0.006999423579008177,0.7295410965271122,0.9999999999999968,10.917527982164229,0.2183505596432846,0,1.0,2.8333333333333335,0.3195234164775445,0.9575079281523932,0.11073825503355705,0.013377926421404682,0.0,,,,,,,,,,panda,f99362d069800eadfd7d5dffaa64872a9f42f9c276f8ee76fb87e8af9d8de541,trajectory_041,near_singular,two_step_predictive,2,panda_trajectory_041_two_step_predictive_r2,runs/panda_trajectory_041_two_step_predictive_r2.jsonl.gz
