robot,method,uid,family,site_id,repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,successful_prefix
panda,single_gn_osqp,b5d8e2eba24b1d515276c8684f15f9ab4e84e24bd2259b6c109d0288a3b2ed9e,high_curvature,trajectory_123,3,1.0,1.0,44097624.333333336,1.0,6.000740462525397,150.0
panda,single_gn_osqp,b63ecbeba848a1d720ff4202885635161c6c2f8a7a27eff5b02409f1b4279172,near_singular,trajectory_079,3,1.0,1.0,42894352.0,1.0,2.9199176405745617,150.0
panda,single_gn_osqp,b69f62508019f8a84299bad37e9c92ab1b80bd4b127e8c5b60c969c257ff7cc6,near_singular,trajectory_073,3,1.0,1.0,42295911.666666664,1.0,4.094823543289777,150.0
panda,single_gn_osqp,b6b9be5e9dbb7e471bc7de18813d720f027151c79c5e2f6bc24083939afd3715,smooth,trajectory_033,3,1.0,1.0,44706235.333333336,1.0,0.5799262433551804,150.0
panda,single_gn_osqp,b6cbd705da27715926d1834f38ee3634efd21ed62a05fe9f858bb938aa8ad66d,high_curvature,trajectory_142,3,1.0,1.0,44599926.666666664,1.0,5.829154906159921,150.0
panda,single_gn_osqp,b789a3a68dd93679c394a021695368cd0e7f05fa2f0999fda29ea8cbc55bb1b5,joint_limit_return,trajectory_101,3,1.0,1.0,44366678.0,1.0,0.5589059650305714,150.0
panda,single_gn_osqp,b7d9f59b33a2dda6c19ff77ca7e30b88fa3fe1ea9f416b1340aa4cb29a2d7580,near_singular,trajectory_064,3,1.0,1.0,40251623.0,1.0,10.67777865829872,150.0
panda,single_gn_osqp,bb90da78357615fc1a654b326ac620375a16ab26042ef42f52b32bafb2663527,near_singular,trajectory_062,3,1.0,1.0,42518969.666666664,1.0,1.4613416284024285,150.0
panda,single_gn_osqp,bd42c775f0f4134d408d51af225b1d03a8899405721c946646244bcbac33f42f,high_curvature,trajectory_138,3,1.0,1.0,44253020.0,1.0,6.839611956079767,150.0
panda,single_gn_osqp,bdcd3ffd414ccd41a775496dcc9690aff30070fdb1d6d42ba00798b9b3fce457,near_singular,trajectory_070,3,1.0,1.0,41962281.0,1.0,2.0815263964583437,150.0
panda,single_gn_osqp,bf6096f502134513e2313f50fbc04736f435a97794c75f88da9741bbf3b306f0,near_singular,trajectory_051,3,1.0,1.0,42559297.333333336,1.0,2.960694530550368,150.0
panda,single_gn_osqp,c068c4a69ab7818dfd663ebe0bd5f26cb404ea2a0142fa63589d2368c63c96c2,smooth,trajectory_022,3,1.0,1.0,44526175.666666664,1.0,2.1496481111830246,150.0
panda,single_gn_osqp,c2ebae0d24e306f3744e9ac2a38add8502705448e7eda234f19e3082f56fa52c,joint_limit_return,trajectory_094,3,1.0,1.0,49254793.0,1.0,5.13656850495686,150.0
panda,single_gn_osqp,c413c8e51512e31288411e26b66641b2d288db860038d5c93c92eaed0e5a4262,near_singular,trajectory_067,3,1.0,1.0,42834948.0,1.0,1.3470806654732665,150.0
panda,single_gn_osqp,c6cfd91b767095758b663e0ee9d436d5e7a392ae0b0f544dc5c1085014080e48,high_curvature,trajectory_125,3,1.0,1.0,44002958.666666664,1.0,7.997412965968419,150.0
panda,single_gn_osqp,ca9cd0ec53e341e94f32ed243e8aa7157ceaccebe06c876d98959a6523575b0c,near_singular,trajectory_054,3,1.0,1.0,42875066.0,1.0,1.9102298689787627,150.0
panda,single_gn_osqp,ce2ecca87ee582df7b70a4be4252ec5077978137e18a0facb8f7569fae9cde3b,smooth,trajectory_031,3,1.0,1.0,44229174.666666664,1.0,1.2986331634713657,150.0
panda,single_gn_osqp,ceef73a7c61264683fe087a71b97581b2fa0b224028ef16c560b7751811a39bf,high_curvature,trajectory_133,3,1.0,1.0,44835051.333333336,1.0,6.059734575968047,150.0
panda,single_gn_osqp,cf1ac8c4297fcd0132ef27f0d2fb9f45010d63c137bcd423126e4d2759aec7e2,smooth,trajectory_024,3,1.0,1.0,44246594.0,1.0,0.7182362924950781,150.0
panda,single_gn_osqp,d18f14b16c53cbd1c1811adc5279f00e6745676ca71c477595565e5b21ad5248,near_singular,trajectory_072,3,1.0,1.0,42971827.0,1.0,1.669138442908083,150.0
panda,single_gn_osqp,d1b6f99f9dd68c456e81713c3f5adafb553bd17ccdb5e0cb02ef57464d7180fc,near_singular,trajectory_059,3,1.0,1.0,42201608.0,1.0,1.8752841268800664,150.0
panda,single_gn_osqp,d417c16e467b1bde55181c0022bd7193f19faed3ca6ba4f83228bdb2488af8d5,joint_limit_return,trajectory_112,3,1.0,1.0,44118026.333333336,1.0,3.2358364138526547,150.0
panda,single_gn_osqp,d4ff5150093d260a061aa45d09215d38d3f65c8fc3ba45841188479b3784eac3,high_curvature,trajectory_155,3,1.0,1.0,44554855.0,1.0,5.644955413285004,150.0
panda,single_gn_osqp,d677d8817a9086e31204c00a069fcd9714941f266e92b8c76d39517d2a87c663,near_singular,trajectory_074,3,0.0,0.0,509407217.6666667,0.6466666666666666,7.813730334826737,97.0
panda,single_gn_osqp,d6a977914b0b3a11523a9e5e9bfe0aec9b82ee4dc4e9aaf198c39e1d12aa50ec,smooth,trajectory_006,3,1.0,1.0,44206219.333333336,1.0,1.067792347554658,150.0
panda,single_gn_osqp,d705eae3a57ea3fd8966a58397aa9782312a3f2db92812d3a60612d6281d7a69,joint_limit_return,trajectory_080,3,1.0,1.0,44668756.0,1.0,0.6830951557802347,150.0
panda,single_gn_osqp,d7da3b52b00c623aa961e4db17e1e3c8b05d3c4295e5905a19047bd8a7f4482c,near_singular,trajectory_052,3,1.0,1.0,44612955.333333336,1.0,4.189292646911362,150.0
panda,single_gn_osqp,d82047102c78a4602cd08dfad44002c7dce3cccfde940bd18afaf6875e44a5e5,joint_limit_return,trajectory_089,3,1.0,1.0,44213515.666666664,1.0,3.9656438506048004,150.0
panda,single_gn_osqp,dadc09c8bbc4e0450405f77e51a38d5d8546bb051ad9cfc1e1398bcdd4f1d27a,near_singular,trajectory_058,3,1.0,1.0,42305078.333333336,1.0,1.9972654847824434,150.0
panda,single_gn_osqp,dd0122570b896479af2d5e319728e4940246870fb490724adba3c30f961e0e7e,smooth,trajectory_009,3,1.0,1.0,44384054.666666664,1.0,0.6634930525010678,150.0
panda,single_gn_osqp,dd1303e9238be07b9c3435e99535065a7a9cce01608a84e607d928971719def4,joint_limit_return,trajectory_095,3,1.0,1.0,44341774.333333336,1.0,0.8554370285419065,150.0
panda,single_gn_osqp,dfaa894d22df9fd9a31cdd4ce8dd11840f0a3026b6833427c58aaa20620b9717,joint_limit_return,trajectory_097,3,1.0,1.0,44142656.333333336,1.0,0.5966438607055037,150.0
panda,single_gn_osqp,e11c2109877d969d2296d7103ee1a32f1f66db688f9df04542727276616d2a40,joint_limit_return,trajectory_100,3,1.0,1.0,44535172.666666664,1.0,1.0050219349132916,150.0
panda,single_gn_osqp,e1f06a0cbe2bf8492fefa4cc723935b4aadc170e685425ed9329cc5dc9c746b5,smooth,trajectory_027,3,1.0,1.0,44328863.333333336,1.0,1.23741428379832,150.0
panda,single_gn_osqp,e3a30346944b79b0086c4cb983646ceebe15696d5c9bf69d7496404831b70e03,high_curvature,trajectory_136,3,1.0,1.0,44344570.666666664,1.0,4.541922293875677,150.0
panda,single_gn_osqp,e40d3f082546ab1357a170ac5ff8c171de91eec0c12f3499c7b0a8b2e47ad61c,high_curvature,trajectory_128,3,1.0,1.0,44118856.333333336,1.0,4.190763513659355,150.0
panda,single_gn_osqp,e59c723f13ae5c53043b764f23592cb10b26f287cd78c271c7158aad043d0a2a,joint_limit_return,trajectory_114,3,1.0,1.0,44349947.666666664,1.0,1.0766009364213138,150.0
panda,single_gn_osqp,ea76edb7fffb2121617f45c85620b2acebff5380ee10e86c623c023a6640180d,high_curvature,trajectory_121,3,1.0,1.0,44148661.0,1.0,6.382037110688231,150.0
panda,single_gn_osqp,eb8a219ef38c40148c14bd361d543fb02881dc6779e79ab9e201a7c3fdfcf201,near_singular,trajectory_040,3,1.0,1.0,43448562.0,1.0,5.2604769396809985,150.0
panda,single_gn_osqp,f273e2cf840747e85e3dc4a774925882a9057bc0672355948aab35c0de41c7d8,near_singular,trajectory_050,3,1.0,1.0,44639534.333333336,1.0,5.32083625011462,150.0
panda,single_gn_osqp,f39446bf3771ea811293302220c427a31e3e1c1e949786ced0d4215be0e0ad61,high_curvature,trajectory_132,3,1.0,1.0,44466185.666666664,1.0,5.864808650563973,150.0
panda,single_gn_osqp,f6dd29d48efd585758ed6330f5475dca353eca61cef94f6b09e8a3a31bb9a2f3,joint_limit_return,trajectory_091,3,1.0,1.0,44234565.0,1.0,5.158048971706434,150.0
panda,single_gn_osqp,f9dcfa03596d8c86d5fc2d68c4ffb6f789a8b333d25a90867029dce43baae39a,near_singular,trajectory_075,3,1.0,1.0,38667393.666666664,1.0,5.40570260013481,150.0
panda,single_gn_osqp,fba0889c16a2e83db85f027c9f5a508183ca0b8504c97c510caf8090ad04ab36,high_curvature,trajectory_153,3,1.0,1.0,44210451.0,1.0,4.851003545416702,150.0
panda,single_gn_osqp,fbe58ea6278a7dab5fd757ac4e0b97ee869e320d50461b5af01ee66e258ef8fa,high_curvature,trajectory_122,3,1.0,1.0,44733794.666666664,1.0,5.671880203412511,150.0
panda,single_gn_osqp,ff6263afe4b5d337eafb70a82e8563f760f2ac8b10ba223fe42584c9e366b7d3,high_curvature,trajectory_129,3,1.0,1.0,44256273.666666664,1.0,4.533358808824591,150.0
panda,trac_task_5ms,009db6557800243ff65e0c7333cde1b7ddd0e6c46910706588a593a3f4acb624,smooth,trajectory_021,3,1.0,1.0,26365299.666666668,1.0,0.9645139338645615,150.0
panda,trac_task_5ms,01e6d3003da6b2fa52c23d3609faa8b8bff293815dffc7a4940980b2338958be,smooth,trajectory_013,3,1.0,1.0,26458978.0,1.0,0.7220706831657636,150.0
panda,trac_task_5ms,03bb61badb511b0b1ed87047a9796a921fc66524ca734ee655b56a672c6cb6ae,joint_limit_return,trajectory_118,3,1.0,1.0,30916380.333333332,1.0,2.241200466481937,150.0
panda,trac_task_5ms,077b3a8cc515aec835a5b63a21db483c8c301447444b5f66f4859469994a68e3,near_singular,trajectory_078,3,1.0,1.0,26177772.0,1.0,3.826877298721986,150.0
panda,trac_task_5ms,0a2537c3c40ba62c63727d6ed654546b317bfd0d8693efc85faa222da123debc,smooth,trajectory_039,3,1.0,1.0,26566419.0,1.0,0.7235341633374701,150.0
panda,trac_task_5ms,0a63ba1ae1e8450c4c3af9a6b1963ce87395c993548888753b0b6cb4f3583ea1,high_curvature,trajectory_159,3,1.0,1.0,26298203.333333332,1.0,7.447283672012001,150.0
panda,trac_task_5ms,0d40fff84f0487f95ec2df4cd930981c8e49b45348a20e6e2fe0587a9381dd29,near_singular,trajectory_053,3,0.6666666666666666,0.6666666666666666,39811196.333333336,0.9977777777777778,18.328855236117857,130.33333333333334
panda,trac_task_5ms,1085f3e04aaffe00c129d91100b2cf03f3de069fa72a1f43ac92c05905fe372d,near_singular,trajectory_045,3,0.6666666666666666,0.6666666666666666,128730544.33333333,0.8777777777777778,15.732971739202307,131.66666666666666
panda,trac_task_5ms,11e5dd61197a24709eda8bbdf4933108e3a2cd75096cc1d83c67519e8f53cd3b,smooth,trajectory_030,3,1.0,1.0,26605087.333333332,1.0,0.7141047132466346,150.0
panda,trac_task_5ms,169492dbe3686e9bed801ec404d2386157ca73430efc2035673600b4d72e8a66,near_singular,trajectory_049,3,1.0,1.0,26747254.333333332,1.0,3.0382976860874797,150.0
panda,trac_task_5ms,16eb39236436e36522bf1742998d048f374e3572a63c53e2c2e5ca5d926ace93,joint_limit_return,trajectory_104,3,0.0,0.0,172499211.33333334,0.8111111111111112,5.547270120322356,121.66666666666667
panda,trac_task_5ms,182336d73a5b3e410318ecc89f8fff003cd4774c6c196286f77fbed7422ba22d,near_singular,trajectory_043,3,1.0,1.0,26244412.0,1.0,0.5861544013842267,150.0
panda,trac_task_5ms,19f667e15e6e2e001adaf2b54858a15da2770a3e032e6f2bf54394b4ae11dd2a,joint_limit_return,trajectory_098,3,1.0,1.0,26727681.333333332,1.0,0.6241557206788757,150.0
panda,trac_task_5ms,1b03f784d41d7fb54612cd0d699abc3bc5985f24c3c9eb72428a6cbaca414c2b,joint_limit_return,trajectory_086,3,1.0,1.0,26212778.666666668,1.0,0.69621726804426,150.0
panda,trac_task_5ms,1b1432b684aef0b401c66b39b447aa074258ccfbe4d804811e9c02688243235a,joint_limit_return,trajectory_082,3,1.0,1.0,26350495.666666668,1.0,2.2629878714924154,150.0
panda,trac_task_5ms,1b39b898eb092990b04abf224824637c9d3158b64e555f4ee7f8b5df09af055b,smooth,trajectory_012,3,1.0,1.0,26598103.0,1.0,1.0147244302216734,150.0
panda,trac_task_5ms,1bbd79bf819cf6ecd63f3982a990a651d52ad71ee7023ec3ae7604b435a5db4b,joint_limit_return,trajectory_110,3,1.0,1.0,26533324.333333332,1.0,0.8259471362026521,150.0
panda,trac_task_5ms,1dec5a6acc79ceadb4ebd7ba3aa74faa30e6d2a850fe0fcfc8c37f6568b1a2a3,high_curvature,trajectory_127,3,1.0,1.0,26418513.666666668,1.0,5.54408580968519,150.0
panda,trac_task_5ms,1e6df7d7a97068128c87d603d3c0e9f668d12f42bd3ad7bb6844038e1d000f49,near_singular,trajectory_056,3,0.0,0.0,302744217.6666667,0.6511111111111111,6.504669875735288,97.66666666666667
panda,trac_task_5ms,1ea0a808ba7693c99b08e547a054e536a85f836775c00d3ed9898d53321ca266,smooth,trajectory_028,3,1.0,1.0,26486251.666666668,1.0,0.5291373617167681,150.0
panda,trac_task_5ms,237fa3357fbe3d06a7b83c1b4d0365e8a361eb6c1d1814dbae706836b5bfb2ce,joint_limit_return,trajectory_113,3,1.0,1.0,27066566.0,1.0,0.9754955359394701,150.0
panda,trac_task_5ms,27c86cc0a672e7ca289d7e168325677711ec7e91facd0395bd5e092387fad4f4,smooth,trajectory_038,3,1.0,1.0,26454295.666666668,1.0,0.6981473032361353,150.0
panda,trac_task_5ms,29a3f6ef1b19352cfb9831f4fe8e2d53991595953116f2431868cb12d34e80bf,high_curvature,trajectory_151,3,1.0,1.0,26527992.666666668,1.0,6.326960650321862,150.0
panda,trac_task_5ms,2a10217792feb2c6e8a32bc9be45b6711415582d2d65586302aaa5860acc9b32,joint_limit_return,trajectory_105,3,1.0,1.0,26541430.333333332,1.0,0.8478233823742748,150.0
panda,trac_task_5ms,2cd27cc14429c5bb9961620d46292e849640359e5072de88384099e723596b3b,high_curvature,trajectory_146,3,1.0,1.0,26358273.666666668,1.0,12.118664534198237,150.0
panda,trac_task_5ms,2de001c20f2661d2eff3deefba47cc19b1426ff5273ca877feab77b0702a34e3,high_curvature,trajectory_135,3,1.0,1.0,26793480.333333332,1.0,7.1795702355213855,150.0
panda,trac_task_5ms,2e9f7ef4bb4fbdc88f8581fc058a669a339276f9db5b4987a20be41acbf962af,high_curvature,trajectory_126,3,0.0,0.0,318818512.0,0.6133333333333333,8.619779973195554,92.0
panda,trac_task_5ms,312baf3e2d2b6b13442dfbc9f1a91a6cd7bcec51667a7b9eb7693b59856ac365,joint_limit_return,trajectory_116,3,1.0,1.0,26820057.333333332,1.0,0.5866241176205119,150.0
panda,trac_task_5ms,3175105088a2ea7a79edcde8bb9ea0ed512b9b6b3222beeb2342401af88bb389,high_curvature,trajectory_140,3,1.0,1.0,26309334.333333332,1.0,7.089049114555867,150.0
panda,trac_task_5ms,3248dc23a4aa12b9dc7e39d0d5346d0ef2270be722bf5961d5c5f736dd88bfcc,smooth,trajectory_010,3,1.0,1.0,27411556.666666668,1.0,0.9546572361763909,150.0
panda,trac_task_5ms,32ab3887d7825b280c6bf3918b479dbeef5eb758062588da83ea9937955d19d2,high_curvature,trajectory_145,3,1.0,1.0,26369870.0,1.0,6.361869144734584,150.0
panda,trac_task_5ms,32b81d51ae6fd562afb0aa7e3767f6b3f58bd3a2b885a6ea450cc98383e50b1d,joint_limit_return,trajectory_115,3,1.0,1.0,26267763.666666668,1.0,0.8170191774118273,150.0
panda,trac_task_5ms,3420bfde4a0fb08a7d93b107e4b8f0dcff0388d37c97df4df7e6d63bc48c2151,joint_limit_return,trajectory_087,3,1.0,1.0,27041494.666666668,1.0,0.8699593861506959,150.0
panda,trac_task_5ms,366389682e3e8bf025f25394f9bfd07e17264eab42f95422f126e8422ab8c2cc,smooth,trajectory_025,3,1.0,1.0,26639661.666666668,1.0,1.7778535774338173,150.0
panda,trac_task_5ms,367f1baec203a4ae08849509f9426baeda64e8ae57fb00c78716b03927eff0ba,smooth,trajectory_032,3,1.0,1.0,26377728.0,1.0,0.6356279651175446,150.0
panda,trac_task_5ms,39418c26c7c0ee7720f0a16e2b5930a336a74379ed31dd975416d5d9ab5766b1,near_singular,trajectory_069,3,0.3333333333333333,0.3333333333333333,179939407.33333334,0.9822222222222222,23.16755259681572,120.66666666666667
panda,trac_task_5ms,39db9e21b7437b9c1d0091ef2a3aabbd08543d9a7e7b1cf2cbb9cebd5e88d8e3,smooth,trajectory_037,3,1.0,1.0,26322792.333333332,1.0,0.7132274026935895,150.0
panda,trac_task_5ms,3a59b93a4c9e9c6b108b10e05344815f47411a6ce98c5ae4e2ed358ddc1d7440,joint_limit_return,trajectory_109,3,1.0,1.0,26410705.0,1.0,4.021510682724778,150.0
panda,trac_task_5ms,3b1c31e411ac6d014c0cba23d0c07be341aaec10cd7aadf586bb9fa3b4f47768,smooth,trajectory_011,3,1.0,1.0,26992906.666666668,1.0,5.7885148784457074,150.0
panda,trac_task_5ms,3cc83c847094c062d9a1677d819e0323896e630be7a2918f43397133c151e1ec,smooth,trajectory_017,3,1.0,1.0,27267972.0,1.0,0.8255033000362758,150.0
panda,trac_task_5ms,3d9860380251b55343a936ce0ba8b1f5348fe374983de15e16235a13e53cf704,smooth,trajectory_003,3,1.0,1.0,26282893.0,1.0,0.6259937699974952,150.0
panda,trac_task_5ms,3e415f820d053f2d414a09831137a936dfa8fffec0e1ebb8457c8d2055627c90,high_curvature,trajectory_154,3,1.0,1.0,26547574.666666668,1.0,7.19179883118061,150.0
panda,trac_task_5ms,42cf116720f75d6fad1700cdcdf43c62d73a67ece9c9450f48aed630d0fe0b22,smooth,trajectory_014,3,1.0,1.0,26542705.0,1.0,2.352235199724078,150.0
panda,trac_task_5ms,44780d25bceacad472afc451e0aa3b81359116b7b988792dace49116d842955a,high_curvature,trajectory_139,3,1.0,1.0,26711607.666666668,1.0,7.019644390235865,150.0
panda,trac_task_5ms,4560ce06cdb032d006dfd81e869438fc013004a708606761affafddac71844ba,smooth,trajectory_034,3,1.0,1.0,26520152.333333332,1.0,1.4038693691436004,150.0
panda,trac_task_5ms,4588e0448a7051a3cca903c21654de3352717cf1f1ea512d4688a78fdfe7488c,near_singular,trajectory_055,3,1.0,1.0,33334894.0,1.0,12.925620513075499,150.0
panda,trac_task_5ms,45b0f4687b5986b23497d7ff1f5dc551d097cd684f87b9cd87c44d76c37e40b8,joint_limit_return,trajectory_088,3,1.0,1.0,26490643.0,1.0,0.9106753395831068,150.0
panda,trac_task_5ms,479acbcb94748d65126d5afb88aa88d3c2356d029199485ebdb36946117ccfaf,smooth,trajectory_007,3,1.0,1.0,26941108.333333332,1.0,1.9468214594524242,150.0
panda,trac_task_5ms,47ae8f807e48c4c002530f6da0fb351b873959f64a26b5a550694c685ae73c4a,near_singular,trajectory_057,3,0.3333333333333333,0.3333333333333333,212849625.66666666,0.8688888888888889,21.032036939264515,110.33333333333333
panda,trac_task_5ms,480587c598ca589e82de0deeb2ce9a0e3addfeae1cad8d4b5250a048cf275b3d,near_singular,trajectory_041,3,1.0,1.0,25951772.666666668,1.0,10.508899004814475,150.0
panda,trac_task_5ms,49a1edd5201a14cde7f8a9bbd2c4de7814b5dff477df1c6ed6df571c6cfa3e5d,smooth,trajectory_029,3,1.0,1.0,26321358.0,1.0,0.9452391337913323,150.0
panda,trac_task_5ms,4b11ed64f31d9ba64758d060a1591e0d395d58a23b7e1e258546c85cd3c09b33,near_singular,trajectory_068,3,1.0,1.0,26286397.333333332,1.0,4.511996844754893,150.0
panda,trac_task_5ms,4b685f766c2aaa86bbe0149755113dc5f973ef6e7a20b143520733e773f45186,joint_limit_return,trajectory_090,3,1.0,1.0,26461283.666666668,1.0,1.0444359328945194,150.0
panda,trac_task_5ms,4c6f3e4c4938f1d045ad81cc0b00279c7e4deeb0090877a2457fc71d699e5669,smooth,trajectory_015,3,1.0,1.0,26249081.333333332,1.0,0.6920396832509622,150.0
panda,trac_task_5ms,4d8dfd105e6967177e92702e792e3fcfeb8cab41c72b787e436a4b5f2cbf4cef,smooth,trajectory_008,3,1.0,1.0,26367707.333333332,1.0,0.5977469290284514,150.0
panda,trac_task_5ms,4e1843759088f4a5ab2eb9d0488ded425922f491cc72a77a168a168496703da9,joint_limit_return,trajectory_084,3,1.0,1.0,26339471.0,1.0,0.6824732947971097,150.0
panda,trac_task_5ms,4f1940d91117f91ea27fc47a289476bf2361c47cbbb34e21aa92e2a9bf8c25da,high_curvature,trajectory_120,3,0.0,0.0,253316796.66666666,0.6999999999999998,9.068459193209902,105.0
panda,trac_task_5ms,4f748698c3c2c641dfd36bbbeddb6bf166b308236fd594b727a9a25f58549651,high_curvature,trajectory_158,3,1.0,1.0,26367010.0,1.0,5.791027669988335,150.0
panda,trac_task_5ms,52bfa11a7beed01ba2979eed87aff5a6d1878b46392075e49e79297e367f7fa5,smooth,trajectory_005,3,1.0,1.0,26211595.666666668,1.0,1.8425728824607042,150.0
panda,trac_task_5ms,56e3826cb8c9c1d2669f86c094648f3a15468966904942f865b6138ae1a34089,high_curvature,trajectory_156,3,1.0,1.0,27759039.666666668,1.0,5.311789414648129,150.0
panda,trac_task_5ms,5901f315f2447757c1867df962600c1d912c87fe3cb9d65589d6081769488442,high_curvature,trajectory_130,3,1.0,1.0,27155538.333333332,1.0,7.209957974001701,150.0
panda,trac_task_5ms,59fb6a8924934a79c09136da28b7a3ff8bbd61498838a8128a1bd053a2a3f32d,near_singular,trajectory_065,3,1.0,1.0,26037635.666666668,1.0,5.5697532576897615,150.0
panda,trac_task_5ms,5bdcc2d8aebc7b7d2e138df541304b09eb972c06a781fbf126b84888026ce734,smooth,trajectory_026,3,1.0,1.0,26700926.0,1.0,0.735172323797577,150.0
panda,trac_task_5ms,5c3485c9a41783628ed9200eabb9c7aa756b2d1838f092b31a88491623ae52e2,high_curvature,trajectory_124,3,1.0,0.6666666666666666,46712561.666666664,1.0,6.627081314554768,150.0
panda,trac_task_5ms,5dac1d49889fe9e09b4c32f417b1bf4ee86389af5d20fc3823371a7ee2bba187,joint_limit_return,trajectory_103,3,1.0,1.0,26641708.333333332,1.0,0.9493746882145396,150.0
panda,trac_task_5ms,617dfe3c6044a249e2b35c9a35fdace22f1d096e467cd2c20a564e43995edf0f,near_singular,trajectory_042,3,1.0,1.0,26260308.0,1.0,1.3827573715505492,150.0
panda,trac_task_5ms,6292d6a262da269233959d5b381d94998db141290bc3e30dd2208b51a11c8100,joint_limit_return,trajectory_092,3,1.0,1.0,26840482.333333332,1.0,5.488658781067937,150.0
panda,trac_task_5ms,6586e2c2aa7b28f704b4e4da538ca71d7f5b6ecb11bdc8906e682eca50fbbad1,joint_limit_return,trajectory_107,3,1.0,1.0,26367836.666666668,1.0,0.5178443732264475,150.0
panda,trac_task_5ms,68eda3224034b5683d377b5d7cddd0db39a9c6a0fc30def562c3282bdf4cfda6,smooth,trajectory_023,3,1.0,1.0,27475003.666666668,1.0,2.856120802062652,150.0
panda,trac_task_5ms,6a1c3a555eddf23620d15ee7cb9500f45bbd54b6f5f7d61f9643b9d310581150,joint_limit_return,trajectory_102,3,1.0,1.0,26369423.666666668,1.0,0.7692837662058181,150.0
panda,trac_task_5ms,6b0966e51c74ee179bda979ce90c28e13df86983752592ccef75cfedcedb1271,high_curvature,trajectory_147,3,1.0,1.0,26436850.333333332,1.0,5.9740872175239135,150.0
panda,trac_task_5ms,6b2979d02b4c234eab22bfc97da014daf8f5b7c94a6d47eaee20dd8705a29e94,smooth,trajectory_036,3,1.0,1.0,26717340.0,1.0,2.0865116815506073,150.0
panda,trac_task_5ms,6f45a8b6059397bd23d369002df06b9d4a367c8e87cafa78af25eef62d2ba906,smooth,trajectory_020,3,1.0,1.0,26831131.0,1.0,0.5904720831620291,150.0
panda,trac_task_5ms,700234aadb2ef0f2c5056fb078594221aa97a092642689035f4bffd6e6845062,high_curvature,trajectory_144,3,0.0,0.0,548818600.3333334,0.3111111111111111,7.914437972481658,46.666666666666664
panda,trac_task_5ms,710b8798d1f34818e642157f92c158183934342acbc1f8f054abdb7080c71569,high_curvature,trajectory_143,3,1.0,0.6666666666666666,46209647.666666664,1.0,7.960725876116274,150.0
panda,trac_task_5ms,75d52c890b861cdb7f9862279ecbe3d5318b78f4d93cd28cc30414ef5493341c,smooth,trajectory_035,3,1.0,1.0,26348054.333333332,1.0,0.5994695342975624,150.0
panda,trac_task_5ms,76014196d575d651386f649f98c4d3dd7f03787edbfd42b80122072d25c83bba,near_singular,trajectory_066,3,1.0,1.0,26234124.666666668,1.0,0.9803524844939856,150.0
panda,trac_task_5ms,76723c8484a05a7bc2bff4047708ad396e6759dff58cd347e4b36eeb1bdedfd0,joint_limit_return,trajectory_111,3,1.0,1.0,26916543.0,1.0,0.6929650783140308,150.0
panda,trac_task_5ms,79076cd9aa84b436fcbb836548e693b733aa35a2d7be5ccd28163e80bd3fcb82,near_singular,trajectory_046,3,1.0,1.0,26136806.333333332,1.0,20.71545544222253,150.0
panda,trac_task_5ms,79a9d8a888407eb550cf8684661f49bc7ef7579e670e95b79b09ae9c996b9b0d,smooth,trajectory_019,3,1.0,1.0,26832781.666666668,1.0,2.0797272436300807,150.0
panda,trac_task_5ms,79b541a168d9d17d398c8098d305be992824956b558db5da00571e9427e38c44,near_singular,trajectory_077,3,1.0,1.0,26241971.333333332,1.0,1.3091077083274376,150.0
panda,trac_task_5ms,7a4b0e446427145d85dd1b448c80c4b2902f9595f8588456fecd4093f299a8df,joint_limit_return,trajectory_117,3,1.0,1.0,27003756.666666668,1.0,1.2580479535632547,150.0
panda,trac_task_5ms,7c4f7297f4e3c51c94bbff33f1f6fea524a7aeb44e815849ac855cd47cb12778,near_singular,trajectory_047,3,1.0,1.0,26131099.666666668,1.0,0.6097476025686409,150.0
panda,trac_task_5ms,8159f4b8a9c566ba4d2d648b7a0ce5497eff71c08df175337922b21578479645,high_curvature,trajectory_157,3,1.0,1.0,26335807.666666668,1.0,5.8131366187839,150.0
panda,trac_task_5ms,84f83b0ba1930b447be1abf5134e2558f2120f5657126a3a00b788b94429902d,high_curvature,trajectory_141,3,1.0,1.0,26417881.333333332,1.0,6.393671684147827,150.0
panda,trac_task_5ms,883e06904863f75da01f0a8b29601d8d6c4e5e3d4391b559c9a576779b153be2,near_singular,trajectory_063,3,1.0,1.0,26527902.666666668,1.0,14.659192003364131,150.0
panda,trac_task_5ms,891914e1ae3556ab6b0945f9863bdec1840dd5a264e93c627a51b7581f16dfe8,high_curvature,trajectory_134,3,1.0,1.0,26427050.333333332,1.0,7.37773111196556,150.0
panda,trac_task_5ms,8bebd193c402f03b5f2bdcd9ccfa7c6ea00cd4821f9b4165aa9533694979e773,joint_limit_return,trajectory_106,3,1.0,1.0,26422561.0,1.0,0.689987899846488,150.0
panda,trac_task_5ms,8eb0376749a7bcb5bb763b8809e852eb2830de76762dcdd0f2ef9dcf64a3ccec,high_curvature,trajectory_152,3,1.0,1.0,26683373.333333332,1.0,8.003066112096475,150.0
panda,trac_task_5ms,91dba0fb58c14a6382c14e9d6f796faac1dae38265d099f7bf09cdb6e2f2f8cc,smooth,trajectory_018,3,1.0,1.0,26276724.333333332,1.0,1.0747678493072537,150.0
