input_id,site_id,uid,repeat,frame,previous_q,target_position,target_rotation,dt,query_hash,method,internal_ok,internal_status,native_return_code,iterations,solver_function_evaluations,finite,q,accepted,verification_reasons,position_error,orientation_error,total_latency_ns,conversion_ns,solve_ns,verification_ns,budget_ms,returned_within_5ms,returned_within_20ms,lower,upper,seed_q,velocity_utilization,nominal_velocity_utilization,velocity_utilization_per_joint,joint_limit_margin,failure_kind
state_14_candidate_00,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,4,75,"[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,26382ac06d938939a11e05fb4d68434685e9dd0c0c490809889522859b99699d,trac_strict_5ms,True,native_success,1,,,True,"[2.4668973340894027, 0.2236554641372351, -1.821248816625042, -0.3369772195356132, -1.3027581006482623, 0.22423312389069555, 0.43042124525016623]",True,[],1.4461412797011342e-06,3.932322596068193e-06,245454,25959,73614,145509,5,True,True,"[2.4232384905780697, 0.18490866254833807, -1.863287172539125, -0.37881522849501276, -1.3505903121457676, 0.16665581082228373, 0.38546179904957195]","[2.510438490578069, 0.272108662548338, -1.7760871725391252, -0.2916152284950129, -1.245990312145768, 0.2712558108222836, 0.49006179904957187]","[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]",0.1403547571588084,0.14062363600394023,"[0.0013496218195720104, 0.11131189016291129, 0.035817524906352496, 0.040412638545880154, 0.08542616639568656, 0.10090464757957678, 0.1403547571588084]",0.24173312389069557,accepted
state_14_candidate_00,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,3,75,"[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,26382ac06d938939a11e05fb4d68434685e9dd0c0c490809889522859b99699d,trac_task_20ms,True,native_success,1,,,True,"[2.464813831158577, 0.22309911259133297, -1.8167605795701298, -0.3360922911157353, -1.306107800922921, 0.2237572621442963, 0.42950302299930376]",True,[],1.1457280731963021e-05,1.959212864126254e-05,243417,31078,60849,151170,20,True,True,"[2.4232384905780697, 0.18490866254833807, -1.863287172539125, -0.37881522849501276, -1.3505903121457676, 0.16665581082228373, 0.38546179904957195]","[2.510438490578069, 0.272108662548338, -1.7760871725391252, -0.2916152284950129, -1.245990312145768, 0.2712558108222836, 0.49006179904957187]","[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]",0.157911587959238,0.15821410057984955,"[0.04643714264890756, 0.12407224672029982, 0.06712369194943173, 0.020116115154184804, 0.14947397279451546, 0.09180595261974422, 0.157911587959238]",0.24125726214429632,accepted
case_01_matched_01,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,0,34,"[-1.3023180546906594, -0.031450361115783476, -1.5231972333681623, -2.0199854338138548, -1.0726026327177973, 1.8740691290770901, -1.8413899433061192]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,cd4c3600a992c5481b0bc2b12bdb0915239ed11343ba2cd4bfc89ae03e0b4ca1,trac_strict_5ms,True,native_success,1,,,True,"[-1.3244330637174409, 0.011822197668294456, -1.5275863218213366, -2.029625888248489, -1.0448998982615947, 1.8968499797300555, -1.8613417151997986]",True,[],4.764765460242986e-06,1.0294476782609336e-05,488893,25633,313589,149383,5,True,True,"[-1.3459180546906593, -0.07505036111578346, -1.5667972333681621, -2.0635854338138544, -1.1249026327177971, 1.8217691290770903, -1.893689943306119]","[-1.2587180546906596, 0.012149638884216522, -1.4795972333681624, -1.976385433813855, -1.0203026327177975, 1.92636912907709, -1.7890899433061194]","[-1.3023180546906594, -0.031450361115783476, -1.5231972333681623, -2.0199854338138548, -1.0726026327177973, 1.8740691290770901, -1.8413899433061192]",0.9924898803687598,0.9947714663006422,"[0.5072249776784732, 0.9924898803687598, 0.1006671663572091, 0.22111134024390963, 0.5296889953384826, 0.4355803184123408, 0.3814870342959746]",1.0359582848002014,accepted
state_14_candidate_01,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,3,75,"[2.4777384905780693, 0.22686845611727163, -1.8193591165981005, -0.3378318384543588, -1.3047359762498305, 0.2176380671477474, 0.4424859007705034]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,824af6140920eb72510705d7933c3bcccc9520fe31abeea4ec6aef81b37bd37d,trac_task_5ms,True,native_success,1,,,True,"[2.4762650279541294, 0.22135498718918734, -1.816402779050228, -0.3387758004892819, -1.3130781797133337, 0.22234385671380436, 0.43429174765145395]",True,[],1.0398812293643789e-05,2.1165531357930452e-05,238786,25407,67294,145814,5,True,True,"[2.4341384905780696, 0.18326845611727166, -1.8629591165981003, -0.38143183845435874, -1.3570359762498303, 0.16533806714774743, 0.39018590077050347]","[2.521338490578069, 0.2704684561172716, -1.7757591165981006, -0.2942318384543589, -1.2524359762498307, 0.2699380671477473, 0.4947859007705034]","[2.4777384905780693, 0.22686845611727163, -1.8193591165981005, -0.3378318384543588, -1.3047359762498305, 0.2176380671477474, 0.4424859007705034]",0.15950675838438294,0.15981232688703503,"[0.033795014310547725, 0.1264557093597316, 0.06780590706129588, 0.02165050538814415, 0.15950675838438294, 0.08997685594755195, 0.1566759678594546]",0.23984385671380437,accepted
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,2,75,"[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3a942c03f7f1445285e1fe0af1e3f87504f5ae42c98817edc0de1ee2296d4df4,trac_strict_20ms,True,native_success,1,,,True,"[-1.4206447828041533, 0.400836178451767, -0.2561595275315276, -1.6131870042033003, 0.12223705599131933, 1.4031075691704853, 0.11718158293119708]",True,[],1.9653293503042582e-08,2.4049707453241113e-08,355958,24718,78004,252482,20,True,True,"[-1.468886180067754, 0.3494300203576359, -0.3053401363953117, -1.6476816691381362, 0.060729118867682653, 1.359944201838156, 0.0571791960945773]","[-1.3816861800677542, 0.4366300203576358, -0.21814013639531182, -1.5604816691381365, 0.16532911886768262, 1.4645442018381556, 0.16177919609457728]","[-1.425286180067754, 0.39303002035763585, -0.2617401363953118, -1.6040816691381363, 0.11302911886768265, 1.4122442018381558, 0.10947919609457729]",0.20883796021018297,0.209318047475034,"[0.10645406567891742, 0.17904032325988886, 0.1279956161418394, 0.20883796021018297, 0.17605998324353123, 0.1746966093244839, 0.14727317087227138]",1.3619638215482328,accepted
state_14_candidate_00,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,0,75,"[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,26382ac06d938939a11e05fb4d68434685e9dd0c0c490809889522859b99699d,trac_strict_5ms,True,native_success,1,,,True,"[2.4668973340894027, 0.2236554641372351, -1.821248816625042, -0.3369772195356132, -1.3027581006482623, 0.22423312389069555, 0.43042124525016623]",True,[],1.4461412797011342e-06,3.932322596068193e-06,834357,50409,588341,194662,5,True,True,"[2.4232384905780697, 0.18490866254833807, -1.863287172539125, -0.37881522849501276, -1.3505903121457676, 0.16665581082228373, 0.38546179904957195]","[2.510438490578069, 0.272108662548338, -1.7760871725391252, -0.2916152284950129, -1.245990312145768, 0.2712558108222836, 0.49006179904957187]","[2.4668384905780694, 0.22850866254833804, -1.819687172539125, -0.33521522849501284, -1.2982903121457678, 0.2189558108222837, 0.4377617990495719]",0.1403547571588084,0.14062363600394023,"[0.0013496218195720104, 0.11131189016291129, 0.035817524906352496, 0.040412638545880154, 0.08542616639568656, 0.10090464757957678, 0.1403547571588084]",0.24173312389069557,accepted
state_13_candidate_00,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,4,75,"[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,200aedbcef2204a629dc352baf602d0eb837b3e87027e6a7383ad47ccc60b390,trac_strict_5ms,True,native_success,1,,,True,"[1.0683183002323675, 0.04548482518381545, -2.162463670994489, -0.45795645186846073, 0.23917285535487035, 0.7153815748223076, -1.0764432979482836]",True,[],2.5322000817348777e-07,9.87995437729532e-07,295236,30446,110689,153815,5,True,True,"[1.036818517523741, -0.01144894601473674, -2.208911122854869, -0.5021972394696195, 0.17305135737574404, 0.6588866918972808, -1.126374028185898]","[1.1240185175237407, 0.07575105398526324, -2.1217111228548697, -0.4149972394696196, 0.2776513573757439, 0.7634866918972806, -1.0217740281858985]","[1.0804185175237409, 0.03215105398526326, -2.1653111228548694, -0.45859723946961956, 0.225351357375744, 0.7111866918972807, -1.0740740281858983]",0.3058204403337658,0.306523475828786,"[0.2775279195269114, 0.3058204403337658, 0.06530852890780431, 0.014696963329330756, 0.26427338392211, 0.0802080865205908, 0.04530152509341079]",0.3881564518684607,accepted
case_01_matched_00,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,2,34,"[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,5b7444ca14819f27d61144739d0b20dc90a95690a3bad7be6e5c123d51258cf5,trac_strict_20ms,False,native_no_solution,-3,,,True,"[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]",False,"['position_tolerance', 'orientation_tolerance']",0.006888483269981476,0.02235115726424382,20445142,44872,20076420,321951,20,False,False,"[-1.3241180546906595, -0.08971520882170493, -1.5819651558476964, -2.0623251557648454, -1.1367832561415647, 1.8104289380559988, -1.888518406479436]","[-1.2369180546906597, -0.0025152088217049455, -1.4947651558476966, -1.975125155764846, -1.0321832561415651, 1.9150289380559984, -1.7839184064794364]","[-1.2805180546906596, -0.046115208821704945, -1.5383651558476965, -2.018725155764846, -1.084483256141565, 1.8627289380559986, -1.8362184064794362]",0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0530748442351543,internal_nonconvergence+position_tolerance+orientation_tolerance
case_01_matched_05,case_01_pre_failure,8007124479c3c7bc724a1818507bb840030dd31b60be2b3793048463dfa14ffc,3,34,"[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]","[-0.5471975663261858, -0.09866402058391988, 0.4683117341253371]","[[0.7172088051968888, -0.6246338896145834, -0.3089401781785716], [-0.1971336117523349, -0.6070862241544716, 0.7697952036479224], [-0.6683934985212907, -0.4912014051148704, -0.5585439201599511]]",0.02,394cbeca25ee5e9557d94467298b714c555558f02870842d20de896bc5e47cb6,trac_task_5ms,True,native_success,1,,,True,"[-1.247744271236607, -0.041451135798429385, -1.5807707610371144, -2.025097305315851, -1.0879388939737382, 1.8559351530210377, -1.8421749659089757]",True,[],0.00034944619029866463,0.0005463144883143707,342198,33221,162390,146253,5,True,True,"[-1.3132180068763615, -0.10180190018596678, -1.5873737869237678, -2.061305061369854, -1.1465000832670498, 1.8010377802529913, -1.884356891572261]","[-1.2260180068763618, -0.0146019001859668, -1.5001737869237681, -1.9741050613698545, -1.0419000832670502, 1.905637780252991, -1.7797568915722615]","[-1.2696180068763616, -0.0582019001859668, -1.543773786923768, -2.0177050613698544, -1.09420008326705, 1.8533377802529911, -1.8320568915722613]",0.8485544521409738,0.8505051520309531,"[0.5016911843980436, 0.3841918437508581, 0.8485544521409738, 0.1695468794953344, 0.11971681249162074, 0.049662959236072904, 0.1934622244113654]",1.0467026946841491,accepted
failure_input_candidate_04,state_14_frame_102,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,1,102,"[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]","[0.13744098569017726, 0.029594308991476144, 0.9758989695284097]","[[0.5341320980132692, -0.845119211517556, 0.021827051928465513], [-0.7172987827735959, -0.4667090986538268, -0.5173635795697742], [0.4474207841657123, 0.26068397641143404, -0.8554872917459744]]",0.02,f0620e872d650523803dee51d089779070adac108c0bd176629c2dcadd0b3fee,trac_task_20ms,True,native_success,1,,,True,"[2.3965406504966453, 0.06619246534898841, -1.61661866462317, -0.3766655116706633, -1.573099931992095, 0.32788955956626625, 0.2610436886855599]",True,[],0.0007122638156805186,0.005540471591951152,258923,23971,97961,136660,20,True,True,"[2.353523941054403, 0.02681267205320365, -1.6597305956736088, -0.41945447321828405, -1.6256617851943078, 0.27492790204966927, 0.2087436886855599]","[2.440723941054402, 0.11401267205320363, -1.572530595673609, -0.3322544732182841, -1.5210617851943082, 0.3795279020496692, 0.31334368868555984]","[2.3971239410544025, 0.07041267205320365, -1.616130595673609, -0.3758544732182841, -1.573361785194308, 0.32722790204966923, 0.2610436886855599]",0.09679373174805578,0.09701624607391339,"[0.013378223801770363, 0.09679373174805578, 0.011194241962408109, 0.01860179936649613, 0.005006753388392872, 0.012651195346023424, 0.0]",0.30686551167066334,accepted
state_14_candidate_02,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,1,75,"[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,a9e85765b2a0c1f352611c29f3e6e61636da7ca53d26266ea4c177df9715c525,trac_strict_5ms,True,native_success,1,,,True,"[2.455749072855392, 0.2254522850136967, -1.822220014861583, -0.3343970979087631, -1.2953868986841715, 0.2256798500558804, 0.4257188713881669]",True,[],1.2388198156215412e-06,3.2883053250937586e-06,207232,19787,80148,107041,5,True,True,"[2.41233849057807, 0.18670860544410928, -1.8645475150994715, -0.3762496609714718, -1.3432540106747155, 0.16809283642896697, 0.38069237037359627]","[2.499538490578069, 0.27390860544410917, -1.7773475150994718, -0.28904966097147194, -1.238654010674716, 0.2726928364289669, 0.4852923703735962]","[2.4559384905780695, 0.23030860544410925, -1.8209475150994716, -0.33264966097147186, -1.2909540106747157, 0.22039283642896695, 0.4329923703735962]",0.13907263834472922,0.13933906102355056,"[0.004344443180677843, 0.11138349611037927, 0.029185774360353488, 0.04007882883695495, 0.08475885295326459, 0.1010901267096261, 0.13907263834472922]",0.2431798500558804,accepted
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,1,75,"[-1.4343986401937074, 0.3920977757114521, -0.2508401363953118, -1.604169649602191, 0.10991665385474111, 1.412602833006032, 0.11208749825170947]","[-0.032854940350743364, -0.5915895744097782, 0.3696374711299105]","[[-0.2217013665765356, -0.9712300788740037, 0.08695192895211226], [-0.7985509172962597, 0.2320093041369958, 0.555417064267177], [-0.5596114156657268, 0.05370117954257223, -0.8270134501761973]]",0.02,3f5c1142affb4fdc030a08171b15db0753ee01153135c9bd718fddf146c00cc3,trac_strict_5ms,True,native_success,1,,,True,"[-1.429740478526956, 0.3999077418853112, -0.24529444270505563, -1.6132835126051193, 0.11912317724286416, 1.4035017557535583, 0.11983216326192304]",True,[],1.9499207157314054e-08,2.3204705281028734e-08,195688,18755,69712,106928,5,True,True,"[-1.4779986401937073, 0.3484977757114522, -0.2944401363953117, -1.647769649602191, 0.05761665385474112, 1.3603028330060323, 0.059787498251709474]","[-1.3907986401937076, 0.435697775711452, -0.2072401363953118, -1.5605696496021912, 0.16221665385474107, 1.4649028330060319, 0.16438749825170942]","[-1.4343986401937074, 0.3920977757114521, -0.2508401363953118, -1.604169649602191, 0.10991665385474111, 1.412602833006032, 0.11208749825170947]",0.20903355511303115,0.20951409202133697,"[0.10683857033833419, 0.17912766453805265, 0.1271948094095447, 0.20903355511303115, 0.1760329519717599, 0.17401677346986189, 0.14808154895245848]",1.3628922581146887,accepted
state_13_candidate_04,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,3,75,"[1.100810687017498, 0.03315249873860455, -2.187111122854869, -0.4606115635084846, 0.22632611933642174, 0.7120092446393098, -1.0747262162740345]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,0eac26c4468301b533d6e22b6ac1acc609a955f42e9b06b3a0e1a241390590ae,trac_task_20ms,True,native_success,1,,,True,"[1.0692103690516366, 0.06357047694063464, -2.212117576537154, -0.4769760089958575, 0.2773661622001063, 0.7214149374277757, -1.0922646752259813]",True,[],0.0002791202496151514,0.0003047112639361902,214427,26447,77150,110563,20,True,True,"[1.0572106870174982, -0.01044750126139545, -2.230711122854869, -0.5042115635084845, 0.1740261193364218, 0.6597092446393099, -1.1270262162740343]","[1.144410687017498, 0.07675249873860453, -2.1435111228548696, -0.4170115635084846, 0.2786261193364217, 0.7643092446393097, -1.0224262162740347]","[1.100810687017498, 0.03315249873860455, -2.187111122854869, -0.4606115635084846, 0.22632611933642174, 0.7120092446393098, -1.0747262162740345]",0.9759090413706415,0.97777859892116,"[0.7247779349968232, 0.6976600505052774, 0.573542515648737, 0.37533131851772766, 0.9759090413706415, 0.17984116230336378, 0.335343383402423]",0.4071760089958575,accepted
state_14_candidate_05,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,1,75,"[2.4711984905780695, 0.22783259245050325, -1.819441003564407, -0.33625548334629807, -1.3009787964156971, 0.21841370761066536, 0.43965662973252967]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,a6a36a3fa7a997af39b13edf8a9fc93f52b279603ba2a2a327d3451236acc7e6,trac_strict_20ms,True,native_success,1,,,True,"[2.471353270653516, 0.22298282330447824, -1.8211250140167732, -0.3380228257833534, -1.3054517858394374, 0.22368878393325994, 0.4322878815206943]",True,[],1.526968990774873e-06,4.197469593379218e-06,190666,18333,70006,102121,20,True,True,"[2.42759849057807, 0.18423259245050327, -1.863041003564407, -0.379855483346298, -1.353278796415697, 0.16611370761066538, 0.3873566297325297]","[2.514798490578069, 0.27143259245050316, -1.7758410035644072, -0.29265548334629815, -1.2486787964156973, 0.2707137076106653, 0.4919566297325296]","[2.4711984905780695, 0.22783259245050325, -1.819441003564407, -0.33625548334629807, -1.3009787964156971, 0.21841370761066536, 0.43965662973252967]",0.14089384726262644,0.14116375884742074,"[0.0035500017304282098, 0.11123323729415141, 0.038624092944176666, 0.040535376996682145, 0.08552561039656412, 0.10086187997312772, 0.14089384726262644]",0.24118878393325993,accepted
state_13_candidate_02,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,2,75,"[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,e3dae1ed1c1db2d1a759cee9b9ac434bf4995f755426c82b0ec7d794160b5647,trac_task_20ms,True,native_success,1,,,True,"[1.0564073920938395, 0.06391290592495955, -2.2018798287765473, -0.4761947832549148, 0.2782162316932294, 0.720959602998498, -1.0928214548948612]",True,[],0.00037810338810117557,0.0014331329107604672,171101,17445,54486,98957,20,True,True,"[1.0469183163145659, -0.010921931553620359, -2.219811122854869, -0.5032196598576574, 0.1736162316932295, 0.6593001846057381, -1.1267279479910655]","[1.1341183163145656, 0.07627806844637962, -2.1326111228548696, -0.4160196598576575, 0.2782162316932294, 0.7639001846057379, -1.0221279479910659]","[1.0905183163145657, 0.03267806844637964, -2.1762111228548693, -0.45961965985765746, 0.22591623169322947, 0.711600184605738, -1.0744279479910657]",0.9999999999999987,1.0019157088122592,"[0.7823606472643637, 0.7163953550133006, 0.5887317871944502, 0.38016338067104044, 0.9999999999999987, 0.17895637462256214, 0.3516922926155925]",0.40639478325491485,accepted
state_14_candidate_01,state_14,652db5eb389e7355156299a8e5d39fecb8bc55621d923f9a05f415fc9d4a9f4d,0,75,"[2.4777384905780693, 0.22686845611727163, -1.8193591165981005, -0.3378318384543588, -1.3047359762498305, 0.2176380671477474, 0.4424859007705034]","[0.05886604939105978, 0.08186151759839032, 0.9636592689428848]","[[0.44718195319734083, -0.8912148858095574, 0.07592317199688599], [-0.7774093388478982, -0.4292457032780964, -0.45976390255147925], [0.44233812927068034, 0.146574737007268, -0.8847897071420785]]",0.02,824af6140920eb72510705d7933c3bcccc9520fe31abeea4ec6aef81b37bd37d,dls_strict,True,converged,,7,15,True,"[2.4783970174547143, 0.22222845728628965, -1.822540729614451, -0.33981202448949716, -1.3080848193497694, 0.22307817256805884, 0.4352448215298875]",True,[],2.973207451405016e-06,6.5730227444450785e-06,2762834,17283,2641419,103710,,True,True,"[2.4341384905780696, 0.18326845611727166, -1.8629591165981003, -0.38143183845435874, -1.3570359762498303, 0.16533806714774743, 0.39018590077050347]","[2.521338490578069, 0.2704684561172716, -1.7757591165981006, -0.2942318384543589, -1.2524359762498307, 0.2699380671477473, 0.4947859007705034]","[2.4777384905780693, 0.22686845611727163, -1.8193591165981005, -0.3378318384543588, -1.3047359762498305, 0.2176380671477474, 0.4424859007705034]",0.13845275794676673,0.13871799311524713,"[0.015103827445986857, 0.10642199153628404, 0.07297277560436809, 0.04541711089766816, 0.0640314168248352, 0.10401731205184422, 0.13845275794676673]",0.24057817256805886,accepted
state_18_candidate_01,state_18,3bfeb80ec3cbe3ef7693197d0bbe1ddb98d7af3fd734dc69e928826901fdb975,2,75,"[-2.4290300693853575, -0.34740372961583726, 1.2798882272625018, -0.41705671514370457, 0.05197567779788255, 1.960251645973528, 1.4787033009960158]","[0.3175181389147155, -0.07648929601709437, 1.096889822235397]","[[-0.8331180598515749, -0.3302600090843912, 0.4436694994573389], [-0.3921156303851851, -0.21305358540011773, -0.8949041860198127], [0.3900764421966247, -0.9195305846722732, 0.04799867805982491]]",0.02,6007de5a82dd36fb22186e91c5917ea5115a948ad99ae56d794c4b0abf4353d8,trac_strict_5ms,True,native_success,1,,,True,"[-2.453143926605767, -0.3431774393422287, 1.288129023240162, -0.41255242929426494, 0.05554634533751825, 1.9519410415312508, 1.4814139959758814]",True,[],2.0103798179110015e-06,2.5875942634070633e-06,249760,30474,104827,114057,5,True,True,"[-2.472630069385357, -0.39100372961583724, 1.236288227262502, -0.4606567151437045, -0.0003243222021174496, 1.9079516459735282, 1.426403300996016]","[-2.385430069385358, -0.3038037296158373, 1.3234882272625017, -0.37345671514370465, 0.10427567779788253, 2.0125516459735273, 1.5310033009960156]","[-2.4290300693853575, -0.34740372961583726, 1.2798882272625018, -0.41705671514370457, 0.05197567779788255, 1.960251645973528, 1.4787033009960158]",0.5530701197341651,0.5543415452967724,"[0.5530701197341651, 0.09693326315615931, 0.18900908205642783, 0.10330930847338593, 0.06827280190508038, 0.15890257059803362, 0.051829731928597446]",0.34275242929426497,accepted
state_13_candidate_01,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,0,75,"[1.07053294387858, 0.03156542270504312, -2.1544111228548695, -0.45754213200338534, 0.22461380695204125, 0.710768700775103, -1.0736586288917909]","[0.17408042245814132, -0.2155450374352675, 0.9559770094503807]","[[0.9602254138123807, 0.16371790185083468, 0.2261937295382049], [0.20603814204950008, -0.9621728707437359, -0.1782460401398821], [0.18845540238908562, 0.21776091343103546, -0.9576349752865384]]",0.02,034deea7a2d8bfa0e5a36ba93554a32ec578f9e65c0560445e7a8ebaaddec6c9,trac_strict_20ms,True,native_success,1,,,True,"[1.0578472525132692, 0.04459060103189095, -2.1504168131150547, -0.45636548981152136, 0.23802433970124623, 0.7147605805793755, -1.0757957880736757]",True,[],3.7670375782615375e-07,1.3585800055127194e-06,226317,20802,95643,109614,20,True,True,"[1.0269329438785801, -0.012034577294956881, -2.198011122854869, -0.5011421320033852, 0.17231380695204127, 0.6584687007751031, -1.1259586288917907]","[1.1141329438785799, 0.0751654227050431, -2.11081112285487, -0.4139421320033854, 0.2769138069520412, 0.7630687007751029, -1.021358628891791]","[1.07053294387858, 0.03156542270504312, -2.1544111228548695, -0.45754213200338534, 0.22461380695204125, 0.710768700775103, -1.0736586288917909]",0.298742622175409,0.2994293868240881,"[0.2909562239750192, 0.298742622175409, 0.09161260871134722, 0.026987206235412262, 0.2564155401377625, 0.07632657369545914, 0.04086346428078088]",0.3865654898115214,accepted
