robot,uid,method,repeat,family,frame,previous_q,target_position,target_rotation,q,position_error,orientation_error,failure_kind,total_latency_ns
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,pink_qp,2,high_curvature,105,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",0.001411975557762603,0.014032338823747612,position_tolerance+orientation_tolerance,857741
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,2,near_singular,119,"[2.882448246142799,0.18614359710836942,1.6490771350970235,-0.6711731538897738,0.8765252385706122,0.3412638808472236,0.07866651547324569]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.882448246142799,0.18614359710836942,1.6490771350970235,-0.6711731538897738,0.8765252385706122,0.3412638808472236,0.07866651547324569]",0.0019555690069656493,0.008784484282603394,internal_nonconvergence+position_tolerance+orientation_tolerance,5250417
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_nominal,1,near_singular,99,"[2.214805581185696,0.012841733448054024,1.8139099491613813,-0.5538280031114244,1.1856588868610223,0.2407834075060018,-0.10056175520938047]","[-0.05543068790185998,-0.22089743411382476,0.9282108245041313]","[[0.5028886681400038,-0.7376505645673102,0.45052706028595185],[-0.8619361113418139,-0.46691079496016247,0.19763716632916234],[0.06456878054698884,-0.48771503374736924,-0.8706118069699476]]",,,,non_finite_or_wrong_shape,6207823
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,tar_free,2,joint_limit_return,71,"[-1.1305147205536228,0.5310668365202824,0.21941242097414948,-0.9505571828522428,2.892607933314249,2.8054551363825864,0.53090143318121]","[0.38693943824308696,-0.6300532542719856,0.6459277823269656]","[[0.5306617129559349,0.6476029799554461,0.5468167213568902],[-0.09173420140043374,0.685240687155057,-0.7225164613769637],[-0.8426048793450567,0.33325002778708235,0.42303833902355853]]",,,,non_finite_or_wrong_shape,7076149
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,1,near_singular,118,"[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.8910998001666632,0.19204650057859823,1.660299208959349,-0.6618224723005,0.8554979313070099,0.3431317776754041,0.08289400339231225]",0.0022408250079171133,0.010357000473759644,internal_nonconvergence+position_tolerance+orientation_tolerance,5198383
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,pink_qp,0,high_curvature,105,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",0.001411975557762603,0.014032338823747612,position_tolerance+orientation_tolerance,1077078
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_free,2,near_singular,113,"[-2.106878579648366,0.05799125652368407,2.4065637248255527,-0.5607257913834742,-2.8951621664798033,2.0705794430046445,-1.7459479722212716]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]",,,,non_finite_or_wrong_shape,7153399
panda,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,tar_free,2,near_singular,92,"[-0.9026884715650153,0.7830280576014542,-1.2423985303530016,-0.7352970992474639,1.374489539352137,3.4750216322166896,-2.0192988406494163]","[0.05234452737495622,-0.6007392058245133,0.8543226663117278]","[[0.9713439066181987,-0.04628159629499862,-0.23312878183545468],[-0.1515565902540637,0.6349692518224556,-0.7575253455763662],[0.1830890904075337,0.7711498317995134,0.6097592327216735]]",,,,non_finite_or_wrong_shape,7127955
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trac_task_5ms,2,joint_limit_return,75,"[-1.239323640210765,0.549373705791235,0.28079671480019186,-0.9696001677624235,2.897292139299163,2.7705226345968463,0.47311390232265244]","[0.3464174105203118,-0.6609877826659248,0.6305184159581213]","[[0.516235334071317,0.6980864935488592,0.4961615940204704],[-0.14070093977781217,0.6405822349427853,-0.7548891612822021],[-0.8448102304079397,0.3198900558009965,0.4289126097443618]]","[-1.239323640210765,0.549373705791235,0.28079671480019186,-0.9696001677624235,2.897292139299163,2.7705226345968463,0.47311390232265244]",0.013098976524824965,0.02238413037010836,internal_nonconvergence+position_tolerance+orientation_tolerance,5213744
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,2,near_singular,122,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",0.0010549523841012337,0.008031829089156796,position_tolerance,781276
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,tar_nominal,1,joint_limit_return,70,"[-1.1358027440587417,0.5319330524349919,0.25362678964094976,-0.9435428179641677,2.8935387381725093,2.8163731279411675,0.5115990681050384]","[0.396400236698004,-0.6222003221191696,0.6495423728735656]","[[0.5334090415878396,0.6347454779592699,0.5590822592093228],[-0.07922695805984556,0.6955513886843764,-0.714094779994798],[-0.8421388742178605,0.3366102254975236,0.42130235297417984]]",,,,non_finite_or_wrong_shape,6159233
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,tar_fixed,1,joint_limit_return,75,"[-1.232859544304318,0.5473874587683207,0.2701538628014339,-0.9737769653060382,2.8964456696056047,2.764019336251178,0.4844401617931396]","[0.3464174105203118,-0.6609877826659248,0.6305184159581213]","[[0.516235334071317,0.6980864935488592,0.4961615940204704],[-0.14070093977781217,0.6405822349427853,-0.7548891612822021],[-0.8448102304079397,0.3198900558009965,0.4289126097443618]]",,,,non_finite_or_wrong_shape,7327493
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,pink_qp,1,near_singular,122,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",0.0010549523841012337,0.008031829089156796,position_tolerance,788117
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,tar_nominal,2,near_singular,113,"[-2.13084905340148,0.05149232465539459,2.4160212942555983,-0.554266938381083,-2.8796387631445852,2.0713325166539933,-1.7499581870160976]","[0.2101951828709031,0.021021791875536586,1.1614518861885486]","[[0.34178788900162776,0.8454662657569564,-0.4103264948779187],[-0.9067247437488449,0.1818961380037802,-0.3804786906686123],[-0.24704509306076639,0.5020961944152706,0.8287750801926298]]",,,,non_finite_or_wrong_shape,6243537
panda,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,tar_free,1,near_singular,88,"[0.955363141971092,-0.07969378442224195,1.270820523322834,-0.27424231994746184,1.3612523946595843,2.876328784766235,1.9365684730874457]","[-0.07726759269901129,0.07668869761084363,1.1698773132063292]","[[-0.6556085626488005,-0.6131555357539996,-0.44070137457897657],[0.675307884141976,-0.7372338854612545,0.021105917260096793],[-0.3378411967141688,-0.28377189272711234,0.8974056154832164]]",,,,non_finite_or_wrong_shape,8307457
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trac_task_5ms,0,near_singular,119,"[2.8927510271723045,0.21016824551694097,1.7007116642140263,-0.6730885455524678,0.8261265072381401,0.35648858686386725,0.08880106872931214]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]","[2.8927510271723045,0.21016824551694097,1.7007116642140263,-0.6730885455524678,0.8261265072381401,0.35648858686386725,0.08880106872931214]",0.002099550258521424,0.011479659175369377,internal_nonconvergence+position_tolerance+orientation_tolerance,5313137
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,tar_free,2,near_singular,107,"[1.971232923205006,-0.08855629033822712,1.8177245691766275,-0.550685348244321,1.4600114676866531,0.15533698554943676,-0.08789955403497914]","[-0.057500729218034556,-0.2378261808111057,0.9198421530056512]","[[0.5239452545502722,-0.7156636344158452,0.46185163484495095],[-0.8513701703639925,-0.456267876807749,0.2588212850747314],[0.025499083290131796,-0.528814889132343,-0.8483540592130805]]",,,,non_finite_or_wrong_shape,7271626
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,tar_fixed,2,near_singular,125,"[6.283184735723832,-5.4590118910126115,1.6190457027624563,-4.668018488819767,1.4524447899753918,-5.146232688931481]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,9357790
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,tar_free,2,near_singular,125,"[6.283157725064031,-5.45916541264725,1.6175327109073638,-4.66729708323496,1.4511552533959369,-5.139611244216889]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,7610669
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trac_task_20ms,1,smooth,31,"[3.9135921635223663,-2.0553734351126995,1.0098435451610663,0.5223263600412715,-0.4266733426410935,3.4403830372030018]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]","[3.9135921635223663,-2.0553734351126995,1.0098435451610663,0.5223263600412715,-0.4266733426410935,3.4403830372030018]",0.00470995871422036,0.0138473297283581,internal_nonconvergence+position_tolerance+orientation_tolerance,20247054
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_nominal,1,smooth,31,"[3.9174462587838694,-2.0559262329471575,1.0103674048020617,0.5191628047468363,-0.4252022975780473,3.4490983828340305]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,6455624
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,tar_free,0,near_singular,125,"[6.279039175995183,-5.457054927213017,1.6181281627856092,-4.667657007349836,1.4524239176169729,-5.1432652790864735]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,14244844
ur5e,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,trac_task_5ms,1,joint_limit_return,63,"[-2.2647138156013664,0.3230078029766656,3.1284794709416217,-0.6031618596751191,0.3262290395921571,1.3563963059191777]","[0.19404783920462748,-0.12288706915880014,0.23508999578744477]","[[-0.24668627638070267,0.29275235535660205,0.9238192136335903],[-0.4016867013890677,0.8366445530252867,-0.3723891591068246],[-0.8819261165044346,-0.4629491876289231,-0.08879400149293173]]","[-2.2647138156013664,0.3230078029766656,3.1284794709416217,-0.6031618596751191,0.3262290395921571,1.3563963059191777]",0.0016942188769841326,0.010853509058592335,internal_nonconvergence+position_tolerance+orientation_tolerance,10018284
ur5e,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,tar_nominal,1,near_singular,84,"[-2.5868252541493484,2.9228264385181464,-2.30943632438873,-2.788154812520942,-5.246601459107126,3.057999630639364]","[0.1475133690900528,-0.12715199693529466,-0.026907547019514644]","[[-0.14367785407350128,-0.7141830360028604,0.6850542061286615],[0.917271387005385,-0.35592944750542327,-0.17868248649406354],[0.37144296578351144,0.6027079056095259,0.7062388432292066]]",,,,non_finite_or_wrong_shape,6201566
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,tar_free,2,near_singular,115,"[-3.337195141593493,-4.085731553245882,-2.5002016555393975,-4.746228357523416,-0.11221258820232706,2.549240159630111]","[-0.07335436754317089,-0.22157359399917914,-0.08598086402965231]","[[-0.8048076744942769,0.573773714017924,-0.151882626317798],[0.0616963002268961,-0.17363645413961587,-0.9828753473010369],[-0.5903203991168076,-0.8003962186916544,0.1043442355411853]]",,,,non_finite_or_wrong_shape,7001647
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,pink_qp,1,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,700638
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_fixed,2,smooth,24,"[3.4545201193174897,-2.054850856875023,0.9673088722736526,0.8326801395655206,-0.8875404366131525,3.2341419984731345]","[0.12546083276346096,-0.16768220043465007,0.7705024103691941]","[[-0.36168582854047193,-0.21851605485363856,0.9063300145113775],[-0.9281741583334787,-0.006959536338100964,-0.37208103506614965],[0.08761331653881689,-0.9758085358435642,-0.20030378962942463]]",,,,non_finite_or_wrong_shape,7272221
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trac_task_5ms,2,near_singular,125,"[6.283185307179585,-5.458828965583276,1.6188863181833943,-4.66693719240185,1.4513905299340004,-5.145247996665312]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458828965583276,1.6188863181833943,-4.66693719240185,1.4513905299340004,-5.145247996665312]",0.0018328885248663578,0.007505608597293575,internal_nonconvergence+position_tolerance,5272609
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_fixed,0,smooth,31,"[3.91952500140391,-2.0562294937159873,1.0103152993075577,0.5159379323136626,-0.4229535842356265,3.4526610917826828]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,7224380
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,tar_free,0,near_singular,117,"[-3.3444751556102514,-4.094855617134865,-2.5098206198148523,-4.752263227133234,-0.11659816647350932,2.559513700038649]","[-0.07621122120670383,-0.22068847194114305,-0.08334226932175189]","[[-0.8147170694263713,0.5593071417037466,-0.15300855539639172],[0.06384251626854649,-0.17574667322880846,-0.9823630896799345],[-0.5763334363906069,-0.8101164287237927,0.10747623928107325]]",,,,non_finite_or_wrong_shape,7024897
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trac_task_20ms,0,near_singular,125,"[6.281009318474806,-5.458422681257697,1.6194411764383392,-4.669005959075768,1.4522323445189969,-5.137356019376455]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.281009318474806,-5.458422681257697,1.6194411764383392,-4.669005959075768,1.4522323445189969,-5.137356019376455]",0.0018981848441870053,0.006130303805608357,internal_nonconvergence+position_tolerance,20341702
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_nominal,2,smooth,29,"[3.776510826792005,-2.0448697906922675,0.9831261857818582,0.6597806210764899,-0.554970832559289,3.3334334504763365]","[0.14337666260598186,-0.16937518575265434,0.770989063821953]","[[-0.36940768378779,-0.2568526308488297,0.8930647732301252],[-0.9146502492708001,-0.06928746662597181,-0.39826394323038844],[0.16417333726096767,-0.9639636782548343,-0.20933500026991889]]",,,,non_finite_or_wrong_shape,6070012
ur5e,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,tar_fixed,2,joint_limit_return,60,"[0.42894664644005515,-0.2850323578896957,-1.4612621512584019,0.6533844510380226,0.013921431318546207,5.8620787855778955]","[0.2972060344751483,0.3859945382853227,0.6195994679022464]","[[-0.06282148488040296,-0.9132552101327707,-0.40251507077719473],[-0.004215232634779048,-0.4030653082050065,0.9151615098633888],[-0.998015878055683,0.05918849961734011,0.021471577999582138]]",,,,non_finite_or_wrong_shape,7299433
ur5e,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,tar_fixed,0,joint_limit_return,109,"[-2.225474941167759,0.34981168411979585,3.025403177355897,-0.5771179314602168,0.34554817476343996,1.679779632996505]","[0.20863708367618453,-0.09967586798632655,0.1864190662689408]","[[-0.17940152760455572,0.29079887913909447,0.9398143985833575],[-0.16553938133057622,0.932768347858322,-0.3202185542131284],[-0.9697483205047802,-0.21302399190021404,-0.11920139996264992]]",,,,non_finite_or_wrong_shape,7240671
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,pink_qp,0,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,internal_nonconvergence+velocity_limit,940538
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trac_task_20ms,2,near_singular,125,"[6.283185307179585,-5.458870753009006,1.6177296840211148,-4.666747777371194,1.4522671429241742,-5.1427943913738]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458870753009006,1.6177296840211148,-4.666747777371194,1.4522671429241742,-5.1427943913738]",0.001899325700638049,0.005683147246151107,internal_nonconvergence+position_tolerance,20262226
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,pink_qp,2,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,677898
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,pink_qp,0,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,676832
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trac_task_5ms,1,near_singular,125,"[6.283185307179585,-5.458882959786681,1.6179231851271878,-4.6673998825872385,1.4526679868429433,-5.141666668496223]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458882959786681,1.6179231851271878,-4.6673998825872385,1.4526679868429433,-5.141666668496223]",0.0018838565770312081,0.00511469968315294,internal_nonconvergence+position_tolerance,5287290
ur5e,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,tar_nominal,2,smooth,76,"[1.9430293888848595,2.2961272940221433,-1.7472301037264966,0.06983765144113577,-2.773086320671084,0.5773080916587295]","[-0.026055109622417486,-0.048470730542686476,-0.42100747033728597]","[[-0.05607211087691784,-0.2156773972016039,0.9748534139644526],[0.9983952868367357,-0.004364304563472366,0.056460641759278736],[-0.007922727055691924,0.9764549212237189,0.21557601261267956]]",,,,non_finite_or_wrong_shape,6075332
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_fixed,1,smooth,31,"[3.9093413948190596,-2.0576616655628888,1.0091819867622964,0.5250481415554716,-0.4281449418936849,3.4360691997325006]","[0.15176318819029755,-0.16972938711180202,0.7708480634486129]","[[-0.367701838339846,-0.2700049048366814,0.8898835370123621],[-0.9098309659158194,-0.09349054408575327,-0.40431068700596684],[0.19236156461773962,-0.9583093809050834,-0.21128217844184266]]",,,,non_finite_or_wrong_shape,7217924
ur5e,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,tar_nominal,0,smooth,28,"[3.720357744009484,-2.043918433268106,0.976782979647046,0.6953008528130291,-0.6120543351346129,3.311408121983933]","[0.13943174048146872,-0.16912906915042428,0.7709834347854433]","[[-0.3692713707140248,-0.24973132168653886,0.8951384930499189],[-0.9172176664424343,-0.057013567630916334,-0.39428569016880405],[0.14950052554048265,-0.9666352569996035,-0.2080045018465467]]",,,,non_finite_or_wrong_shape,6063620
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,tar_fixed,0,near_singular,125,"[6.28255455424957,-5.4582075877731056,1.6188104743351888,-4.665869044578216,1.4517823044216838,-5.141867705367767]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,7202411
ur5e,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,tar_free,1,near_singular,115,"[-3.3361673390382887,-4.085655310899632,-2.4943350316580277,-4.72913152674734,-0.11184376836990854,2.528422128639933]","[-0.07335436754317089,-0.22157359399917914,-0.08598086402965231]","[[-0.8048076744942769,0.573773714017924,-0.151882626317798],[0.0616963002268961,-0.17363645413961587,-0.9828753473010369],[-0.5903203991168076,-0.8003962186916544,0.1043442355411853]]",,,,non_finite_or_wrong_shape,7029630
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,pink_qp,2,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,internal_nonconvergence+velocity_limit,957624
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trac_task_5ms,0,near_singular,125,"[6.283185307179585,-5.458953901323894,1.619691483916156,-4.668248835926292,1.4513527295939674,-5.1459475539261295]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]","[6.283185307179585,-5.458953901323894,1.619691483916156,-4.668248835926292,1.4513527295939674,-5.1459475539261295]",0.0018430431019931792,0.008208298566742262,internal_nonconvergence+position_tolerance,5275147
