robot,method,uid,family,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms
panda,tar_nominal,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,1.0,286053256.6666667,1.0,7.519815791236013
panda,tar_nominal,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,1.0,276732765.0,1.0,6.447747379290142
panda,tar_fixed,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1.0,1.0,720022248.6666666,1.0,3.528356116540802
panda,tar_fixed,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1.0,1.0,656573059.3333334,1.0,3.3747114043289863
panda,tar_fixed,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1.0,0.6666666666666666,689137994.6666666,1.0,2.370088831486487
panda,tar_fixed,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1.0,1.0,618312759.0,1.0,2.281555261164257
panda,tar_fixed,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1.0,1.0,487057316.0,1.0,5.289388712943616
panda,tar_fixed,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,1.0,700424782.0,1.0,5.688075769882236
panda,tar_fixed,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,1.0,1.0,472385890.0,1.0,4.070905061984802
panda,tar_fixed,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1.0,1.0,557291174.6666666,1.0,3.1737198784988148
panda,tar_fixed,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1.0,0.6666666666666666,590213211.0,1.0,3.934857466323564
panda,tar_fixed,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1.0,1.0,653017248.6666666,1.0,2.3319154977652636
panda,tar_fixed,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,0.0,0.0,578273046.3333334,0.7688888888888888,8.19909734846763
panda,tar_fixed,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1.0,1.0,552173445.3333334,1.0,9.497253626242594
panda,tar_fixed,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1.0,1.0,656743403.6666666,1.0,1.4082216054464418
panda,tar_fixed,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1.0,1.0,708231726.0,1.0,1.9110021242112178
panda,tar_fixed,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1.0,1.0,726894979.6666666,1.0,1.3634797657032836
panda,tar_fixed,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1.0,1.0,613236982.6666666,1.0,1.3787276521491754
panda,tar_fixed,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1.0,1.0,625086170.3333334,1.0,3.5910202712712027
panda,tar_fixed,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1.0,1.0,623903723.6666666,1.0,7.80318756515877
panda,tar_fixed,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1.0,1.0,672423008.3333334,1.0,8.264081869126315
panda,tar_fixed,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1.0,1.0,706020997.3333334,1.0,1.5507507618250767
panda,tar_fixed,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,0.6666666666666666,670917184.3333334,1.0,1.539840463842664
panda,tar_fixed,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,1.0,1.0,456775093.3333333,1.0,16.895968767670734
panda,tar_fixed,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,1.0,656433583.3333334,1.0,3.395042186070134
panda,tar_fixed,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,1.0,658106621.0,1.0,2.013435294409104
panda,tar_fixed,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,0.0,0.0,868962499.0,0.48666666666666664,6.081991202046069
panda,tar_fixed,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,1.0,652447742.0,1.0,8.64030695826236
panda,tar_fixed,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,1.0,663655130.3333334,1.0,1.399215900514837
panda,tar_fixed,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,1.0,671042508.6666666,1.0,6.653299415073518
panda,tar_fixed,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,1.0,741567716.0,1.0,7.06115503393832
panda,tar_fixed,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,1.0,495538687.0,1.0,2.4817216929783683
panda,tar_fixed,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.3333333333333333,0.3333333333333333,503355388.6666667,0.8266666666666667,8.870985603804355
panda,tar_fixed,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,1.0,730731656.6666666,1.0,1.1451553107212582
panda,tar_fixed,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,1.0,1.0,510340461.6666667,1.0,7.051385907393894
panda,tar_fixed,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,1.0,655191318.0,1.0,6.446128027699598
panda,tar_fixed,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,1.0,704027365.6666666,1.0,3.4898292150952988
panda,tar_fixed,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,0.3333333333333333,0.3333333333333333,616118168.6666666,0.7422222222222222,14.575555445673361
panda,tar_fixed,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,1.0,660182332.3333334,1.0,1.5120390783823892
panda,tar_fixed,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,1.0,655436608.3333334,1.0,5.547559665759228
panda,tar_fixed,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,0.6666666666666666,700992162.6666666,1.0,7.35965515790203
panda,tar_fixed,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,1.0,692249533.3333334,1.0,6.49402161511657
panda,tar_free,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,1.0,1.0,712913568.3333334,1.0,3.615387774310825
panda,tar_free,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,1.0,1.0,600101086.3333334,1.0,3.021760648679873
panda,tar_free,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,1.0,1.0,543551133.3333334,1.0,1.150235433414082
panda,tar_free,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,1.0,1.0,640404132.0,1.0,3.1142007561662033
panda,tar_free,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,1.0,1.0,700013658.3333334,1.0,3.8911319785980374
panda,tar_free,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,1.0,1.0,565632191.3333334,1.0,5.9619796849610935
panda,tar_free,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,0.0,0.0,745114942.6666666,0.6644444444444444,11.826837841649999
panda,tar_free,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,1.0,1.0,706573980.6666666,1.0,1.9249654278752295
panda,tar_free,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,1.0,1.0,670990823.3333334,1.0,7.3268557269581605
panda,tar_free,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,1.0,0.6666666666666666,730046872.6666666,1.0,1.8121075874979435
panda,tar_free,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,0.0,0.0,735085509.0,0.7533333333333333,6.974454953197278
panda,tar_free,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,1.0,1.0,739017586.6666666,1.0,11.263272685203724
panda,tar_free,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,1.0,1.0,568267166.3333334,1.0,1.464336404594654
panda,tar_free,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,1.0,1.0,703836730.6666666,1.0,2.2934208512375545
panda,tar_free,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,1.0,0.6666666666666666,755560056.6666666,1.0,1.3588954544320417
panda,tar_free,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,1.0,1.0,648945623.6666666,1.0,2.3075364784474575
panda,tar_free,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,1.0,1.0,581984810.3333334,1.0,3.200092605873311
panda,tar_free,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,1.0,1.0,633178038.3333334,1.0,8.914941321157396
panda,tar_free,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,1.0,1.0,560834968.6666666,1.0,8.742932976785319
panda,tar_free,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,1.0,1.0,668450133.3333334,1.0,2.0290180200737127
panda,tar_free,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,1.0,1.0,611065269.6666666,1.0,1.5640795593689318
panda,tar_free,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,0.6666666666666666,0.6666666666666666,728408175.6666666,0.9955555555555556,15.510691581591947
panda,tar_free,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,1.0,1.0,696906618.3333334,1.0,1.4664238196088
panda,tar_free,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,1.0,1.0,669897606.6666666,1.0,1.3462792886014459
panda,tar_free,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,0.0,0.0,845842025.3333334,0.48444444444444446,5.976846231084789
panda,tar_free,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,1.0,1.0,547243458.6666666,1.0,8.947615604552212
panda,tar_free,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,1.0,1.0,588350671.0,1.0,1.4519986985268176
panda,tar_free,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,1.0,1.0,557662800.3333334,1.0,6.869355033923726
panda,tar_free,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,1.0,0.6666666666666666,745273922.6666666,1.0,7.244525479524502
panda,tar_free,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,1.0,1.0,686530659.6666666,1.0,2.378486456021457
panda,tar_free,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,0.3333333333333333,0.3333333333333333,762343291.0,0.7888888888888889,14.200844277130606
panda,tar_free,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,1.0,1.0,694557337.3333334,1.0,1.2935712185271022
panda,tar_free,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,0.6666666666666666,0.6666666666666666,668741349.6666666,0.8644444444444445,16.005718173489218
panda,tar_free,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,1.0,1.0,612861252.0,1.0,7.14965126442086
panda,tar_free,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,1.0,1.0,696680993.3333334,1.0,2.7783184583742297
panda,tar_free,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,0.3333333333333333,0.0,848102254.0,0.7466666666666666,11.39307854589893
panda,tar_free,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,1.0,1.0,701598845.6666666,1.0,2.4672244784677395
panda,tar_free,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,1.0,1.0,552777174.6666666,1.0,5.492060912249591
panda,tar_free,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,1.0,1.0,624592257.3333334,1.0,7.729335344500149
panda,tar_free,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,1.0,1.0,626124192.6666666,1.0,7.375197583188286
ur5e,trac_task_5ms,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,1.0,1.0,50334471.0,1.0,26.4029296947467
ur5e,trac_task_5ms,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,1.0,1.0,26448143.0,1.0,11.27956894246495
ur5e,trac_task_5ms,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,high_curvature,1.0,1.0,24886828.666666668,1.0,8.34173320039792
ur5e,trac_task_5ms,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,1.0,0.6666666666666666,41648274.0,1.0,5.3084161322330035
ur5e,trac_task_5ms,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,1.0,32893782.0,1.0,6.286055261903205
ur5e,trac_task_5ms,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,1.0,1.0,27656622.0,1.0,23.14256701888929
ur5e,trac_task_5ms,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,high_curvature,1.0,1.0,24575222.666666668,1.0,29.898230630308063
ur5e,trac_task_5ms,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,1.0,1.0,24426860.666666668,1.0,20.442751544565848
ur5e,trac_task_5ms,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,1.0,1.0,24684981.333333332,1.0,1.8209347544619139
ur5e,trac_task_5ms,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,1.0,24366750.333333332,1.0,1.5312145582662005
ur5e,trac_task_5ms,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,0.6666666666666666,0.6666666666666666,67583319.66666667,0.9955555555555556,25.32796973552426
ur5e,trac_task_5ms,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,1.0,24569599.666666668,1.0,26.905740442999285
ur5e,trac_task_5ms,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,1.0,24256496.0,1.0,3.8468321988675966
ur5e,trac_task_5ms,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,high_curvature,1.0,1.0,24462101.666666668,1.0,6.507692375893908
ur5e,trac_task_5ms,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,high_curvature,1.0,1.0,24877068.666666668,1.0,19.53887575260745
ur5e,trac_task_5ms,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,1.0,24426467.0,1.0,1.454073919560619
ur5e,trac_task_5ms,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,1.0,1.0,24720320.666666668,1.0,3.8330985049193234
ur5e,trac_task_5ms,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,1.0,1.0,25178687.666666668,1.0,6.4766401380821845
ur5e,trac_task_5ms,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,1.0,24852358.666666668,1.0,8.757605381035107
ur5e,trac_task_5ms,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,1.0,23791582.666666668,1.0,10.339012719751262
ur5e,trac_task_5ms,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,1.0,24336818.666666668,1.0,1.492219631482144
ur5e,trac_task_5ms,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,1.0,24319344.333333332,1.0,1.5049202523179173
ur5e,trac_task_5ms,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,1.0,25014298.666666668,1.0,12.375784361660415
ur5e,trac_task_5ms,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,1.0,24377592.666666668,1.0,13.880256404997134
ur5e,trac_task_5ms,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,high_curvature,1.0,1.0,24700629.333333332,1.0,8.484012323961801
ur5e,trac_task_5ms,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,1.0,1.0,25249670.0,1.0,22.66211808485936
ur5e,trac_task_5ms,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,high_curvature,1.0,1.0,24007074.666666668,1.0,7.375455568385251
ur5e,trac_task_5ms,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,high_curvature,1.0,0.6666666666666666,40037768.0,1.0,8.099301119535872
ur5e,trac_task_5ms,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,1.0,1.0,24762101.333333332,1.0,1.7396025830648518
ur5e,trac_task_5ms,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,1.0,24483077.666666668,1.0,16.90200215051982
ur5e,trac_task_5ms,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,0.0,0.0,152497590.0,0.8333333333333334,10.67391564770403
ur5e,trac_task_5ms,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,1.0,26103903.0,1.0,15.233869152403187
ur5e,trac_task_5ms,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,1.0,24705789.666666668,1.0,1.0048437104653725
ur5e,trac_task_5ms,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,1.0,1.0,24865080.0,1.0,6.478065345670784
ur5e,trac_task_5ms,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,1.0,24593075.0,1.0,6.175806775155235
ur5e,trac_task_5ms,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,joint_limit_return,1.0,1.0,24717151.333333332,1.0,1.4872465806273745
ur5e,trac_task_5ms,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,high_curvature,1.0,1.0,24093082.0,1.0,5.466535700025818
ur5e,trac_task_5ms,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,smooth,1.0,1.0,24490498.0,1.0,0.768098104348713
ur5e,trac_task_5ms,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,near_singular,1.0,1.0,25120343.333333332,1.0,15.062706814272497
ur5e,trac_task_5ms,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,smooth,1.0,1.0,24982788.666666668,1.0,9.989543913665804
ur5e,trac_task_20ms,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,joint_limit_return,1.0,1.0,27637245.666666668,1.0,22.1155636564599
ur5e,trac_task_20ms,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,joint_limit_return,1.0,1.0,27430625.333333332,1.0,12.747534937492858
ur5e,trac_task_20ms,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,high_curvature,1.0,1.0,24318410.333333332,1.0,8.762971645243306
ur5e,trac_task_20ms,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,smooth,1.0,1.0,24667349.333333332,1.0,4.154964881414265
ur5e,trac_task_20ms,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,high_curvature,1.0,1.0,24546824.0,1.0,6.226616809192232
ur5e,trac_task_20ms,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,near_singular,1.0,1.0,26693425.666666668,1.0,21.84107922723142
ur5e,trac_task_20ms,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,high_curvature,1.0,1.0,29029916.666666668,1.0,29.45726614603959
ur5e,trac_task_20ms,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,smooth,1.0,1.0,24803230.666666668,1.0,20.322981377011143
ur5e,trac_task_20ms,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,smooth,1.0,1.0,24799740.666666668,1.0,2.194797837192975
ur5e,trac_task_20ms,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,joint_limit_return,1.0,1.0,24604767.0,1.0,1.941311576080154
ur5e,trac_task_20ms,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,joint_limit_return,1.0,1.0,29540573.333333332,1.0,24.749979786250552
ur5e,trac_task_20ms,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,high_curvature,1.0,1.0,24596927.666666668,1.0,26.905740442999285
ur5e,trac_task_20ms,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,smooth,1.0,1.0,25253768.0,1.0,5.2628051586504805
ur5e,trac_task_20ms,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,high_curvature,1.0,1.0,24366370.333333332,1.0,5.76840787672127
ur5e,trac_task_20ms,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,high_curvature,1.0,1.0,24526464.333333332,1.0,18.301595704365038
ur5e,trac_task_20ms,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,smooth,1.0,1.0,24353217.666666668,1.0,2.040479559109825
ur5e,trac_task_20ms,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,joint_limit_return,1.0,1.0,24379507.0,1.0,3.60041361656049
ur5e,trac_task_20ms,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,near_singular,1.0,0.6666666666666666,40977910.333333336,1.0,6.630589729002673
ur5e,trac_task_20ms,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,near_singular,1.0,1.0,25059162.0,1.0,9.087717802055984
ur5e,trac_task_20ms,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,near_singular,1.0,1.0,24494703.0,1.0,10.368720874570078
ur5e,trac_task_20ms,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,joint_limit_return,1.0,1.0,24669555.0,1.0,1.180647842307394
ur5e,trac_task_20ms,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,near_singular,1.0,1.0,24902561.666666668,1.0,1.5084976920933528
ur5e,trac_task_20ms,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,smooth,1.0,1.0,25121348.666666668,1.0,13.634345516269557
ur5e,trac_task_20ms,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,near_singular,1.0,1.0,24887842.0,1.0,13.883760211209252
ur5e,trac_task_20ms,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,high_curvature,1.0,1.0,24860410.666666668,1.0,8.343249080381812
ur5e,trac_task_20ms,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,joint_limit_return,1.0,1.0,24450687.333333332,1.0,22.050013974957213
ur5e,trac_task_20ms,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,high_curvature,1.0,1.0,24298514.333333332,1.0,7.65782534796401
ur5e,trac_task_20ms,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,high_curvature,1.0,1.0,24204075.333333332,1.0,8.07577852501514
ur5e,trac_task_20ms,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,smooth,1.0,1.0,24323952.333333332,1.0,1.3265955239988252
ur5e,trac_task_20ms,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,smooth,1.0,1.0,24291142.333333332,1.0,16.1949143014093
ur5e,trac_task_20ms,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,near_singular,0.0,0.0,532896374.3333333,0.8333333333333334,10.711709081935673
ur5e,trac_task_20ms,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,joint_limit_return,1.0,1.0,24472795.333333332,1.0,15.220084179866205
ur5e,trac_task_20ms,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,near_singular,1.0,1.0,27029338.0,1.0,1.4655405531361978
ur5e,trac_task_20ms,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,near_singular,1.0,1.0,24809609.333333332,1.0,8.402671340020435
ur5e,trac_task_20ms,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,joint_limit_return,1.0,1.0,24307545.0,1.0,3.7283671668807297
