robot,uid,site_id,family,anchor_accepted,known_zero,status,nodes_available,online_objective,online_tau,changed_exact,max_change_rad,normalized_intervention,zero_gap,gap_above_old_comparison_tolerance,source_input_hash,source_witness_hash
ur5e,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,trajectory_24,joint_limit_return,True,True,witness_confirmed_zero,13,7.567256519385195e-20,0.0,True,1.9693580100010877e-11,3.8903101468610943e-10,7.567256519385195e-20,False,bfc841f20458922f4f181647fcdd03d5c84266dac5db649635389da54fe96e40,b7a98a69fa29eca26fd054c567add35e6f17ba39c1e8962356483f992456d791
ur5e,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,trajectory_25,joint_limit_return,True,True,witness_confirmed_zero,13,1.4437043404740416e-19,0.0,True,3.0253133331825666e-11,5.373461343443426e-10,1.4437043404740416e-19,False,b01439ad61769cb7ffefd06d679f366183ea24a1dad4928fced366f94ad0a085,71b7d89fa4eddb56bb7994422f71223a6ee1d9462cadd9158b47b30af6ac6a5b
ur5e,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,trajectory_26,joint_limit_return,True,True,witness_confirmed_zero,13,4.592696037709721e-20,0.0,True,1.2647660696529783e-11,3.030741175920412e-10,4.592696037709721e-20,False,022e2e539c7bf46de52669acddddd129c4eba3e478357ef0fd04c9e2b2145413,4bc48a25e318b4e74c8a643107bba2c77c441957037a840e6348a719375200a2
ur5e,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,trajectory_27,joint_limit_return,True,True,witness_confirmed_zero,13,3.0763003671478455e-19,0.0,True,4.910116757628202e-11,7.843851563036931e-10,3.0763003671478455e-19,False,87b4373397d300a467dc4af4cd158840324cf735f073c188519ab5369838ea9b,5f5c7d6ca0abd3765e5e900e04d14824e02ed5f64cc9fb72c963d56a9bf3c79d
ur5e,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,trajectory_28,joint_limit_return,True,True,witness_confirmed_zero,13,1.386368725996902e-19,0.0,True,3.2025937457547116e-11,5.265678922982111e-10,1.386368725996902e-19,False,846add1767f61b4ed9b59f14032fb14c1f0f854e3952d5553ee70e3337ae33d8,35ac713c4a50fc30f9fa6756026ef323440a0a8e1608d944ab5284bd53b28bef
ur5e,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,trajectory_29,joint_limit_return,True,True,witness_confirmed_zero,13,1.1174609725988997e-19,0.0,True,2.1603163702366146e-11,4.727496108087028e-10,1.1174609725988997e-19,False,a84aca9699f42c74c5db57387951f9c199b0254c688addaa50e543815c16c846,1aa18eec053af34e07ecce81b33f108b937e854b7d29994ed129dee71183c3aa
ur5e,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,trajectory_30,high_curvature,True,True,witness_confirmed_zero,13,2.1141224230632866e-20,0.0,True,9.220180174907e-12,2.0562696433412066e-10,2.1141224230632866e-20,False,a543b452c2bc64b659a9f55224ee26fd0229dd108810e5e38a9f8f334a37bee1,cb5ddcd91eeaa1c9fa30d1a9d2e6a4b483f1cd642b077dbd31c29ee346121692
ur5e,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,trajectory_31,high_curvature,True,True,witness_confirmed_zero,13,1.1033311482283443e-20,0.0,True,5.661915380983373e-12,1.4854838593726585e-10,1.1033311482283443e-20,False,71e9574030e7b7bd281b67a1fcc8c703503a1ef7276e26b27dc6a7661f31b5de,2639331d284441c6b7752ec3e3b9ae8acc4f8086839b36e4eff49ad61e623f4e
ur5e,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,trajectory_32,high_curvature,True,True,witness_confirmed_zero,13,1.1591577915753397e-19,0.0,True,2.5404345294077757e-11,4.814888973954311e-10,1.1591577915753397e-19,False,1ebbfbb39750516c41123c541acd840fbb80856d90ba31f2fe37bd1aaa71ed55,4b5663e64b8868ad18fae2a7990d488aa8ffe6308d8e3e095ebdba76f5d7deab
ur5e,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,trajectory_33,high_curvature,True,True,witness_confirmed_zero,13,4.937203557241636e-20,0.0,True,1.1870171512384786e-11,3.1423569361998444e-10,4.937203557241636e-20,False,b7a8a94c73bdfbbe8dc3369621edd793965a23dc493445c91db2271d791074ca,0df94f8ed63535a4a624d0978217eb2e65bf696b88b4fa1e3f64d0303e9d0e46
ur5e,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,trajectory_34,high_curvature,True,True,witness_confirmed_zero,13,9.47764370594611e-20,0.0,True,1.992150888696642e-11,4.353767036933903e-10,9.47764370594611e-20,False,d0a841e41850f366b904177188efeeb4d2c00f72a7a818ad5dbf28c2429aa541,92e6725145f379e263024435c21457ae97ef6a09060e8200f3a56a09b6e31c46
ur5e,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,trajectory_35,high_curvature,True,True,witness_confirmed_zero,13,2.0313901235730992e-20,0.0,True,1.1622036666381064e-11,2.0156339566365215e-10,2.0313901235730992e-20,False,8660d6948d2f85d7fb4be5d285071776d8bf0cf53408d8d024f86fd6bde4153a,7dcbff3d6632243999c3c4c2a7077ba7fa7d45992261572199d719abd713071b
ur5e,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,trajectory_36,high_curvature,True,True,witness_confirmed_zero,13,1.125823327331394e-19,0.0,True,2.6777913220144e-11,4.745151899215438e-10,1.125823327331394e-19,False,66b89a597a998c79cb8a2601f4bb45ae4e91b45a3ed56ad613e7f055f82b0d4c,bb9db1ead75ef471f38fb0bff64523457e16fd1b3fcf9baaf248eb74d6b827dd
ur5e,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,trajectory_37,high_curvature,True,True,witness_confirmed_zero,13,5.550882317296381e-20,0.0,True,1.9963253272692327e-11,3.33193106690291e-10,5.550882317296381e-20,False,8156b4361a22bdea02665fbdd182f61e10f3e5600860f788365910dcd95b2282,f86397992cdebaf4e4bfa1122179748824a672f7721f4e643a826897129a369a
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,high_curvature,True,True,witness_confirmed_zero,13,3.4972165564715576e-20,0.0,True,1.52380330575852e-11,2.6446990590505973e-10,3.4972165564715576e-20,False,5bf484a71f1e5891bcabe614c66da841a114b427ce92f4b68a165d7b158c4ba3,a44775aade89311e81e6e4d209b153dc3ace390df3fabde2c20b723da14db6a4
ur5e,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,trajectory_39,high_curvature,True,True,witness_confirmed_zero,13,4.940875256026726e-20,0.0,True,1.5622614313315353e-11,3.1435251728041643e-10,4.940875256026726e-20,False,ac31defe10eb7c48170cbcb5d0a022104375a63ba74b69dabebc8ef0d3a953e8,d252c1a6eeeacb7390953a03a455e80eb24a43f7138cb0efb20f4ed1ca09cac8
