robot,uid,baseline,repeat,change,previous_q,target_position,target_rotation,dt,relative_q,baseline_q,relative_accepted,baseline_accepted,relative_reasons,baseline_reasons,raw_file,relative_line,baseline_line
panda,4bdebb84c92ab8f21a49a6581b1384ef0daf5eb46935fbd012c763837782aa12,range_loss_matched,1,gained,"[-1.8163083455559073,1.066444684492017,1.278617004457351,-0.7887677004596414,-0.857297356132235,2.61501706856653,1.2689258951084281]","[0.19402469020102936,-0.7724909331792517,0.6153667811528808]","[[-0.7935183065815804,-0.2883683892075816,0.5358846603754633],[-0.6006051405628755,0.22931562680215414,-0.7659554872404686],[0.0979906232725834,-0.9296547829222197,-0.35516168478664845]]",0.02,"[-1.803153000492385,1.0630596092826596,1.2719025702149158,-0.7768266362515553,-0.8345071849135406,2.603062582799941,1.280370666341903]","[-1.8134856667084789,1.065143636843181,1.2849425495708107,-0.7906652100385028,-0.8447107099606862,2.611630869949058,1.2818466086307787]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,16155,16176
panda,4bdebb84c92ab8f21a49a6581b1384ef0daf5eb46935fbd012c763837782aa12,range_loss_matched,2,gained,"[-1.8163083455559073,1.066444684492017,1.278617004457351,-0.7887677004596414,-0.857297356132235,2.61501706856653,1.2689258951084281]","[0.19402469020102936,-0.7724909331792517,0.6153667811528808]","[[-0.7935183065815804,-0.2883683892075816,0.5358846603754633],[-0.6006051405628755,0.22931562680215414,-0.7659554872404686],[0.0979906232725834,-0.9296547829222197,-0.35516168478664845]]",0.02,"[-1.803153000492385,1.0630596092826596,1.2719025702149158,-0.7768266362515553,-0.8345071849135406,2.603062582799941,1.280370666341903]","[-1.8134856667084789,1.065143636843181,1.2849425495708107,-0.7906652100385028,-0.8447107099606862,2.611630869949058,1.2818466086307787]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,16173,16163
panda,4d5fe5d806ee997ed8930205c863a2be6672784e9b760de5de950e2b0bc0d461,range_loss_matched,0,gained,"[-0.8340418159010989,-0.1958264679159889,-1.8937004529644277,-0.44259193539524144,1.2679585451035003,2.138936899891327,2.0015614212465707]","[-0.2742112858249343,-0.03225391451883019,1.133385138001461]","[[-0.5505446303741712,0.8300859445836071,-0.08864499179822859],[-0.36176465427350923,-0.33292848478443066,-0.8707955896405952],[-0.7523476223691649,-0.4473432112191757,0.4835877443562651]]",0.02,"[-0.8776418159010554,-0.15925760259804486,-1.86075044369656,-0.421153294918001,1.3202585451034479,2.107243380782842,2.0400672485675546]","[-0.8314403639642123,-0.16889525548968232,-1.8786621003850938,-0.4063149358195893,1.295146826011298,2.1223558856711984,2.0266305596945426]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,2984,2983
panda,4d5fe5d806ee997ed8930205c863a2be6672784e9b760de5de950e2b0bc0d461,range_loss_matched,1,gained,"[-0.8340418159010989,-0.1958264679159889,-1.8937004529644277,-0.44259193539524144,1.2679585451035003,2.138936899891327,2.0015614212465707]","[-0.2742112858249343,-0.03225391451883019,1.133385138001461]","[[-0.5505446303741712,0.8300859445836071,-0.08864499179822859],[-0.36176465427350923,-0.33292848478443066,-0.8707955896405952],[-0.7523476223691649,-0.4473432112191757,0.4835877443562651]]",0.02,"[-0.8776418159010554,-0.15925760259804486,-1.86075044369656,-0.421153294918001,1.3202585451034479,2.107243380782842,2.0400672485675546]","[-0.8314403639642123,-0.16889525548968232,-1.8786621003850938,-0.4063149358195893,1.295146826011298,2.1223558856711984,2.0266305596945426]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,3000,2998
panda,4d5fe5d806ee997ed8930205c863a2be6672784e9b760de5de950e2b0bc0d461,range_loss_matched,2,gained,"[-0.8340418159010989,-0.1958264679159889,-1.8937004529644277,-0.44259193539524144,1.2679585451035003,2.138936899891327,2.0015614212465707]","[-0.2742112858249343,-0.03225391451883019,1.133385138001461]","[[-0.5505446303741712,0.8300859445836071,-0.08864499179822859],[-0.36176465427350923,-0.33292848478443066,-0.8707955896405952],[-0.7523476223691649,-0.4473432112191757,0.4835877443562651]]",0.02,"[-0.8776418159010554,-0.15925760259804486,-1.86075044369656,-0.421153294918001,1.3202585451034479,2.107243380782842,2.0400672485675546]","[-0.8314403639642123,-0.16889525548968232,-1.8786621003850938,-0.4063149358195893,1.295146826011298,2.1223558856711984,2.0266305596945426]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,2980,2985
panda,4df9445ef79b670b9eb35058d551b913833ed68b5c69fb8b322cb1ddb5958d89,range_loss_matched,0,gained,"[-1.8575419276358442,0.3144700226809196,-1.7077325578108449,-0.4747891218645224,0.12787078993878875,0.522410869761518,0.30417787805794827]","[-0.29474431254408345,-0.11897941485714583,0.9007511077629599]","[[-0.8763497964499378,0.4806961499973365,0.030696019935671292],[0.4688579783451516,0.8366929921483682,0.2830495239916648],[0.11037767167434923,0.2624424665856285,-0.9586139584463604]]",0.02,"[-1.813941927635888,0.3580156154091256,-1.7513325578108012,-0.431189121864566,0.17689468626220253,0.47011086976157024,0.25187787805800055]","[-1.813941927635888,0.3498866694416444,-1.7211146916039577,-0.431189121864566,0.1532514201359726,0.47011086976157024,0.2574959975797716]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,24267,24284
panda,4df9445ef79b670b9eb35058d551b913833ed68b5c69fb8b322cb1ddb5958d89,range_loss_matched,1,gained,"[-1.8575419276358442,0.3144700226809196,-1.7077325578108449,-0.4747891218645224,0.12787078993878875,0.522410869761518,0.30417787805794827]","[-0.29474431254408345,-0.11897941485714583,0.9007511077629599]","[[-0.8763497964499378,0.4806961499973365,0.030696019935671292],[0.4688579783451516,0.8366929921483682,0.2830495239916648],[0.11037767167434923,0.2624424665856285,-0.9586139584463604]]",0.02,"[-1.813941927635888,0.3580156154091256,-1.7513325578108012,-0.431189121864566,0.17689468626220253,0.47011086976157024,0.25187787805800055]","[-1.813941927635888,0.3498866694416444,-1.7211146916039577,-0.431189121864566,0.1532514201359726,0.47011086976157024,0.2574959975797716]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,24279,24272
panda,4df9445ef79b670b9eb35058d551b913833ed68b5c69fb8b322cb1ddb5958d89,range_loss_matched,2,gained,"[-1.8575419276358442,0.3144700226809196,-1.7077325578108449,-0.4747891218645224,0.12787078993878875,0.522410869761518,0.30417787805794827]","[-0.29474431254408345,-0.11897941485714583,0.9007511077629599]","[[-0.8763497964499378,0.4806961499973365,0.030696019935671292],[0.4688579783451516,0.8366929921483682,0.2830495239916648],[0.11037767167434923,0.2624424665856285,-0.9586139584463604]]",0.02,"[-1.813941927635888,0.3580156154091256,-1.7513325578108012,-0.431189121864566,0.17689468626220253,0.47011086976157024,0.25187787805800055]","[-1.813941927635888,0.3498866694416444,-1.7211146916039577,-0.431189121864566,0.1532514201359726,0.47011086976157024,0.2574959975797716]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,24288,24282
panda,4ee828537fe4beaf445e29e605e2128c23c256ee3a76d9dbbbfda5b08fa7c26d,range_loss_matched,0,gained,"[2.879384574954447,-0.4727687987026301,1.2563332832501235,-0.5895430866014171,-0.5357735637878263,1.7291220662489108,-0.6531981653650383]","[0.06889471424821937,-0.3277285069723885,1.0747457308327548]","[[0.3039641424964214,-0.03020820812858977,-0.9522044235551915],[-0.8576989065857998,0.42637814233835203,-0.28732258069566874],[0.4146786535595223,0.9040404547904676,0.1036941193332866]]",0.02,"[2.8357845749544905,-0.4303569286874166,1.2127332832501672,-0.5459430866014606,-0.586237023328769,1.7802249096131915,-0.6008981653650906]","[2.8357845749544905,-0.4291687987026737,1.2127332832501672,-0.5459430866014606,-0.588073563787774,1.7814220662488585,-0.6008981653650906]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,36331,36313
panda,4ee828537fe4beaf445e29e605e2128c23c256ee3a76d9dbbbfda5b08fa7c26d,range_loss_matched,1,gained,"[2.879384574954447,-0.4727687987026301,1.2563332832501235,-0.5895430866014171,-0.5357735637878263,1.7291220662489108,-0.6531981653650383]","[0.06889471424821937,-0.3277285069723885,1.0747457308327548]","[[0.3039641424964214,-0.03020820812858977,-0.9522044235551915],[-0.8576989065857998,0.42637814233835203,-0.28732258069566874],[0.4146786535595223,0.9040404547904676,0.1036941193332866]]",0.02,"[2.8357845749544905,-0.4303569286874166,1.2127332832501672,-0.5459430866014606,-0.586237023328769,1.7802249096131915,-0.6008981653650906]","[2.8357845749544905,-0.4291687987026737,1.2127332832501672,-0.5459430866014606,-0.588073563787774,1.7814220662488585,-0.6008981653650906]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,36326,36330
panda,4ee828537fe4beaf445e29e605e2128c23c256ee3a76d9dbbbfda5b08fa7c26d,range_loss_matched,2,gained,"[2.879384574954447,-0.4727687987026301,1.2563332832501235,-0.5895430866014171,-0.5357735637878263,1.7291220662489108,-0.6531981653650383]","[0.06889471424821937,-0.3277285069723885,1.0747457308327548]","[[0.3039641424964214,-0.03020820812858977,-0.9522044235551915],[-0.8576989065857998,0.42637814233835203,-0.28732258069566874],[0.4146786535595223,0.9040404547904676,0.1036941193332866]]",0.02,"[2.8357845749544905,-0.4303569286874166,1.2127332832501672,-0.5459430866014606,-0.586237023328769,1.7802249096131915,-0.6008981653650906]","[2.8357845749544905,-0.4291687987026737,1.2127332832501672,-0.5459430866014606,-0.588073563787774,1.7814220662488585,-0.6008981653650906]",True,False,[],"[""position_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,36332,36327
panda,4eed2b58f403258dfcc5e734efce3edbe11021bd07a6bd34385ee0e17fb2f364,range_loss_matched,0,gained,"[-1.8909829126145885,0.1637594218501619,0.36109885182463364,-0.4465808031357543,2.045188604226161,2.1616531163388166,1.507658240251998]","[-0.023112575865635487,-0.3509030329361998,1.113043373712315]","[[0.5573847341175622,0.5453399331246008,0.6260404264201715],[-0.7097523388223335,0.7042087368036477,0.018484386536687988],[-0.4307828637595994,-0.454636571724126,0.7795714925149662]]",0.02,"[-1.9339847069587044,0.2073594218501183,0.40469885182459003,-0.403823538646129,2.097488604226109,2.2139531163387645,1.5532367492676518]","[-1.9244991540082552,0.2066431395684388,0.3851757965400511,-0.4029808031357979,2.097488604226109,2.2139531163387645,1.5599582402519456]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,25091,25084
panda,4eed2b58f403258dfcc5e734efce3edbe11021bd07a6bd34385ee0e17fb2f364,range_loss_matched,1,gained,"[-1.8909829126145885,0.1637594218501619,0.36109885182463364,-0.4465808031357543,2.045188604226161,2.1616531163388166,1.507658240251998]","[-0.023112575865635487,-0.3509030329361998,1.113043373712315]","[[0.5573847341175622,0.5453399331246008,0.6260404264201715],[-0.7097523388223335,0.7042087368036477,0.018484386536687988],[-0.4307828637595994,-0.454636571724126,0.7795714925149662]]",0.02,"[-1.9339847069587044,0.2073594218501183,0.40469885182459003,-0.403823538646129,2.097488604226109,2.2139531163387645,1.5532367492676518]","[-1.9244991540082552,0.2066431395684388,0.3851757965400511,-0.4029808031357979,2.097488604226109,2.2139531163387645,1.5599582402519456]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,25094,25087
panda,4eed2b58f403258dfcc5e734efce3edbe11021bd07a6bd34385ee0e17fb2f364,range_loss_matched,2,gained,"[-1.8909829126145885,0.1637594218501619,0.36109885182463364,-0.4465808031357543,2.045188604226161,2.1616531163388166,1.507658240251998]","[-0.023112575865635487,-0.3509030329361998,1.113043373712315]","[[0.5573847341175622,0.5453399331246008,0.6260404264201715],[-0.7097523388223335,0.7042087368036477,0.018484386536687988],[-0.4307828637595994,-0.454636571724126,0.7795714925149662]]",0.02,"[-1.9339847069587044,0.2073594218501183,0.40469885182459003,-0.403823538646129,2.097488604226109,2.2139531163387645,1.5532367492676518]","[-1.9244991540082552,0.2066431395684388,0.3851757965400511,-0.4029808031357979,2.097488604226109,2.2139531163387645,1.5599582402519456]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,25095,25096
panda,525e2c725023b66f22652ab1905255ee55774e0e11d6ab4e05faaa293b158e34,range_loss_matched,0,gained,"[-0.011403595075675454,-1.11492779619497,1.3354846244634224,-0.5021770472214002,-1.468932372674926,1.7776881146190797,0.8792214435013586]","[-0.649534606769322,0.2126205351883217,0.7912005523372613]","[[-0.9225830499178466,0.23252666826012333,0.30785039313297996],[-0.28798939188440653,-0.9460515831303247,-0.14848741434429935],[0.2567150680547082,-0.2256496191099211,0.9397763687331226]]",0.02,"[0.03168756729564645,-1.158437839512031,1.291884624463466,-0.5457770472213567,-1.5193704152969616,1.725388114619132,0.8287940833740027]","[0.03041092277371263,-1.1585032595796758,1.291884624463466,-0.543095997206834,-1.515461377427103,1.725388114619132,0.8269214435014108]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,45646,45648
panda,525e2c725023b66f22652ab1905255ee55774e0e11d6ab4e05faaa293b158e34,range_loss_matched,1,gained,"[-0.011403595075675454,-1.11492779619497,1.3354846244634224,-0.5021770472214002,-1.468932372674926,1.7776881146190797,0.8792214435013586]","[-0.649534606769322,0.2126205351883217,0.7912005523372613]","[[-0.9225830499178466,0.23252666826012333,0.30785039313297996],[-0.28798939188440653,-0.9460515831303247,-0.14848741434429935],[0.2567150680547082,-0.2256496191099211,0.9397763687331226]]",0.02,"[0.03168756729564645,-1.158437839512031,1.291884624463466,-0.5457770472213567,-1.5193704152969616,1.725388114619132,0.8287940833740027]","[0.03041092277371263,-1.1585032595796758,1.291884624463466,-0.543095997206834,-1.515461377427103,1.725388114619132,0.8269214435014108]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,45645,45625
panda,525e2c725023b66f22652ab1905255ee55774e0e11d6ab4e05faaa293b158e34,range_loss_matched,2,gained,"[-0.011403595075675454,-1.11492779619497,1.3354846244634224,-0.5021770472214002,-1.468932372674926,1.7776881146190797,0.8792214435013586]","[-0.649534606769322,0.2126205351883217,0.7912005523372613]","[[-0.9225830499178466,0.23252666826012333,0.30785039313297996],[-0.28798939188440653,-0.9460515831303247,-0.14848741434429935],[0.2567150680547082,-0.2256496191099211,0.9397763687331226]]",0.02,"[0.03168756729564645,-1.158437839512031,1.291884624463466,-0.5457770472213567,-1.5193704152969616,1.725388114619132,0.8287940833740027]","[0.03041092277371263,-1.1585032595796758,1.291884624463466,-0.543095997206834,-1.515461377427103,1.725388114619132,0.8269214435014108]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,45629,45636
panda,533de6547fa065ce09c1abbe948ab52f2b32de0a95fc8474ae8e65ba7ef34bb7,range_loss_matched,0,gained,"[-0.6634793589280776,-0.08075338286575828,-0.433455012322129,-2.6650543014261405,-0.6214492117768482,0.8868874050527935,1.4642535608525145]","[0.034154218642797,-0.2277343814668281,0.2841854434288753]","[[-0.5805362619201758,0.21928371214363884,-0.7841506884421224],[-0.8109438741760445,-0.06922050386724797,0.5810151071880246],[0.07312784375391118,0.9732025356691535,0.2180117956327903]]",0.02,"[-0.6203603268115998,-0.03715338286580188,-0.4770550123220854,-2.7083764612337373,-0.5691492117769005,0.9391874050527412,1.4119535608525668]","[-0.6570817664493123,-0.03715338286580188,-0.4393199331016279,-2.708654301426097,-0.5691492117769005,0.9391874050527412,1.4126284878967268]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,646,631
panda,533de6547fa065ce09c1abbe948ab52f2b32de0a95fc8474ae8e65ba7ef34bb7,range_loss_matched,1,gained,"[-0.6634793589280776,-0.08075338286575828,-0.433455012322129,-2.6650543014261405,-0.6214492117768482,0.8868874050527935,1.4642535608525145]","[0.034154218642797,-0.2277343814668281,0.2841854434288753]","[[-0.5805362619201758,0.21928371214363884,-0.7841506884421224],[-0.8109438741760445,-0.06922050386724797,0.5810151071880246],[0.07312784375391118,0.9732025356691535,0.2180117956327903]]",0.02,"[-0.6203603268115998,-0.03715338286580188,-0.4770550123220854,-2.7083764612337373,-0.5691492117769005,0.9391874050527412,1.4119535608525668]","[-0.6570817664493123,-0.03715338286580188,-0.4393199331016279,-2.708654301426097,-0.5691492117769005,0.9391874050527412,1.4126284878967268]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,634,648
panda,533de6547fa065ce09c1abbe948ab52f2b32de0a95fc8474ae8e65ba7ef34bb7,range_loss_matched,2,gained,"[-0.6634793589280776,-0.08075338286575828,-0.433455012322129,-2.6650543014261405,-0.6214492117768482,0.8868874050527935,1.4642535608525145]","[0.034154218642797,-0.2277343814668281,0.2841854434288753]","[[-0.5805362619201758,0.21928371214363884,-0.7841506884421224],[-0.8109438741760445,-0.06922050386724797,0.5810151071880246],[0.07312784375391118,0.9732025356691535,0.2180117956327903]]",0.02,"[-0.6203603268115998,-0.03715338286580188,-0.4770550123220854,-2.7083764612337373,-0.5691492117769005,0.9391874050527412,1.4119535608525668]","[-0.6570817664493123,-0.03715338286580188,-0.4393199331016279,-2.708654301426097,-0.5691492117769005,0.9391874050527412,1.4126284878967268]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,630,629
panda,5854bb50df8eb5749f3b60b09805a81abf13011dbff470a0c2482e2d615770f3,range_loss_matched,0,gained,"[2.883318496891064,-0.7825292837584418,-0.8473363077145197,-2.598160593220621,-0.9417643434245346,0.25070866318752877,1.4423230293268126]","[0.03754274283164509,0.23429299360608943,0.43611714886831543]","[[0.5371400387743231,-0.3184332074014288,0.7810767383359698],[0.826461532054187,0.013540996696845225,-0.5628303274016975],[0.16864730884352874,0.9478485817009459,0.2704462079367]]",0.02,"[2.8966865738212646,-0.7389292837584853,-0.8897396724759188,-2.6417605932205777,-0.8894643434245869,0.19840866318758107,1.4946230293267602]","[2.890567318093095,-0.7389292837584853,-0.881667099671305,-2.6417605932205777,-0.8894643434245869,0.20647278194358126,1.4694865708632499]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12464,12479
panda,5854bb50df8eb5749f3b60b09805a81abf13011dbff470a0c2482e2d615770f3,range_loss_matched,1,gained,"[2.883318496891064,-0.7825292837584418,-0.8473363077145197,-2.598160593220621,-0.9417643434245346,0.25070866318752877,1.4423230293268126]","[0.03754274283164509,0.23429299360608943,0.43611714886831543]","[[0.5371400387743231,-0.3184332074014288,0.7810767383359698],[0.826461532054187,0.013540996696845225,-0.5628303274016975],[0.16864730884352874,0.9478485817009459,0.2704462079367]]",0.02,"[2.8966865738212646,-0.7389292837584853,-0.8897396724759188,-2.6417605932205777,-0.8894643434245869,0.19840866318758107,1.4946230293267602]","[2.890567318093095,-0.7389292837584853,-0.881667099671305,-2.6417605932205777,-0.8894643434245869,0.20647278194358126,1.4694865708632499]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12471,12477
panda,5854bb50df8eb5749f3b60b09805a81abf13011dbff470a0c2482e2d615770f3,range_loss_matched,2,gained,"[2.883318496891064,-0.7825292837584418,-0.8473363077145197,-2.598160593220621,-0.9417643434245346,0.25070866318752877,1.4423230293268126]","[0.03754274283164509,0.23429299360608943,0.43611714886831543]","[[0.5371400387743231,-0.3184332074014288,0.7810767383359698],[0.826461532054187,0.013540996696845225,-0.5628303274016975],[0.16864730884352874,0.9478485817009459,0.2704462079367]]",0.02,"[2.8966865738212646,-0.7389292837584853,-0.8897396724759188,-2.6417605932205777,-0.8894643434245869,0.19840866318758107,1.4946230293267602]","[2.890567318093095,-0.7389292837584853,-0.881667099671305,-2.6417605932205777,-0.8894643434245869,0.20647278194358126,1.4694865708632499]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12466,12463
panda,5a666571ff2677e6acc4fcd2a36cd24d08069e073514acd047835009c1ffed3b,range_loss_matched,0,gained,"[2.8756247928648118,1.045002859357504,-1.8083651847635043,-0.3682926872679886,-2.1526864482451993,2.5156066664256955,-1.0850752476474814]","[-0.6505102985807317,0.351722717533356,0.7596059564895881]","[[0.4583451444049769,-0.6558838404623858,-0.5997800567046995],[0.819975811385471,0.572397774016429,0.0006760501278977066],[0.34286935900298693,-0.4921150029427561,0.8001646246464111]]",0.02,"[2.8843314891621175,1.0813524788071887,-1.8519651847634606,-0.3246926872680322,-2.1619030050158856,2.5586328176777022,-1.056937508821981]","[2.896884249213058,1.0712196021881721,-1.7915543536695029,-0.3492583870331729,-2.170870712232515,2.536808108881181,-1.087729728797971]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,18512,18510
panda,5a666571ff2677e6acc4fcd2a36cd24d08069e073514acd047835009c1ffed3b,range_loss_matched,1,gained,"[2.8756247928648118,1.045002859357504,-1.8083651847635043,-0.3682926872679886,-2.1526864482451993,2.5156066664256955,-1.0850752476474814]","[-0.6505102985807317,0.351722717533356,0.7596059564895881]","[[0.4583451444049769,-0.6558838404623858,-0.5997800567046995],[0.819975811385471,0.572397774016429,0.0006760501278977066],[0.34286935900298693,-0.4921150029427561,0.8001646246464111]]",0.02,"[2.8843314891621175,1.0813524788071887,-1.8519651847634606,-0.3246926872680322,-2.1619030050158856,2.5586328176777022,-1.056937508821981]","[2.896884249213058,1.0712196021881721,-1.7915543536695029,-0.3492583870331729,-2.170870712232515,2.536808108881181,-1.087729728797971]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,18508,18519
panda,5a666571ff2677e6acc4fcd2a36cd24d08069e073514acd047835009c1ffed3b,range_loss_matched,2,gained,"[2.8756247928648118,1.045002859357504,-1.8083651847635043,-0.3682926872679886,-2.1526864482451993,2.5156066664256955,-1.0850752476474814]","[-0.6505102985807317,0.351722717533356,0.7596059564895881]","[[0.4583451444049769,-0.6558838404623858,-0.5997800567046995],[0.819975811385471,0.572397774016429,0.0006760501278977066],[0.34286935900298693,-0.4921150029427561,0.8001646246464111]]",0.02,"[2.8843314891621175,1.0813524788071887,-1.8519651847634606,-0.3246926872680322,-2.1619030050158856,2.5586328176777022,-1.056937508821981]","[2.896884249213058,1.0712196021881721,-1.7915543536695029,-0.3492583870331729,-2.170870712232515,2.536808108881181,-1.087729728797971]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,18511,18523
panda,5cf5039fc3c7d028119c6991026934fb21f1dd3cde553d00f59ccf22fa345d77,range_loss_matched,0,gained,"[1.477032656189147,-0.06944041354537167,2.2567239357785427,-0.4733362650443165,-2.1687291015141117,1.8101116301214797,-1.2098930281548252]","[-0.21535483162127048,-0.14687527330587333,1.1290563410814123]","[[-0.9964707175897232,-0.0016992820935132064,-0.08392390259389274],[-0.06860235324939985,-0.559653937457157,0.825882066288732],[-0.0483717491400411,0.8287246724510303,0.5575621859093977]]",0.02,"[1.5188513517583606,-0.11304041354532807,2.213123935778586,-0.5168043182323262,-2.2210291015140595,1.7588476750887747,-1.1575930281548776]","[1.484813287838058,-0.11304041354532807,2.2551559071338425,-0.5113778881985412,-2.2210291015140595,1.757811630121532,-1.1575930281548776]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12741,12727
panda,5cf5039fc3c7d028119c6991026934fb21f1dd3cde553d00f59ccf22fa345d77,range_loss_matched,1,gained,"[1.477032656189147,-0.06944041354537167,2.2567239357785427,-0.4733362650443165,-2.1687291015141117,1.8101116301214797,-1.2098930281548252]","[-0.21535483162127048,-0.14687527330587333,1.1290563410814123]","[[-0.9964707175897232,-0.0016992820935132064,-0.08392390259389274],[-0.06860235324939985,-0.559653937457157,0.825882066288732],[-0.0483717491400411,0.8287246724510303,0.5575621859093977]]",0.02,"[1.5188513517583606,-0.11304041354532807,2.213123935778586,-0.5168043182323262,-2.2210291015140595,1.7588476750887747,-1.1575930281548776]","[1.484813287838058,-0.11304041354532807,2.2551559071338425,-0.5113778881985412,-2.2210291015140595,1.757811630121532,-1.1575930281548776]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12740,12721
panda,5cf5039fc3c7d028119c6991026934fb21f1dd3cde553d00f59ccf22fa345d77,range_loss_matched,2,gained,"[1.477032656189147,-0.06944041354537167,2.2567239357785427,-0.4733362650443165,-2.1687291015141117,1.8101116301214797,-1.2098930281548252]","[-0.21535483162127048,-0.14687527330587333,1.1290563410814123]","[[-0.9964707175897232,-0.0016992820935132064,-0.08392390259389274],[-0.06860235324939985,-0.559653937457157,0.825882066288732],[-0.0483717491400411,0.8287246724510303,0.5575621859093977]]",0.02,"[1.5188513517583606,-0.11304041354532807,2.213123935778586,-0.5168043182323262,-2.2210291015140595,1.7588476750887747,-1.1575930281548776]","[1.484813287838058,-0.11304041354532807,2.2551559071338425,-0.5113778881985412,-2.2210291015140595,1.757811630121532,-1.1575930281548776]",True,False,[],"[""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,12737,12739
panda,64f400f221b5b8dea4460e95d1d0ffae5af3217d27d05fe42b5dd4e18295ea7a,range_loss_matched,0,gained,"[-2.3274695363276527,1.2463723252107874,-0.9407469961414503,-0.43275568668346187,-1.1867538191942644,1.0841241349141761,-0.05531601757177418]","[-0.6531024659509891,-0.34071870077932775,0.49477588547252244]","[[-0.9781227607909668,0.20667861549062386,0.023660404086476704],[-0.07018803641514348,-0.4349406056213972,0.8977195047039352],[0.19583029481375724,0.8764192030532941,0.43993167214078355]]",0.02,"[-2.3133570833815735,1.2899723252107438,-0.9001403640641906,-0.4255131848696121,-1.236406914187514,1.108650049706873,-0.0355059782603987]","[-2.3003916764014627,1.2764682236356883,-0.92572347506053,-0.4475354965976728,-1.1738611912526862,1.128353814544311,-0.0428835352808116]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,5520,5515
panda,64f400f221b5b8dea4460e95d1d0ffae5af3217d27d05fe42b5dd4e18295ea7a,range_loss_matched,1,gained,"[-2.3274695363276527,1.2463723252107874,-0.9407469961414503,-0.43275568668346187,-1.1867538191942644,1.0841241349141761,-0.05531601757177418]","[-0.6531024659509891,-0.34071870077932775,0.49477588547252244]","[[-0.9781227607909668,0.20667861549062386,0.023660404086476704],[-0.07018803641514348,-0.4349406056213972,0.8977195047039352],[0.19583029481375724,0.8764192030532941,0.43993167214078355]]",0.02,"[-2.3133570833815735,1.2899723252107438,-0.9001403640641906,-0.4255131848696121,-1.236406914187514,1.108650049706873,-0.0355059782603987]","[-2.3003916764014627,1.2764682236356883,-0.92572347506053,-0.4475354965976728,-1.1738611912526862,1.128353814544311,-0.0428835352808116]",True,False,[],"[""position_tolerance"",""orientation_tolerance""]",outputs/task_balance_comparison/points/points_panda/records.jsonl.gz,5508,5506
