robot,method,uid,site_id,family,repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,successful_prefix
panda,pink_qp,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,trajectory_33,high_curvature,3,1.0,1.0,139457599.0,1.0,7.8431550889652755,150.0
panda,pink_qp,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,trajectory_05,smooth,3,1.0,1.0,148878348.33333334,1.0,0.7878705333797553,150.0
panda,pink_qp,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,trajectory_02,smooth,3,1.0,1.0,138673009.66666666,1.0,1.0144205628195009,150.0
panda,pink_qp,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,trajectory_19,near_singular,3,1.0,1.0,147007665.0,1.0,0.7689519509256314,150.0
panda,pink_qp,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,trajectory_01,smooth,3,1.0,1.0,131258973.66666667,1.0,0.7872605637968085,150.0
panda,pink_qp,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,trajectory_08,smooth,3,1.0,1.0,154495902.66666666,1.0,0.8836881236719779,150.0
panda,pink_qp,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,joint_limit_return,3,1.0,1.0,151752495.66666666,1.0,1.1460322191025802,150.0
panda,pink_qp,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,trajectory_31,high_curvature,3,1.0,1.0,115936801.33333333,1.0,8.516079573520747,150.0
panda,pink_qp,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,trajectory_00,smooth,3,1.0,1.0,115122398.66666667,1.0,0.7648179489753625,150.0
panda,pink_qp,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,trajectory_34,high_curvature,3,1.0,1.0,128403192.33333333,1.0,6.32317632666306,150.0
panda,pink_qp,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,trajectory_37,high_curvature,3,1.0,1.0,138499861.0,1.0,6.9663474845003,150.0
panda,pink_qp,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,trajectory_18,near_singular,3,1.0,1.0,137057393.66666666,1.0,2.5554068605522184,150.0
panda,pink_qp,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,near_singular,3,0.0,0.0,126763066.0,0.8133333333333334,21.92627750906463,122.0
panda,pink_qp,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,3,1.0,1.0,138555306.66666666,1.0,0.6442190054329557,150.0
panda,pink_qp,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,trajectory_11,near_singular,3,1.0,1.0,142154610.33333334,1.0,0.5049156230253834,150.0
panda,pink_qp,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,trajectory_35,high_curvature,3,1.0,1.0,144649614.33333334,1.0,6.390171803485504,150.0
panda,pink_qp,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,trajectory_03,smooth,3,1.0,1.0,148650985.0,1.0,0.7304703424418265,150.0
panda,pink_qp,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,trajectory_12,near_singular,3,1.0,1.0,148797324.33333334,1.0,5.8338940486519535,150.0
panda,pink_qp,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,trajectory_04,smooth,3,1.0,1.0,123772030.0,1.0,0.5702198343853782,150.0
panda,pink_qp,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,trajectory_30,high_curvature,3,1.0,1.0,150245467.66666666,1.0,5.52201960832949,150.0
panda,pink_qp,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,trajectory_32,high_curvature,3,1.0,1.0,146055510.33333334,1.0,8.037221038946448,150.0
panda,pink_qp,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,trajectory_36,high_curvature,3,1.0,1.0,145439083.0,1.0,6.6012661805033055,150.0
ur5e,tar_old,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,joint_limit_return,3,1.0,1.0,650764558.6666666,1.0,16.58410836053057,150.0
ur5e,tar_old,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,trajectory_23,joint_limit_return,3,1.0,1.0,674428044.3333334,1.0,11.46229666095388,150.0
ur5e,tar_old,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,trajectory_35,high_curvature,3,1.0,1.0,516386407.0,1.0,9.97157545511974,150.0
ur5e,tar_old,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,trajectory_08,smooth,3,1.0,1.0,562887809.0,1.0,18.37838944547951,150.0
ur5e,tar_old,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,trajectory_31,high_curvature,3,1.0,1.0,531592449.6666667,1.0,6.805225996231882,150.0
ur5e,tar_old,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,near_singular,3,1.0,1.0,597345547.6666666,1.0,21.608338318084638,150.0
ur5e,tar_old,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,trajectory_37,high_curvature,3,1.0,1.0,531278168.0,1.0,28.268701046159446,150.0
ur5e,tar_old,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,trajectory_01,smooth,3,1.0,1.0,576130690.3333334,1.0,20.75853002833101,150.0
ur5e,tar_old,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,trajectory_07,smooth,3,1.0,1.0,570663290.0,1.0,8.69041158549012,150.0
ur5e,tar_old,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,trajectory_26,joint_limit_return,3,1.0,1.0,542895780.3333334,1.0,5.39095982905845,150.0
ur5e,tar_old,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,trajectory_21,joint_limit_return,3,1.0,1.0,647558185.6666666,1.0,23.899899190621642,150.0
ur5e,tar_old,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,trajectory_30,high_curvature,3,1.0,1.0,540200563.3333334,1.0,25.96765092781929,150.0
ur5e,tar_old,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,trajectory_05,smooth,3,1.0,1.0,562367288.6666666,1.0,15.505506309144986,150.0
ur5e,tar_old,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,trajectory_36,high_curvature,3,1.0,1.0,655089062.3333334,1.0,9.207911514355095,150.0
ur5e,tar_old,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,high_curvature,3,0.6666666666666666,0.6666666666666666,621570313.6666666,0.9088888888888889,22.112050450586775,125.33333333333333
ur5e,tar_old,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,trajectory_09,smooth,3,1.0,1.0,611246270.3333334,1.0,2.3798231906650194,150.0
ur5e,tar_old,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,trajectory_27,joint_limit_return,3,1.0,1.0,603044697.6666666,1.0,9.376178054861589,150.0
ur5e,tar_old,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,near_singular,3,1.0,1.0,525879792.3333333,1.0,8.99323974390416,150.0
ur5e,tar_old,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,trajectory_10,near_singular,3,1.0,1.0,569192575.6666666,1.0,4.829372140582394,150.0
ur5e,tar_old,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,trajectory_14,near_singular,3,1.0,1.0,630979832.3333334,1.0,12.212817800310802,150.0
ur5e,tar_old,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,trajectory_29,joint_limit_return,3,1.0,1.0,533509562.0,1.0,5.975816647914918,150.0
ur5e,tar_old,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,trajectory_13,near_singular,3,1.0,1.0,555529630.0,1.0,6.627680501293777,150.0
ur5e,tar_old,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,trajectory_00,smooth,3,1.0,1.0,635567154.6666666,1.0,14.808953260493823,150.0
ur5e,tar_old,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,trajectory_12,near_singular,3,1.0,1.0,597027467.6666666,1.0,12.875498804795255,150.0
ur5e,tar_old,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,trajectory_33,high_curvature,3,1.0,1.0,560336841.0,1.0,9.373252102975199,150.0
ur5e,tar_old,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,trajectory_28,joint_limit_return,3,1.0,1.0,652001257.6666666,1.0,23.467975863558838,150.0
ur5e,tar_old,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,trajectory_39,high_curvature,3,1.0,1.0,545598222.3333334,1.0,9.73601936604989,150.0
ur5e,tar_old,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,trajectory_34,high_curvature,3,1.0,1.0,598823080.6666666,1.0,8.32527809969992,150.0
ur5e,tar_old,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,trajectory_04,smooth,3,1.0,1.0,575636627.6666666,1.0,8.14155606535269,150.0
ur5e,tar_old,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,trajectory_03,smooth,3,1.0,1.0,656079497.3333334,1.0,11.835071377912717,150.0
ur5e,tar_old,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,3,0.6666666666666666,0.6666666666666666,644234202.0,0.9444444444444445,11.906225077677552,141.66666666666666
ur5e,tar_old,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,trajectory_20,joint_limit_return,3,1.0,1.0,573814839.6666666,1.0,9.707364072367826,150.0
ur5e,tar_old,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,trajectory_16,near_singular,3,1.0,1.0,624809779.0,1.0,9.986333427401485,150.0
ur5e,tar_old,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,trajectory_19,near_singular,3,1.0,1.0,621824835.6666666,1.0,10.039023410746353,150.0
ur5e,tar_old,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,trajectory_24,joint_limit_return,3,1.0,1.0,588940626.3333334,1.0,13.570175343922676,150.0
ur5e,tar_old,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,trajectory_25,joint_limit_return,3,1.0,1.0,705062494.3333334,1.0,4.152192617419947,150.0
ur5e,tar_old,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,trajectory_32,high_curvature,3,1.0,1.0,593822885.6666666,1.0,6.122646435206057,150.0
ur5e,tar_old,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,trajectory_06,smooth,3,1.0,0.6666666666666666,568480556.6666666,1.0,4.521401177980974,150.0
ur5e,tar_old,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,trajectory_11,near_singular,3,1.0,1.0,599042797.0,1.0,12.22676102118428,150.0
ur5e,tar_old,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,smooth,3,0.6666666666666666,0.6666666666666666,750528719.3333334,0.7355555555555555,11.941576109668006,110.33333333333333
ur5e,tar_corrected,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,joint_limit_return,3,1.0,1.0,621983282.3333334,1.0,20.559921080577546,150.0
ur5e,tar_corrected,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,trajectory_23,joint_limit_return,3,1.0,1.0,570519619.6666666,1.0,12.890484918352621,150.0
ur5e,tar_corrected,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,trajectory_35,high_curvature,3,1.0,1.0,494664408.0,1.0,8.808429732037274,150.0
ur5e,tar_corrected,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,trajectory_08,smooth,3,1.0,1.0,589630349.0,1.0,15.766087857048527,150.0
ur5e,tar_corrected,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,trajectory_31,high_curvature,3,1.0,1.0,495873084.0,1.0,6.3816509266070875,150.0
ur5e,tar_corrected,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,near_singular,3,1.0,1.0,630994244.6666666,1.0,25.242616114555116,150.0
ur5e,tar_corrected,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,trajectory_37,high_curvature,3,1.0,1.0,519146738.3333333,1.0,28.796537158511725,150.0
ur5e,tar_corrected,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,trajectory_01,smooth,3,1.0,1.0,532961802.0,1.0,19.777953504892324,150.0
ur5e,tar_corrected,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,trajectory_07,smooth,3,1.0,1.0,535082629.6666667,1.0,4.922456272263812,150.0
ur5e,tar_corrected,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,trajectory_26,joint_limit_return,3,1.0,1.0,591578811.6666666,1.0,3.992784775192477,150.0
ur5e,tar_corrected,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,trajectory_21,joint_limit_return,3,1.0,1.0,655955791.0,1.0,26.621987160550265,150.0
ur5e,tar_corrected,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,trajectory_30,high_curvature,3,1.0,1.0,522818702.3333333,1.0,25.322681523918607,150.0
ur5e,tar_corrected,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,trajectory_05,smooth,3,1.0,1.0,515668782.6666667,1.0,11.046794299124782,150.0
ur5e,tar_corrected,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,trajectory_36,high_curvature,3,1.0,1.0,561086603.6666666,1.0,10.055798943718747,150.0
ur5e,tar_corrected,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,high_curvature,3,1.0,1.0,524733029.3333333,1.0,18.092896070825287,150.0
ur5e,tar_corrected,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,trajectory_09,smooth,3,1.0,1.0,513747829.0,1.0,1.9564651817498262,150.0
ur5e,tar_corrected,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,trajectory_27,joint_limit_return,3,1.0,1.0,538750895.0,1.0,11.892070950766472,150.0
ur5e,tar_corrected,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,near_singular,3,1.0,0.6666666666666666,594247412.0,1.0,7.975507091636358,150.0
ur5e,tar_corrected,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,trajectory_10,near_singular,3,1.0,1.0,513464499.6666667,1.0,17.76071649992663,150.0
ur5e,tar_corrected,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,trajectory_14,near_singular,3,1.0,1.0,503515182.0,1.0,10.702484498597249,150.0
ur5e,tar_corrected,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,trajectory_29,joint_limit_return,3,1.0,1.0,550030776.3333334,1.0,6.107963067593251,150.0
ur5e,tar_corrected,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,trajectory_13,near_singular,3,1.0,1.0,536905269.3333334,1.0,6.923582286793578,150.0
ur5e,tar_corrected,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,trajectory_00,smooth,3,1.0,1.0,578368534.3333334,1.0,16.75766518372104,150.0
ur5e,tar_corrected,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,trajectory_12,near_singular,3,1.0,1.0,627447222.0,1.0,14.030536692826468,150.0
ur5e,tar_corrected,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,trajectory_33,high_curvature,3,1.0,1.0,496016335.0,1.0,8.565686686439676,150.0
ur5e,tar_corrected,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,trajectory_28,joint_limit_return,3,1.0,0.6666666666666666,606853126.0,1.0,25.233799850648353,150.0
ur5e,tar_corrected,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,trajectory_39,high_curvature,3,1.0,1.0,492726696.6666667,1.0,7.808059557672611,150.0
ur5e,tar_corrected,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,trajectory_34,high_curvature,3,1.0,1.0,497488388.3333333,1.0,8.161619276139561,150.0
ur5e,tar_corrected,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,trajectory_04,smooth,3,1.0,1.0,547663099.6666666,1.0,3.6603916649322272,150.0
ur5e,tar_corrected,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,trajectory_03,smooth,3,1.0,1.0,615651855.3333334,1.0,17.013365420839236,150.0
ur5e,tar_corrected,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,3,0.3333333333333333,0.3333333333333333,604852553.0,0.8866666666666667,12.075323525418455,133.0
ur5e,tar_corrected,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,trajectory_20,joint_limit_return,3,1.0,1.0,586427442.3333334,1.0,9.60447327962354,150.0
ur5e,tar_corrected,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,trajectory_16,near_singular,3,1.0,1.0,517205447.6666667,1.0,6.342253949513551,150.0
ur5e,tar_corrected,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,trajectory_19,near_singular,3,1.0,0.6666666666666666,548466997.6666666,1.0,6.936127093209662,150.0
ur5e,tar_corrected,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,trajectory_24,joint_limit_return,3,1.0,0.6666666666666666,657527205.0,1.0,15.427230794824004,150.0
ur5e,tar_corrected,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,trajectory_25,joint_limit_return,3,1.0,1.0,522359004.3333333,1.0,4.904155667787072,150.0
ur5e,tar_corrected,da8a1e7a5ca60a1e40bacf3e76f1002ab39a7b3cb6f8290450d6356089897d78,trajectory_32,high_curvature,3,1.0,1.0,496525951.0,1.0,5.641729254137698,150.0
ur5e,tar_corrected,e2e620aa17071c959d153796e3b230f5780cc2b167c0a2e0b4bb029087169848,trajectory_06,smooth,3,1.0,1.0,499779840.6666667,1.0,4.490892982732968,150.0
ur5e,tar_corrected,e4188d53efbb54472d782b035a4214854136b6bb171d9aee6282590944abd39b,trajectory_11,near_singular,3,1.0,1.0,561187761.0,1.0,13.438237298570058,150.0
ur5e,tar_corrected,f87cbb198e6aa95e16ea15160dd1d4f545d70b0d61622238ff991b3a2d27786a,trajectory_02,smooth,3,0.3333333333333333,0.3333333333333333,839437373.3333334,0.47111111111111104,11.111260693343889,70.66666666666667
ur5e,trac_task_5ms,08551a27ac837f8ed54c41a0759eec98dbd199480066ac542298cbb032f6d99a,trajectory_22,joint_limit_return,3,1.0,1.0,29414454.0,1.0,23.55378028456683,150.0
ur5e,trac_task_5ms,08f895e22c5162e0796964649a1fcdb582c61bccc5e4d0e8b349bbca35756523,trajectory_23,joint_limit_return,3,1.0,1.0,27246681.0,1.0,12.415948715312888,150.0
ur5e,trac_task_5ms,118730753d57a2523105ec3ee6ba017c9c2775dda076f4c79f2396693e83c7a9,trajectory_35,high_curvature,3,1.0,1.0,24090652.0,1.0,8.191319611980452,150.0
ur5e,trac_task_5ms,13896bc6c5f688854ad405268705ab3bb2a8fec56ac1e75c8a872707a3f652f8,trajectory_08,smooth,3,1.0,1.0,23865175.0,1.0,4.989311351767262,150.0
ur5e,trac_task_5ms,1572bafea0edc3c6cc05d2a9eabd19a06035670328035c0b780d47b54a683769,trajectory_31,high_curvature,3,1.0,1.0,24352999.666666668,1.0,6.195677570204613,150.0
ur5e,trac_task_5ms,17d92c7319719a45d08d673e5023c3f00687e4f5a57bdebde3dccc6370b94c3a,trajectory_18,near_singular,3,1.0,1.0,29056718.0,1.0,23.783914368929363,150.0
ur5e,trac_task_5ms,1c73e520a3d5bd8f7e29cb08d559a6364a6bdec344a07acd40f2375a56459f79,trajectory_37,high_curvature,3,1.0,1.0,24756431.666666668,1.0,29.8935342798032,150.0
ur5e,trac_task_5ms,2037257a8eb29f55e1baa50497e60c0cb87331a5da7e7a4344c8cded212a709f,trajectory_01,smooth,3,1.0,1.0,24510681.333333332,1.0,20.332936634271316,150.0
ur5e,trac_task_5ms,2136e60219e4240e7b97c87a2f481c6642991ff7128b97a75454ffcee69e4a9c,trajectory_07,smooth,3,1.0,1.0,24249783.333333332,1.0,2.6522282349392223,150.0
ur5e,trac_task_5ms,234cd2a268d2d4ebc0f1b5ca1926ee196812079496ff3e6e19f17e48a5761d2c,trajectory_26,joint_limit_return,3,1.0,0.6666666666666666,39185952.0,1.0,1.826583811913529,150.0
ur5e,trac_task_5ms,28c799f101b845f2577d1584bde9de07634bcdda61cf814be0670f4c7adce911,trajectory_21,joint_limit_return,3,1.0,1.0,28000655.333333332,1.0,24.759358462896035,150.0
ur5e,trac_task_5ms,382307fdf25e31f8b1ae5c14a7545e81bf0c54489223c4626934c3dbe31a195e,trajectory_30,high_curvature,3,1.0,1.0,24255769.666666668,1.0,26.94054922141646,150.0
ur5e,trac_task_5ms,386ce328d9e893da466d8af1dc09a15e66ae16a35efe9585b2d68e67da964fb7,trajectory_05,smooth,3,1.0,1.0,24501654.333333332,1.0,3.9596897175705768,150.0
ur5e,trac_task_5ms,3bd332b9ef08ab00b11a865fd161af952ecc92241dd59aeac869f7688ac64b79,trajectory_36,high_curvature,3,1.0,1.0,24437049.0,1.0,6.549786766959926,150.0
ur5e,trac_task_5ms,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,high_curvature,3,1.0,1.0,24392497.666666668,1.0,19.858448837383126,150.0
ur5e,trac_task_5ms,5de0f5ff5025c915a9ca0194e6813b77637e2059d947b69d324216690202559b,trajectory_09,smooth,3,1.0,1.0,24252293.0,1.0,0.8460080935899817,150.0
ur5e,trac_task_5ms,5e7743615ad75a997da2a3dfac5ecbaa6539b43fd5db8ecf4d7f9cc7331b3e15,trajectory_27,joint_limit_return,3,1.0,0.6666666666666666,39635753.666666664,1.0,2.8506843944333085,150.0
ur5e,trac_task_5ms,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,near_singular,3,1.0,1.0,24397464.0,1.0,6.434269454599993,150.0
ur5e,trac_task_5ms,6105bc9f0df7e8baadfc8dd255f78c7bb3ddb066573e8f4fde9c385dbe5db694,trajectory_10,near_singular,3,1.0,1.0,24878017.0,1.0,12.024811459462192,150.0
ur5e,trac_task_5ms,68244e8dec0d66d1a48832b1992c69f7c4c907fc930b958710e9220ae46bd192,trajectory_14,near_singular,3,1.0,1.0,24637966.666666668,1.0,10.342303486861878,150.0
ur5e,trac_task_5ms,816b8a675263f8ec8337dc224a3ea9971c9a8387f6953eb1fd1c846b6d1a7c4a,trajectory_29,joint_limit_return,3,1.0,1.0,23775522.333333332,1.0,0.8194022243313728,150.0
ur5e,trac_task_5ms,929479d86d1af1569abbd00ff695f793876d0c13d1b6ef36f9f39dc04d36f80c,trajectory_13,near_singular,3,1.0,1.0,24825135.333333332,1.0,1.6458776412884895,150.0
ur5e,trac_task_5ms,9a5eaa5a533abb994b7505aca361cebaf65ef495d064d694df4c023580e9cd0b,trajectory_00,smooth,3,1.0,1.0,24193795.0,1.0,18.721985226759227,150.0
ur5e,trac_task_5ms,9ab3a7e22a338adf15a7eb240986a1d682820bcf958fc25dd9058bd66c51d502,trajectory_12,near_singular,3,1.0,1.0,24365515.333333332,1.0,13.879163691260638,150.0
ur5e,trac_task_5ms,a079baf3b1644afc829cc82c6747ab4482a4f1778e24be557741a87f9aefa38f,trajectory_33,high_curvature,3,1.0,1.0,24064424.333333332,1.0,8.606165764533822,150.0
ur5e,trac_task_5ms,a4d21e54d799674aa3de252efe1304776a18586a5f8d95b6f975dad09cacd372,trajectory_28,joint_limit_return,3,1.0,1.0,24094894.0,1.0,22.129625722915858,150.0
ur5e,trac_task_5ms,a68ec605ba66c3e27686650c1fdc577d4ff40b0c237bb80f93dc329bed511c56,trajectory_39,high_curvature,3,1.0,1.0,24885122.0,1.0,7.255940229837397,150.0
ur5e,trac_task_5ms,ad91c93d906d04e8aa7467228cb161965123769d55ad38469161e7830e742868,trajectory_34,high_curvature,3,1.0,1.0,24394875.666666668,1.0,8.180053389984726,150.0
ur5e,trac_task_5ms,ae12f9762615d4c9ac155883dd03d430cba862223b3fb491a4a1d1189e10a2b8,trajectory_04,smooth,3,1.0,1.0,24525473.666666668,1.0,1.2366282474188555,150.0
ur5e,trac_task_5ms,b0e17067aaf6e660b04f8be634d639d569df55018bfb39821596146afb9736de,trajectory_03,smooth,3,1.0,1.0,24807480.666666668,1.0,17.58019628926104,150.0
ur5e,trac_task_5ms,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,near_singular,3,0.0,0.0,152783103.0,0.8311111111111112,10.67633522905455,124.66666666666667
ur5e,trac_task_5ms,c0f0fa5983ead9bf72ff425c510b3208de5bd46dcc8efd876a735c868767ac8e,trajectory_20,joint_limit_return,3,1.0,1.0,24304964.666666668,1.0,15.331777047551375,150.0
ur5e,trac_task_5ms,ce26ff5e9952bacd57c54933b78db77a6ea0e1070f6563c04194dc00457f2656,trajectory_16,near_singular,3,1.0,1.0,24613282.0,1.0,1.1597536799871673,150.0
ur5e,trac_task_5ms,cf0b2892659faaddd69ba9d6172f4d41b4cbbe81ea9aa1fa891f59fcc8daec21,trajectory_19,near_singular,3,1.0,1.0,24466365.333333332,1.0,6.478065345670785,150.0
ur5e,trac_task_5ms,d1ef5ab32f38a93c076857d0eea5dc9836af8df3c2111b752fe4a419473c1ff4,trajectory_24,joint_limit_return,3,1.0,1.0,23745289.0,1.0,3.2201319682702425,150.0
ur5e,trac_task_5ms,d30c1e5c8c16af6e606ac7829229200ccae448efeb1a9cdad8b80da506691864,trajectory_25,joint_limit_return,3,1.0,1.0,24520559.333333332,1.0,1.1101779323077414,150.0
