robot,uid,site_id,method,repeat,family,frame,previous_q,target_position,target_rotation,q,position_error,orientation_error,failure_kind,total_latency_ns,backup,native_status
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,pink_qp,2,high_curvature,105,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",0.001411975557762603,0.014032338823747612,position_tolerance+orientation_tolerance,856771,,solved
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,trac_task_5ms,0,joint_limit_return,71,"[-1.1300882519230162,0.5309488447798025,0.21985656827274586,-0.9503900382660043,2.8963453481553016,2.8061500519224727,0.5221810200543192]","[0.38693943824308696,-0.6300532542719856,0.6459277823269656]","[[0.5306617129559349,0.6476029799554461,0.5468167213568902],[-0.09173420140043374,0.685240687155057,-0.7225164613769637],[-0.8426048793450567,0.33325002778708235,0.42303833902355853]]","[-1.1300882519230162,0.5309488447798025,0.21985656827274586,-0.9503900382660043,2.8963453481553016,2.8061500519224727,0.5221810200543192]",0.013097638040058713,0.020711201071414026,internal_nonconvergence+position_tolerance+orientation_tolerance,5217917,,
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,pink_qp,2,near_singular,122,"[-2.580960908165891,0.045225535505242616,2.8972999999999995,-0.5738462902928353,-2.8972999999999995,2.0299278701804253,-1.7646994928786397]","[0.20345807338386102,0.045433628449392,1.1610273074352238]","[[0.34441197335250046,0.8332610360490273,-0.43250021781952736],[-0.9093383559548955,0.18154820955192075,-0.3743581199837129],[-0.2334183947350436,0.5222224558662657,0.8202435977124855]]","[-2.578042024040462,0.036008619969428904,2.8972999999999995,-0.5589157909530367,-2.8972999999999995,2.0324139277175353,-1.7685271154541125]",0.0012992839328331773,0.004631253155571994,position_tolerance,804929,,solved
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,trac_task_5ms,2,near_singular,118,"[2.891099658691964,0.19204677049117747,1.66030001354989,-0.66182260030478,0.8554974255263461,0.34313197583778465,0.08289420904409049]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]","[2.891099658691964,0.19204677049117747,1.66030001354989,-0.66182260030478,0.8554974255263461,0.34313197583778465,0.08289420904409049]",0.0022408238879752956,0.010357006894026065,internal_nonconvergence+position_tolerance+orientation_tolerance,5235159,,
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,tar_old,2,joint_limit_return,72,"[-1.1579807330005387,0.5342682317696072,0.23696747384927402,-0.9574229382638674,2.892767488483961,2.7951672426922625,0.5164107982815827]","[0.37719423030748733,-0.6378831642217682,0.6422111927532251]","[[0.5275670504201451,0.6604035474662989,0.534359580998522],[-0.10416908689423132,0.6745619459455053,-0.7308317059472961],[-0.8431024900014291,0.3298989778343376,0.424670290669419]]",,,,non_finite_or_wrong_shape,7070421,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":550,""native_setup_ns"":7592,""native_solve_ns"":5014154,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-1.1579807330005387,0.5342682317696072,0.23696747384927402,-0.9574229382638674,2.892767488483961,2.7951672426922625,0.5164107982815827],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.01341802297737299,""orientation_error"":0.02488909636886284,""total_latency_ns"":5217286,""conversion_ns"":3405,""bounds_setup_ns"":22153,""solve_ns"":5014154,""verification_ns"":150497,""accounting_remainder_ns"":27077,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-1.2015807330005386,0.49066823176960733,0.19336747384927405,-1.0010229382638671,2.8404674884839616,2.742867242692263,0.4641107982815827],""upper"":[-1.1143807330005389,0.5778682317696071,0.280567473849274,-0.9138229382638675,2.8972999999999995,2.847467242692262,0.5687107982815826],""seed_q"":[-1.1579807330005387,0.5342682317696072,0.23696747384927402,-0.9574229382638674,2.892767488483961,2.7951672426922625,0.5164107982815827],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.016639186,""primal_residual"":0.48698544616605016,""dual_residual"":0.36765632983467295,""build_ns"":205682,""solve_ns"":59982,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":23780}]"
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,tar_corrected,0,near_singular,97,"[2.2166091166759827,0.021789520332467095,1.8257499949436253,-0.5417388634400795,1.1693405260814715,0.2511660332254921,-0.09627915968692197]","[-0.05515314922878735,-0.2163202290886089,0.9303491524503381]","[[0.49729500599426313,-0.7432861553301588,0.4474632591707128],[-0.8642911890392752,-0.4693094760874165,0.18096783195814195],[0.07548786367517347,-0.4767329513984378,-0.8758009337107909]]",,,,non_finite_or_wrong_shape,7598447,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":559,""native_setup_ns"":7885,""native_solve_ns"":5062724,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.2166091166759827,0.021789520332467095,1.8257499949436253,-0.5417388634400795,1.1693405260814715,0.2511660332254921,-0.09627915968692197],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.0022587231021167563,""orientation_error"":0.012351584615461701,""total_latency_ns"":5305864,""conversion_ns"":3507,""bounds_setup_ns"":22025,""solve_ns"":5062724,""verification_ns"":184076,""accounting_remainder_ns"":33532,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.173009116675983,-0.0218104796675329,1.7821499949436255,-0.5853388634400793,1.1170405260814718,0.1988660332254921,-0.14857915968692195],""upper"":[2.2602091166759823,0.06538952033246707,1.8693499949436252,-0.49813886344007957,1.2216405260814713,0.30346603322549204,-0.043979159686921974],""seed_q"":[2.2166091166759827,0.021789520332467095,1.8257499949436253,-0.5417388634400795,1.1693405260814715,0.2511660332254921,-0.09627915968692197],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.002248923,""primal_residual"":0.5934446790766366,""dual_residual"":0.7088531042322088,""build_ns"":204500,""solve_ns"":60902,""affine_tau"":-0.5229925206293932,""variables"":99,""sparse_nonzeros"":1175,""updates"":2892}]"
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,tar_corrected,2,near_singular,119,"[2.8844796936940025,0.20008835146633147,1.6806864121270118,-0.6751881931152062,0.8493965857033048,0.3495160828900574,0.08478505085166518]","[-0.06234755816855856,-0.2584147739463928,0.9085985723227469]","[[0.5505424179895927,-0.6860724429890204,0.47561291925814],[-0.8345978352700153,-0.4395820439607435,0.3319850598895969],[-0.01869490189268268,-0.5797173704473346,-0.8146031371440027]]",,,,non_finite_or_wrong_shape,7588184,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":578,""native_setup_ns"":9178,""native_solve_ns"":5012664,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.8844796936940025,0.20008835146633147,1.6806864121270118,-0.6751881931152062,0.8493965857033048,0.3495160828900574,0.08478505085166518],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0016876587840498093,""orientation_error"":0.0073220351281640655,""total_latency_ns"":5256806,""conversion_ns"":3381,""bounds_setup_ns"":23115,""solve_ns"":5012664,""verification_ns"":185017,""accounting_remainder_ns"":32629,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.840879693694003,0.1564883514663315,1.637086412127012,-0.718788193115206,0.7970965857033049,0.29721608289005746,0.03248505085166519],""upper"":[2.8972999999999995,0.24368835146633144,1.7242864121270116,-0.6315881931152063,0.9016965857033047,0.4018160828900574,0.13708505085166514],""seed_q"":[2.8844796936940025,0.20008835146633147,1.6806864121270118,-0.6751881931152062,0.8493965857033048,0.3495160828900574,0.08478505085166518],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.002472541,""primal_residual"":0.6459226263829887,""dual_residual"":0.9096508090888973,""build_ns"":204018,""solve_ns"":61905,""affine_tau"":-0.5229925206293932,""variables"":99,""sparse_nonzeros"":1175,""updates"":3206}]"
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,pink_qp,2,near_singular,122,"[2.8972999999999995,0.2208501889085296,1.71267687290282,-0.6933050514508895,0.8237396789143764,0.3642165226420566,0.10348506575471131]","[-0.06365257251620854,-0.26256401938349483,0.9061759282087597]","[[0.5560616649394297,-0.6796655486174742,0.47838286633960614],[-0.8306996908455809,-0.4357232051395866,0.3465303913539789],[-0.02708225274687437,-0.5900847655425395,-0.8068869320175911]]","[2.8972999999999995,0.24092726647793833,1.7562768729028198,-0.7068710601948309,0.7938662328714136,0.37838831385312666,0.11901884516860067]",0.0010549523841012337,0.008031829089156796,position_tolerance,771774,,solved
panda,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,trajectory_38,pink_qp,0,high_curvature,105,"[-0.29890812302948927,0.6501893171993048,0.15842787091403504,-0.06980000000000001,0.37630819867383475,1.0383314852110515,0.27493358057509076]","[0.5386324067017476,-0.0890863944736938,0.8244160345204308]","[[0.91949543392027,-0.13962573615186571,0.36746809494679145],[-0.27315610011680863,-0.8991820107761838,0.34184419911046454],[0.28269045256030595,-0.4147003319272225,-0.86493337473513]]","[-0.29677849720720634,0.6322722729599511,0.11482787091403505,-0.06980000000000001,0.4139754548757427,1.03909267198161,0.2798914939718913]",0.001411975557762603,0.014032338823747612,position_tolerance+orientation_tolerance,857849,,solved
panda,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,trajectory_17,tar_old,2,near_singular,118,"[2.8768722814677394,0.19575105990757957,1.6816445781378029,-0.670441241384069,0.8498365121166054,0.34794608074981787,0.08280913342996463]","[-0.06191101117000993,-0.2569398691732451,0.9094463974840075]","[[0.5485944334063589,-0.6883113438429131,0.4746278980135061],[-0.8359417731707867,-0.44091363393388183,0.32679736730778625],[-0.01566842377641365,-0.5760405032186382,-0.8172709704547085]]",,,,non_finite_or_wrong_shape,7087738,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":489,""native_setup_ns"":7836,""native_solve_ns"":5012424,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.8768722814677394,0.19575105990757957,1.6816445781378029,-0.670441241384069,0.8498365121166054,0.34794608074981787,0.08280913342996463],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0015299450567170777,""orientation_error"":0.007727348473497502,""total_latency_ns"":5221330,""conversion_ns"":3442,""bounds_setup_ns"":21587,""solve_ns"":5012424,""verification_ns"":157892,""accounting_remainder_ns"":25985,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.83327228146774,0.1521510599075796,1.638044578137803,-0.7140412413840689,0.7975365121166055,0.2956460807498179,0.03050913342996463],""upper"":[2.8972999999999995,0.23935105990757954,1.7252445781378027,-0.6268412413840692,0.9021365121166053,0.4002460807498178,0.13510913342996458],""seed_q"":[2.8768722814677394,0.19575105990757957,1.6816445781378029,-0.670441241384069,0.8498365121166054,0.34794608074981787,0.08280913342996463],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.01905652,""primal_residual"":0.5956719018830506,""dual_residual"":0.38131416503149246,""build_ns"":203984,""solve_ns"":62197,""affine_tau"":-0.7793441776112291,""variables"":99,""sparse_nonzeros"":1175,""updates"":27267}]"
panda,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,trajectory_26,tar_corrected,2,joint_limit_return,71,"[-1.1566455836661236,0.5328232389449761,0.25965732081427967,-0.9529024069746264,2.888534859775119,2.8034704311058385,0.5144794388874888]","[0.38693943824308696,-0.6300532542719856,0.6459277823269656]","[[0.5306617129559349,0.6476029799554461,0.5468167213568902],[-0.09173420140043374,0.685240687155057,-0.7225164613769637],[-0.8426048793450567,0.33325002778708235,0.42303833902355853]]",,,,non_finite_or_wrong_shape,7581661,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":563,""native_setup_ns"":8086,""native_solve_ns"":5011710,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-1.1566455836661236,0.5328232389449761,0.25965732081427967,-0.9529024069746264,2.888534859775119,2.8034704311058385,0.5144794388874888],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.012240031613076933,""orientation_error"":0.024843231085509364,""total_latency_ns"":5257575,""conversion_ns"":3430,""bounds_setup_ns"":22020,""solve_ns"":5011710,""verification_ns"":187672,""accounting_remainder_ns"":32743,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-1.2002455836661234,0.48922323894497616,0.2160573208142797,-0.9965024069746262,2.8362348597751197,2.751170431105839,0.46217943888748886],""upper"":[-1.1130455836661237,0.5764232389449759,0.30325732081427964,-0.9093024069746265,2.8972999999999995,2.855770431105838,0.5667794388874887],""seed_q"":[-1.1566455836661236,0.5328232389449761,0.25965732081427967,-0.9529024069746264,2.888534859775119,2.8034704311058385,0.5144794388874888],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.002558377,""primal_residual"":0.5179129311231406,""dual_residual"":0.9074777179881799,""build_ns"":207844,""solve_ns"":61756,""affine_tau"":-0.5229925206293932,""variables"":99,""sparse_nonzeros"":1175,""updates"":3327}]"
panda,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,trajectory_14,tar_corrected,1,near_singular,114,"[-2.1447059141067446,0.052062342516059824,2.4391748044917794,-0.5568488739207238,-2.8952888552634737,2.0670044559143097,-1.7461841246284653]","[0.2093997000375418,0.023992813196638395,1.161449008205382]","[[0.34203163240143825,0.8440123545533905,-0.41310713840122565],[-0.9070865282734593,0.18175357540054604,-0.3796836420678684],[-0.24537398529919738,0.5045877358699475,0.8277577086007893]]",,,,non_finite_or_wrong_shape,7461325,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":537,""native_setup_ns"":8576,""native_solve_ns"":5014264,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[-2.1447059141067446,0.052062342516059824,2.4391748044917794,-0.5568488739207238,-2.8952888552634737,2.0670044559143097,-1.7461841246284653],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.0028088469220604387,""orientation_error"":0.0008296676662061016,""total_latency_ns"":5265126,""conversion_ns"":3757,""bounds_setup_ns"":22282,""solve_ns"":5014264,""verification_ns"":193012,""accounting_remainder_ns"":31811,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[-2.1883059141067442,0.008462342516059826,2.3955748044917797,-0.6004488739207237,-2.8972999999999995,2.0147044559143104,-1.798484124628465],""upper"":[-2.101105914106745,0.0956623425160598,2.482774804491779,-0.5132488739207239,-2.8429888552634743,2.119304455914309,-1.6938841246284655],""seed_q"":[-2.1447059141067446,0.052062342516059824,2.4391748044917794,-0.5568488739207238,-2.8952888552634737,2.0670044559143097,-1.7461841246284653],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""phase"":""joint"",""phase_update"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.002709869,""primal_residual"":0.5897111224659548,""dual_residual"":0.7069430823647697,""build_ns"":207079,""solve_ns"":64348,""affine_tau"":-0.5229925206293932,""variables"":99,""sparse_nonzeros"":1175,""updates"":3544}]"
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,tar_old,0,near_singular,125,"[6.283183441174509,-5.459011992453088,1.6190457121371664,-4.6680183110218785,1.4524445616442527,-5.146233009866036]","[0.006357379198625106,0.1465530850994874,-0.2632573644316416]","[[-0.694770808606833,-0.39269246843327316,-0.6025663023631427],[0.4121198881958775,-0.9039772943907654,0.11393967254371533],[-0.589449506964952,-0.1691675987349069,0.7898934119721728]]",,,,non_finite_or_wrong_shape,8236462,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":503,""native_setup_ns"":9214,""native_solve_ns"":5017260,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[6.283183441174509,-5.459011992453088,1.6190457121371664,-4.6680183110218785,1.4524445616442527,-5.146233009866036],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance""],""position_error"":0.001896326438887338,""orientation_error"":0.007955020526961318,""total_latency_ns"":5230166,""conversion_ns"":3644,""bounds_setup_ns"":22541,""solve_ns"":5017260,""verification_ns"":156659,""accounting_remainder_ns"":30062,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[6.220251588102713,-5.521943845524883,1.5561138590653707,-4.730950164093674,1.389512708572457,-5.209164862937831],""upper"":[6.283185307179585,-5.396080139381293,1.6819775652089621,-4.605086457950083,1.5153764147160484,-5.08330115679424],""seed_q"":[6.283183441174509,-5.459011992453088,1.6190457121371664,-4.6680183110218785,1.4524445616442527,-5.146233009866036],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""AlmostPrimalInfeasible"",""iterations"":18,""native_seconds"":0.002105597,""primal_residual"":5.266277014217004e-08,""dual_residual"":4.566198138015028e-16,""build_ns"":188833,""solve_ns"":1269757,""affine_tau"":0.11792049961327504,""variables"":85,""sparse_nonzeros"":1011,""updates"":1151}]"
ur5e,bf166cd6db08076d8c85cfd7e7364d2446c3c1ec592ea82609b812c0faa204ea,trajectory_15,trac_task_5ms,1,near_singular,124,"[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]","[0.007072289920048387,0.14578043002912777,-0.2626977898743025]","[[-0.6922972330332325,-0.39512550802463087,-0.6038214753077332],[0.41483306440331685,-0.9025983660968872,0.11502051207060113],[-0.5904558152921213,-0.170856730705896,0.7887774767069665]]","[6.283185307179585,-5.46123162832147,1.620208730378884,-4.667950362577028,1.4533783220477217,-5.147631249514993]",0.0013869506175140142,0.00534885638300717,internal_nonconvergence+position_tolerance,5208659,,
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,pink_qp,1,high_curvature,77,"[2.450420515534097,1.0354765466516107,1.291779128253633,1.4343853766209158,-2.8592467301471394,1.131248096856852]","[-0.04381326850673338,-0.014501902314038195,-0.42076445987733185]","[[0.7330040528339873,-0.5122751977543765,0.4475256197075912],[-0.4676886975406432,0.09818740396926035,0.878422743270297],[-0.49393556332955624,-0.8531901051157894,-0.1676135549734039]]","[2.4651934636929735,1.0334415477980525,1.3182176429577586,1.4769067342140672,-2.874761657804875,1.1941799499286476]",0.0015130008676266034,0.0030930768202050425,position_tolerance,672634,,solved
ur5e,5547871d76b6176b3e5dd5d8f20eebc72645f4fdb4a7e415a21928fb85392f9e,trajectory_38,tar_old,0,high_curvature,76,"[2.390309510754326,1.0462993148957807,1.2501745038184051,1.3392719106984559,-2.805690573502698,1.0044945318489968]","[-0.04627198591536185,-0.011718107333322028,-0.42329878514068847]","[[0.7357781078050689,-0.5155053958793134,0.4391864784964408],[-0.4578176908463514,0.09925030990788489,0.8834887310720513],[-0.4990326021643345,-0.8511190062514766,-0.16298128473721135]]",,,,non_finite_or_wrong_shape,7032908,"{""internal_ok"":false,""internal_status"":""native_no_solution"",""native_return_code"":-3,""iterations"":null,""solver_function_evaluations"":null,""native_conversion_ns"":454,""native_setup_ns"":9616,""native_solve_ns"":5010868,""native_bounds"":[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364],""method"":""trac_task_5ms"",""q"":[2.390309510754326,1.0462993148957807,1.2501745038184051,1.3392719106984559,-2.805690573502698,1.0044945318489968],""finite"":true,""accepted"":false,""joint_limit_ok"":true,""velocity_ok"":true,""verification_reasons"":[""position_tolerance"",""orientation_tolerance""],""position_error"":0.004461112171986769,""orientation_error"":0.010822436451312631,""total_latency_ns"":5219369,""conversion_ns"":3394,""bounds_setup_ns"":24088,""solve_ns"":5010868,""verification_ns"":153518,""accounting_remainder_ns"":27501,""returned_within_5ms"":false,""returned_within_20ms"":true,""accepted_within_20ms"":false,""lower"":[2.327377657682531,0.9833674618239849,1.1872426507466094,1.2763400576266601,-2.8686224265744933,0.9415626787772011],""upper"":[2.4532413638261215,1.1092311679675764,1.3131063568902008,1.4022037637702516,-2.7427587204309027,1.0674263849207926],""seed_q"":[2.390309510754326,1.0462993148957807,1.2501745038184051,1.3392719106984559,-2.805690573502698,1.0044945318489968],""budget_ms"":5,""taxonomy"":""internal_failure__task_reject"",""trace_instrumented"":false,""failure_kind"":""internal_nonconvergence+position_tolerance+orientation_tolerance"",""velocity_utilization"":0.0}","[{""outer"":0,""status"":""MaxTime"",""iterations"":0,""native_seconds"":0.00391412,""primal_residual"":0.6032011939152828,""dual_residual"":0.3834560867331291,""build_ns"":188100,""solve_ns"":54784,""affine_tau"":-0.7850081001755596,""variables"":85,""sparse_nonzeros"":1011,""updates"":6487}]"
ur5e,5ff81edc43cf92c445ae661655f0f074229d3861bbbd0b57d14ad453615b9e25,trajectory_17,pink_qp,0,near_singular,73,"[-4.281495638922811,-3.0379994646060005,2.690243367178409,5.3425256236111185,0.0026527079272355104,-3.455325003732475]","[-0.22896134247095953,-0.05903745519610541,0.3101480360399678]","[[0.01116807877260207,-0.4138607791254421,-0.9102716789608534],[-0.033287147856287704,0.9096700378916924,-0.41399563759745106],[0.9993834298226694,0.03492388385916315,-0.0036169783064166757]]","[-4.286408762368406,-3.0264655899332826,2.681262720679826,5.4000424405474075,-0.0037224200801888934,-3.518960857953669]",0.00019537502331334766,0.0004037931034406353,internal_nonconvergence+velocity_limit,970906,,maximum iterations reached
