robot,method,uid,family,search_repeats,completion,deadline_completion,total_latency_ns,frame_success,acceleration_rms,intervention_normalized_mean,optimization_call_rate,partial_correction_rate,effective_command_adjustment_rate,normalized_shortfall_reduction_mean
panda,cr_ik,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,3,1.0,1.0,842932211.0,1.0,0.7360511876466225,0.031162004849377947,1.0,,,
panda,cr_ik,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,3,0.3333333333333333,0.3333333333333333,893258174.3333334,0.6577777777777778,6.205251290061695,0.191809871920398,1.0,,,
panda,cr_ik,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,3,1.0,1.0,883934940.6666666,1.0,14.237791271756143,0.2397056382565114,1.0,,,
panda,cr_ik,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,3,1.0,1.0,842886233.6666666,1.0,0.7733128775831203,0.017178965022168795,1.0,,,
panda,cr_ik,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,3,1.0,1.0,881711095.3333334,1.0,8.140829109069768,0.13307913672996613,1.0,,,
panda,cr_ik,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,3,1.0,0.6666666666666666,882331572.3333334,1.0,9.702858719668853,0.14544505938851282,1.0,,,
panda,cr_ik,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,3,1.0,1.0,840833075.6666666,1.0,2.1116490084432846,0.12304430687339901,1.0,,,
panda,cr_ik,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,3,0.0,0.0,871469819.6666666,0.7577777777777778,7.640140417273922,0.520381068954222,1.0,,,
panda,cr_ik,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,3,1.0,1.0,843005855.6666666,1.0,0.6376339485273855,0.016875460902719686,1.0,,,
panda,cr_ik,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,3,1.0,1.0,809973904.0,1.0,5.297237059524151,0.22969534940779512,1.0,,,
panda,cr_ik,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,3,1.0,1.0,853362866.3333334,1.0,12.543225621933159,0.15628613660805926,1.0,,,
panda,cr_ik,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,3,1.0,0.6666666666666666,865284363.6666666,1.0,1.0873564865905803,0.044544745504390394,1.0,,,
panda,cr_ik,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,3,1.0,1.0,846327043.6666666,1.0,6.55492011862495,0.21427418257497863,1.0,,,
panda,cr_ik,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,3,1.0,1.0,841762704.0,1.0,1.9457499654684505,0.07257117208010377,1.0,,,
panda,cr_ik,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,3,1.0,0.6666666666666666,890252482.3333334,1.0,7.415960661648889,0.10723965037623275,1.0,,,
panda,cr_ik,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,3,1.0,1.0,873222366.0,1.0,9.533991842838036,0.14543602706707484,1.0,,,
panda,cr_ik,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,3,1.0,1.0,857678208.6666666,1.0,6.819552547769767,0.09417491901797194,1.0,,,
panda,cr_ik_minimal,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,3,1.0,1.0,108951029.66666667,1.0,3.674281327431173,0.0009099166658097708,0.35555555555555557,,,
panda,cr_ik_minimal,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,3,1.0,0.6666666666666666,107003109.0,1.0,3.3733636222391645,0.0,0.13333333333333333,,,
panda,cr_ik_minimal,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,3,1.0,1.0,95787314.66666667,1.0,1.2058501280706502,1.104293336283816e-06,0.20444444444444443,,,
panda,cr_ik_minimal,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,3,1.0,1.0,127345892.0,1.0,1.9288049414395363,1.0439370732347509e-07,0.2733333333333333,,,
panda,cr_ik_minimal,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,3,1.0,1.0,114706933.33333333,1.0,3.3381625307916516,0.0009755131115266021,0.5377777777777778,,,
panda,cr_ik_minimal,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,3,1.0,1.0,161594138.0,1.0,6.007057882813921,0.0001363533794317232,0.9533333333333335,,,
panda,cr_ik_minimal,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,3,1.0,1.0,106455977.33333333,1.0,3.8763783523236057,0.0007784912453880472,0.41777777777777775,,,
panda,cr_ik_minimal,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,3,1.0,0.6666666666666666,256176705.0,1.0,2.019203168089478,0.010453936697530393,0.7311111111111112,,,
panda,cr_ik_minimal,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,3,1.0,1.0,223724105.66666666,1.0,4.432970063696506,0.0026432448645404526,0.7066666666666667,,,
panda,cr_ik_minimal,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,3,1.0,1.0,90366034.0,1.0,2.5616833267456482,0.0,0.13333333333333333,,,
panda,cr_ik_minimal,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,3,0.0,0.0,318165201.3333333,0.7666666666666667,8.060822326864892,0.00046316650547434493,0.7422222222222222,,,
panda,cr_ik_minimal,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,3,1.0,1.0,100085201.33333333,1.0,10.589132330393785,0.0007047993843621233,0.31333333333333335,,,
panda,cr_ik_minimal,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,3,1.0,1.0,115442236.66666667,1.0,1.3047882016178205,0.0037142005637066274,0.17333333333333334,,,
panda,cr_ik_minimal,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,0.6666666666666666,107638489.0,1.0,1.0980502445551321,0.0,0.13333333333333333,,,
panda,cr_ik_minimal,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,83646116.66666667,1.0,1.8944039218841757,0.0,0.0,,,
panda,cr_ik_minimal,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,98893577.66666667,1.0,1.3790561985773993,8.687904317130054e-07,0.24,,,
panda,cr_ik_minimal,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,100664847.0,1.0,2.4993124184523423,0.0,0.35333333333333333,,,
panda,cr_ik_minimal,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,136541318.0,1.0,7.322338699662676,0.0,1.0,,,
panda,cr_ik_minimal,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,3,1.0,0.6666666666666666,153247674.0,1.0,8.419025294983411,0.0,0.9977777777777778,,,
panda,cr_ik_minimal,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,3,1.0,1.0,107970932.66666667,1.0,3.8770030954049077,0.0007107139587474992,0.37333333333333335,,,
panda,cr_ik_minimal,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,3,1.0,0.6666666666666666,174355071.0,1.0,1.6252928925986465,0.003109004722833769,0.4955555555555556,,,
panda,cr_ik_minimal,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,3,1.0,1.0,117874493.66666667,1.0,18.13111150090327,0.0,0.6933333333333334,,,
panda,cr_ik_minimal,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,3,1.0,1.0,98523968.66666667,1.0,1.5691221811038425,0.0008191293139761196,0.13333333333333333,,,
panda,cr_ik_minimal,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,3,1.0,1.0,92116951.66666667,1.0,1.7083615042973637,0.0,0.13333333333333333,,,
panda,cr_ik_minimal,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,3,0.6666666666666666,0.6666666666666666,269984399.0,0.8355555555555556,8.825366665153696,2.88927112286564e-13,0.4266666666666667,,,
panda,cr_ik_minimal,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,3,1.0,1.0,127752724.0,1.0,8.616942431129234,0.0,1.0,,,
panda,cr_ik_minimal,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,3,1.0,1.0,104413161.0,1.0,1.5186195718730617,4.454749957702603e-05,0.12666666666666668,,,
panda,cr_ik_minimal,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,3,1.0,1.0,137618327.0,1.0,6.4373556292417105,0.0005905440182846686,0.9666666666666667,,,
panda,cr_ik_minimal,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,3,1.0,1.0,112806613.0,1.0,6.972813580049948,0.0013960642365405136,0.3022222222222222,,,
panda,cr_ik_minimal,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,3,1.0,1.0,114191128.33333333,1.0,2.439774406474593,0.0006547104756047265,0.4666666666666666,,,
panda,cr_ik_minimal,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,3,0.0,0.0,321620061.6666667,0.7866666666666666,6.037606904511807,0.0018286596375000658,1.0,,,
panda,cr_ik_minimal,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,3,1.0,1.0,86045331.33333333,1.0,0.6341075176028448,0.0,0.0,,,
panda,cr_ik_minimal,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,3,1.0,1.0,99927754.33333333,1.0,7.497814929035694,0.0006172525088226095,0.20444444444444443,,,
panda,cr_ik_minimal,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,3,1.0,1.0,143539219.66666666,1.0,6.583091219520391,2.8566317150541778e-05,0.9933333333333333,,,
panda,cr_ik_minimal,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,3,1.0,1.0,112930834.33333333,1.0,2.229935806668998,1.530672507586981e-05,0.11555555555555556,,,
panda,cr_ik_minimal,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,3,1.0,1.0,138749414.66666666,1.0,16.738469914869185,0.0,0.5622222222222223,,,
panda,cr_ik_minimal,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,3,1.0,1.0,92573663.33333333,1.0,2.3584213676859616,0.0,0.13333333333333333,,,
panda,cr_ik_minimal,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,3,1.0,1.0,149227561.66666666,1.0,5.4847557766115616,0.002551687839693321,0.5066666666666667,,,
panda,cr_ik_minimal,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,3,1.0,1.0,126085451.66666667,1.0,7.331843824856883,0.0,1.0,,,
panda,cr_ik_minimal,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,3,1.0,1.0,138663790.66666666,1.0,6.339827561070018,0.00500377786441565,0.98,,,
panda,cr_ik_elastic_mu0,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,3,1.0,0.6666666666666666,164769585.0,1.0,3.2445060008114264,0.0,0.39333333333333337,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,3,1.0,1.0,89960301.33333333,1.0,2.2683211378947674,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,3,1.0,1.0,140621899.66666666,1.0,1.5340152876571385,0.0008382220743937935,0.20666666666666667,0.0,0.02,0.0
panda,cr_ik_elastic_mu0,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,3,1.0,1.0,98939318.0,1.0,2.920529985618329,0.0018024185260600452,0.2733333333333333,0.0,0.02666666666666667,0.0
panda,cr_ik_elastic_mu0,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,3,1.0,1.0,221963990.66666666,1.0,5.993282756529734,0.0062178135002684196,0.5244444444444444,0.0,0.015555555555555557,0.0
panda,cr_ik_elastic_mu0,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,3,1.0,1.0,232848258.33333334,1.0,6.0420558467072345,0.0002505288706654842,0.9533333333333335,0.0,0.006666666666666667,0.0
panda,cr_ik_elastic_mu0,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,3,1.0,1.0,204802209.0,1.0,3.335862422021647,0.0013763083141038485,0.7666666666666667,0.0,0.006666666666666667,0.0
panda,cr_ik_elastic_mu0,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,3,1.0,1.0,211232432.66666666,1.0,2.957701057580408,0.0006284025213112571,0.7200000000000001,0.0,0.0022222222222222222,0.0
panda,cr_ik_elastic_mu0,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,3,1.0,1.0,117921850.0,1.0,5.306128913227616,0.0,0.7044444444444444,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,3,1.0,1.0,106401617.33333333,1.0,1.44215513502382,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,3,0.0,0.0,367859570.0,0.7555555555555555,5.765231690262521,0.008610043863126858,0.7444444444444445,0.0,0.013333333333333334,0.0
panda,cr_ik_elastic_mu0,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,3,1.0,0.6666666666666666,119910029.33333333,1.0,8.489987049519316,0.008048744835161962,0.31333333333333335,0.0,0.02,0.0
panda,cr_ik_elastic_mu0,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,3,1.0,1.0,117961003.0,1.0,2.254804344709134,0.0011500201987796185,0.18888888888888888,0.0,0.006666666666666667,0.0
panda,cr_ik_elastic_mu0,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,1.0,104451054.66666667,1.0,1.0584906308343909,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,88608340.33333333,1.0,0.9627359180551321,0.0,0.0,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,150019022.0,1.0,0.7469876032325572,0.0,0.24,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,157922041.33333334,1.0,3.4410438723759387,0.017521619401158667,0.36000000000000004,0.0,0.12,0.0
panda,cr_ik_elastic_mu0,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,243670487.33333334,1.0,8.28221009732591,0.003513684005092645,1.0,0.0,0.02666666666666667,0.0
panda,cr_ik_elastic_mu0,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,3,1.0,1.0,252361111.66666666,1.0,8.003959792519284,0.004742677319451965,1.0,0.0,0.10000000000000002,0.0
panda,cr_ik_elastic_mu0,972b6c7f62ad2d88a1171405175e002fe4dad516aaa6300e4c090613265f4592,smooth,3,1.0,1.0,99874738.66666667,1.0,1.7540260863586505,0.0007498151190537392,0.35777777777777775,0.0,0.0022222222222222222,0.0
panda,cr_ik_elastic_mu0,98b02d6a697ef616fb15325aca1f5748ceba5d966785b4f1677767ebff16420f,smooth,3,1.0,1.0,199675310.0,1.0,2.0855128783151704,0.0,0.7266666666666667,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,9a94337fb5b3319c8ba9dcce20e827630b16d9a348f1f3aa8709c5d0df3406af,near_singular,3,1.0,1.0,258918734.66666666,1.0,13.29972438568444,0.047567956440796366,0.6933333333333334,0.0,0.13555555555555554,0.0
panda,cr_ik_elastic_mu0,a62f788b8607be02b7f7a70f0234d741c3a3ffbce60a66d892cb748dca4ac32c,smooth,3,1.0,1.0,91310191.0,1.0,2.9165180594846927,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,a74d26d3694c4e4d15b8817c29ef75a4bd43cb4d8d1ebf3ae4154e26d80ab4a4,smooth,3,1.0,1.0,137162570.0,1.0,0.9577339394594487,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,b47f91198895baa3999a406c9c32516cd3e78dd7e42a8bccccc4cd058a03020a,joint_limit_return,3,1.0,1.0,186805393.0,1.0,8.56063884103728,0.009602258270696391,0.29555555555555557,0.0,0.02666666666666667,0.0
panda,cr_ik_elastic_mu0,b88225558b53c7528d4fc1a56455ceac395ea6a65306515006580362af026e1e,high_curvature,3,1.0,1.0,153205032.0,1.0,8.647394741621973,0.0016643697439968446,1.0,0.0,0.14,0.0
panda,cr_ik_elastic_mu0,ba9bbb877bd562764b9ad1fe612339400f4396f8e4e3ccdd742d4a4326684c27,smooth,3,1.0,1.0,92325477.33333333,1.0,0.9543266095937141,0.0,0.12666666666666668,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,bb2d7133de7083285ff7ede00b959e62fc3bf5dc626bfa521b77361d0f3f759e,high_curvature,3,1.0,1.0,212487300.33333334,1.0,6.954255147568804,0.000702645646655942,0.9666666666666667,0.0,0.006666666666666667,0.0
panda,cr_ik_elastic_mu0,c27c85dfc1ac902402f2c27d5ecd007325d528654413acef4dab0af30af48583,high_curvature,3,1.0,1.0,202588594.33333334,1.0,7.07639411916542,0.00011037364005056933,0.3,0.0,0.006666666666666667,0.0
panda,cr_ik_elastic_mu0,c99e2c9b46eb1858a0dd2f525833e49b6f0b7c25001781f1b00044934372d935,near_singular,3,1.0,1.0,113154365.66666667,1.0,3.1374779847325454,0.004563417607074442,0.5266666666666666,0.0,0.02,0.0
panda,cr_ik_elastic_mu0,ca9065ec04392f64d1cce7cea6e6ae7ba224495be6a41fa0902e34ddeb925465,near_singular,3,0.0,0.0,304105788.0,0.791111111111111,7.050735581563987,0.008210272842173868,1.0,0.0,0.03333333333333333,0.0
panda,cr_ik_elastic_mu0,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,smooth,3,1.0,1.0,87170504.0,1.0,0.6341075176028448,0.0,0.0,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,d8e06950cec2579c739f7f6d3dbb3628755dfd76be5740fad3bec38b4ef94cc6,near_singular,3,1.0,1.0,116535251.33333333,1.0,7.444592366793473,0.0,0.20666666666666667,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,e7257c22abc9d850802582540365f4bc972868280e40708e45700776b6ad2aca,high_curvature,3,1.0,1.0,250267304.0,1.0,6.683292559520914,0.005222191924142384,1.0,0.0,0.06,0.0
panda,cr_ik_elastic_mu0,e928208c5cfa766679be750c366c336bdeb1caea1f8283ea513bc5392401481b,smooth,3,1.0,1.0,107710297.33333333,1.0,1.3981023544214164,0.0,0.11333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,ea5503530085a4b7fba1457389f090742de31c9aa6ebe8907aa867289b032370,near_singular,3,1.0,1.0,201713251.33333334,1.0,10.361216224770708,0.07001497643111022,0.5488888888888889,0.0,0.22,0.0
panda,cr_ik_elastic_mu0,ea5e2ac9bfe24625cf9368e4931dfe5a7f878c028b94ce7ca271455c05bad4e6,smooth,3,1.0,1.0,105312712.66666667,1.0,0.9761919902078059,0.0,0.13333333333333333,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,f77f30aad07c01747cccac5f99de0454266b5b9453dc6357da97f2c8d2529cfc,high_curvature,3,1.0,1.0,176104581.33333334,1.0,5.575293756229527,0.0,0.5622222222222223,0.0,0.0,0.0
panda,cr_ik_elastic_mu0,f786741c9f59d7d552811f1959141226fb4d169d5c149b34b1fb99edb7839b2c,high_curvature,3,1.0,1.0,139680591.66666666,1.0,7.557953420229186,0.007075185226112617,1.0,0.0,0.06666666666666667,0.0
panda,cr_ik_elastic_mu0,fd96ca4300b705b343cbde5bb7d97076acca0d187b1d78fc9094c6cac23b640b,high_curvature,3,1.0,1.0,459520910.0,1.0,6.610260103916231,0.0,0.98,0.0,0.0,0.0
panda,cr_ik_elastic_mu025,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,smooth,3,1.0,1.0,108791956.66666667,1.0,2.5154049714090374,0.0021228388385391215,0.3311111111111111,0.06888888888888889,0.06888888888888889,0.008339773658853255
panda,cr_ik_elastic_mu025,125d0ba81f8f99703f34ce79c430375e614edd8d7281141ad9df7e9828fed992,joint_limit_return,3,1.0,1.0,111151019.66666667,1.0,1.8747216148925305,0.0011451698276029921,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.0016031240635517787
panda,cr_ik_elastic_mu025,166f9f9c01b7bdb7e23bb78eb834aa40e45e3eac2d5c263419996286861ad9dc,joint_limit_return,3,1.0,1.0,106293388.0,1.0,1.9632276119184728,0.004386468090963787,0.20666666666666667,0.12,0.14444444444444446,0.029867836083151314
panda,cr_ik_elastic_mu025,16ab30a670ddc1bb59f64aa11421a7a95e2a13b391b17e7261a85fb14178c0bc,joint_limit_return,3,1.0,1.0,109165066.66666667,1.0,1.975737605613545,0.0028230999166189946,0.27111111111111114,0.08,0.10666666666666667,0.02929327715338416
panda,cr_ik_elastic_mu025,1742dca2b4e66648ef384a591bc48af258b7ccf01a3b1f0930d212a06b1f978c,near_singular,3,1.0,1.0,147220735.0,1.0,9.566529713270029,0.02015943504961121,0.5044444444444444,0.48444444444444446,0.5022222222222222,0.014080951737175022
panda,cr_ik_elastic_mu025,380513eac133b886f7e375e39250059ba16f3133d3a5d3b8ff244470af2eb5ae,high_curvature,3,1.0,1.0,154307341.66666666,1.0,5.989337108657689,0.011154327923298119,0.9533333333333335,0.31555555555555553,0.32222222222222224,0.019210223274563624
panda,cr_ik_elastic_mu025,40c3eae024871d71025c88c09b1bbffc1b50b311548d53112ed8d4118883654a,near_singular,3,1.0,1.0,146261459.33333334,1.0,3.1403413171563543,0.017962294507211412,0.6377777777777779,0.38222222222222224,0.3844444444444444,0.034342415731753194
panda,cr_ik_elastic_mu025,41c501982d64297056fe7d1239938d5f0fb508b8c32ed74b2b5c72d3bf1ddba1,joint_limit_return,3,1.0,1.0,168117806.0,1.0,3.0649833143105543,0.015918200991719422,0.7044444444444444,0.6977777777777777,0.7044444444444444,0.32646681644613956
panda,cr_ik_elastic_mu025,49e505b5dd8506da453322d27fabacda172e9baf611dd7b1ccac4b4220f68113,near_singular,3,1.0,1.0,130397398.66666667,1.0,4.7063327482265835,0.0038113703232912546,0.6888888888888888,0.1511111111111111,0.20222222222222222,0.09794662092475576
panda,cr_ik_elastic_mu025,4afc296390cd2da8318a4ba9544aebe6e73de828b20fea6cbaeedda3bf7a189f,joint_limit_return,3,1.0,1.0,97875422.0,1.0,2.874669333154163,0.0035382507718755996,0.13333333333333333,0.08888888888888889,0.08888888888888889,0.006767491803700361
panda,cr_ik_elastic_mu025,4e626ba28da6a8d45d22f023c3732e2d796c83a0e74df2aa41168fe26f6dccab,near_singular,3,0.0,0.0,346741115.6666667,0.7577777777777778,6.237027549329452,0.021446471901367118,0.7200000000000001,0.43333333333333335,0.4466666666666666,0.025960609830944153
panda,cr_ik_elastic_mu025,525ed23e41917cce27c978b0c676be43016f2541aa51a8185bbab7e6ce610192,near_singular,3,1.0,1.0,126167503.0,1.0,9.1015412774135,0.012603669194984702,0.31333333333333335,0.16444444444444445,0.18444444444444444,0.004262004171129859
panda,cr_ik_elastic_mu025,5560810f9d87891ba612f00a19811ec608860538b5dbf8f478a2cc168f4d1547,joint_limit_return,3,1.0,1.0,97556819.0,1.0,1.6754066822292195,0.002621393802713245,0.18888888888888888,0.06888888888888889,0.07333333333333332,0.04147343175668077
panda,cr_ik_elastic_mu025,62749969a81aa229bd98bbc6a77941b40960bf5ae0886a5dfe36f5eff62e5c1c,joint_limit_return,3,1.0,1.0,102661657.33333333,1.0,1.401615728482122,0.0024090742805428344,0.13333333333333333,0.08888888888888889,0.08888888888888889,0.0006342794989109413
panda,cr_ik_elastic_mu025,6b43e53a09d43b068012e38e4082dc1a83a7da4ac12d3b1a7c10621fab8498a4,smooth,3,1.0,1.0,84615264.66666667,1.0,2.517671683558763,0.0,0.0,0.0,0.0,0.0
panda,cr_ik_elastic_mu025,6f61a4f090c2631561aee85944d25bbb3ec9ae75f330ddc67dd8f755fa60ea51,joint_limit_return,3,1.0,1.0,110711443.33333333,1.0,1.0627175349353781,0.0015500387846068095,0.24,0.16,0.16,0.06388148054069036
panda,cr_ik_elastic_mu025,703e80ee1a10cacc408a225bf4b9b1d1a8b7cd7c18ef82408fe61c8b6b1a1fa4,joint_limit_return,3,1.0,1.0,142805175.66666666,1.0,3.0314781666354356,0.01925780571581642,0.35333333333333333,0.16,0.27111111111111114,0.06421804011415792
panda,cr_ik_elastic_mu025,827f4c481262ed599d5a62ea92d72f83f9d2baecaa5e733c4c0018e796d573d5,high_curvature,3,1.0,1.0,168563943.66666666,1.0,8.34694224795025,0.015291123347086037,1.0,0.32222222222222224,0.3511111111111111,0.010309345671906327
panda,cr_ik_elastic_mu025,8ffc69b10a990e9806b11a88aa9d56ad2edaf960a5dbd463eff00cf8c0b24859,high_curvature,3,1.0,1.0,225221830.66666666,1.0,8.273847765184563,0.054088652353921435,1.0,0.9,1.0,0.06826285453473696
