robot,method,uid,family,accepted,deadline,total_latency_ns,accepted_by_repeat
panda,trac_task_5ms,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,191044.33333333334,"[true,true,true]"
panda,task_balance_k1,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,553309.0,"[true,true,true]"
panda,balance_progress_k1,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,290622.6666666667,"[true,true,true]"
panda,trac_task_20ms,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,213225.66666666666,"[true,true,true]"
panda,balance_cached_k1,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,283718.6666666667,"[true,true,true]"
panda,single_gn_k1,20067b4630c21846bf5bd9e693456adfea8be199deaf554acd7e17667f3a52fe,near_singular,1.0,1.0,312827.6666666667,"[true,true,true]"
panda,task_balance_k1,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,586877.3333333334,"[true,true,true]"
panda,trac_task_5ms,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,244599.33333333334,"[true,true,true]"
panda,trac_task_20ms,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,238351.0,"[true,true,true]"
panda,balance_cached_k1,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,345326.3333333333,"[true,true,true]"
panda,single_gn_k1,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,343499.6666666667,"[true,true,true]"
panda,balance_progress_k1,d6700935328fc29a0a911dc1d5d83d2a0916601d3a8a34b1bc7260ce436da874,near_singular,1.0,1.0,318202.6666666667,"[true,true,true]"
panda,balance_progress_k1,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,306575.6666666667,"[true,true,true]"
panda,task_balance_k1,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,560469.6666666666,"[true,true,true]"
panda,trac_task_20ms,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,217714.66666666666,"[true,true,true]"
panda,trac_task_5ms,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,208413.66666666666,"[true,true,true]"
panda,balance_cached_k1,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,295464.0,"[true,true,true]"
panda,single_gn_k1,f56bd870a1f1580990d513c4d31175cca9333dd9c9fd47254c94d973f9fcecb1,near_singular,1.0,1.0,321282.3333333333,"[true,true,true]"
panda,balance_cached_k1,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,177285.0,"[true,true,true]"
panda,single_gn_k1,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,192689.33333333334,"[true,true,true]"
panda,trac_task_20ms,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,197179.0,"[true,true,true]"
panda,trac_task_5ms,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,195855.0,"[true,true,true]"
panda,balance_progress_k1,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,183256.66666666666,"[true,true,true]"
panda,task_balance_k1,0da5363ee8d3f43ce3037b967a6456a81dabc0fb546b4f14f4359e7dd9f96db6,near_singular,1.0,1.0,312943.0,"[true,true,true]"
panda,balance_progress_k1,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,315645.0,"[true,true,true]"
panda,trac_task_20ms,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,238425.0,"[true,true,true]"
panda,balance_cached_k1,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,297492.0,"[true,true,true]"
panda,trac_task_5ms,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,227078.66666666666,"[true,true,true]"
panda,task_balance_k1,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,560030.3333333334,"[true,true,true]"
panda,single_gn_k1,7e5167ebe3e9ddf60390032fb22ef61e99c05687524e8590fb998e8207245894,near_singular,1.0,1.0,320066.0,"[true,true,true]"
panda,balance_cached_k1,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,291399.6666666667,"[true,true,true]"
panda,trac_task_20ms,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,254109.0,"[true,true,true]"
panda,single_gn_k1,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,334888.0,"[true,true,true]"
panda,balance_progress_k1,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,289987.6666666667,"[true,true,true]"
panda,task_balance_k1,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,571088.3333333334,"[true,true,true]"
panda,trac_task_5ms,e9f5143bfb10c8efdb73a9c3d706dd53654b9ac69fbdfb2a486493ef51d35796,near_singular,1.0,1.0,244783.66666666666,"[true,true,true]"
panda,task_balance_k1,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,560988.6666666666,"[true,true,true]"
panda,balance_progress_k1,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,281268.0,"[true,true,true]"
panda,balance_cached_k1,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,309095.3333333333,"[true,true,true]"
panda,single_gn_k1,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,333858.3333333333,"[true,true,true]"
panda,trac_task_5ms,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,220306.0,"[true,true,true]"
panda,trac_task_20ms,5284503894f0a84827057c3e8d85c6379cd2cb6dd3cfff64a7a422c81e4dd92b,near_singular,1.0,1.0,216239.33333333334,"[true,true,true]"
panda,trac_task_20ms,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,213340.66666666666,"[true,true,true]"
panda,balance_progress_k1,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,314166.6666666667,"[true,true,true]"
panda,task_balance_k1,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,550189.3333333334,"[true,true,true]"
panda,single_gn_k1,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,340487.3333333333,"[true,true,true]"
panda,balance_cached_k1,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,295622.6666666667,"[true,true,true]"
panda,trac_task_5ms,1f67a9a8a25d733e7848d379020940e1194d3c0d6fed8c732b63a9433b2f77e6,near_singular,1.0,1.0,214431.0,"[true,true,true]"
panda,trac_task_20ms,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,201993.66666666666,"[true,true,true]"
panda,single_gn_k1,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,325511.6666666667,"[true,true,true]"
panda,trac_task_5ms,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,233115.33333333334,"[true,true,true]"
panda,task_balance_k1,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,563163.6666666666,"[true,true,true]"
panda,balance_cached_k1,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,295484.0,"[true,true,true]"
panda,balance_progress_k1,7294862fed230ecbaa30704d124bf4b8064d50f602545e8bad666b64a17a8d83,near_singular,1.0,1.0,277659.0,"[true,true,true]"
panda,single_gn_k1,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,333939.6666666667,"[true,true,true]"
panda,balance_cached_k1,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,288405.3333333333,"[true,true,true]"
panda,balance_progress_k1,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,287128.3333333333,"[true,true,true]"
panda,trac_task_20ms,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,212084.33333333334,"[true,true,true]"
panda,task_balance_k1,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,572149.3333333334,"[true,true,true]"
panda,trac_task_5ms,77245a87d23b9368df1347cbc3bf29c76108335ef29f0e922ed8c3f63cba98fd,near_singular,1.0,1.0,224107.66666666666,"[true,true,true]"
panda,trac_task_5ms,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,225363.33333333334,"[true,true,true]"
panda,balance_progress_k1,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,306692.6666666667,"[true,true,true]"
panda,single_gn_k1,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,337896.0,"[true,true,true]"
panda,task_balance_k1,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,544348.0,"[true,true,true]"
panda,trac_task_20ms,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,202320.33333333334,"[true,true,true]"
panda,balance_cached_k1,f0d66fd239ad8b7b1be250376b1610d376b9e9947425c105ddfdaf9a9ceeb20d,near_singular,1.0,1.0,292368.3333333333,"[true,true,true]"
panda,task_balance_k1,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,562345.0,"[true,true,true]"
panda,balance_progress_k1,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,302502.6666666667,"[true,true,true]"
panda,single_gn_k1,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,325721.6666666667,"[true,true,true]"
panda,balance_cached_k1,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,295194.3333333333,"[true,true,true]"
panda,trac_task_5ms,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,212839.66666666666,"[true,true,true]"
panda,trac_task_20ms,ddd7469e921842f19a24d1d377fbec29fdc2924ea81542633d18bd246d78f1b4,near_singular,1.0,1.0,209248.33333333334,"[true,true,true]"
panda,trac_task_20ms,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,238323.66666666666,"[true,true,true]"
panda,single_gn_k1,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,327045.3333333333,"[true,true,true]"
panda,trac_task_5ms,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,216413.66666666666,"[true,true,true]"
panda,task_balance_k1,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,561353.6666666666,"[true,true,true]"
panda,balance_progress_k1,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,333817.0,"[true,true,true]"
panda,balance_cached_k1,3f42d91bbd6a2e59d2898742238fb70967dd9c5de4d097358f81b38c06f50a63,near_singular,1.0,1.0,288767.6666666667,"[true,true,true]"
panda,balance_cached_k1,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,297648.6666666667,"[true,true,true]"
panda,trac_task_5ms,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,222738.33333333334,"[true,true,true]"
panda,single_gn_k1,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,328530.6666666667,"[true,true,true]"
panda,task_balance_k1,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,553869.3333333334,"[true,true,true]"
panda,balance_progress_k1,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,278942.0,"[true,true,true]"
panda,trac_task_20ms,6b060a07422c2a463509dcdf3fe2cb04163f1fc1eafd52e84fb4a93588c29973,near_singular,1.0,1.0,200434.33333333334,"[true,true,true]"
panda,task_balance_k1,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,581124.3333333334,"[true,true,true]"
panda,trac_task_5ms,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,232323.33333333334,"[true,true,true]"
panda,balance_cached_k1,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,316542.0,"[true,true,true]"
panda,single_gn_k1,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,310670.3333333333,"[true,true,true]"
panda,balance_progress_k1,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,307901.3333333333,"[true,true,true]"
panda,trac_task_20ms,cc74d994a2102968a9118c47a031898efc21dacba26d6b7bad3a18880a718ad1,near_singular,1.0,1.0,196003.0,"[true,true,true]"
panda,balance_cached_k1,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,305349.3333333333,"[true,true,true]"
panda,single_gn_k1,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,343097.6666666667,"[true,true,true]"
panda,trac_task_20ms,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,258429.66666666666,"[true,true,true]"
panda,trac_task_5ms,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,239276.0,"[true,true,true]"
panda,balance_progress_k1,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,295021.0,"[true,true,true]"
panda,task_balance_k1,de73dc56ac057044baba846f62936450cfab96005acc217b2077e4752166f555,near_singular,1.0,1.0,552001.6666666666,"[true,true,true]"
panda,single_gn_k1,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,328779.0,"[true,true,true]"
panda,balance_progress_k1,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,325876.0,"[true,true,true]"
panda,balance_cached_k1,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,289549.0,"[true,true,true]"
panda,trac_task_20ms,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,240281.66666666666,"[true,true,true]"
panda,trac_task_5ms,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,208113.0,"[true,true,true]"
panda,task_balance_k1,a6a6f2d1cb96085826be7ccf759b0b37fefa3f7ff864538ecdb9ec7a62065ba9,near_singular,1.0,1.0,566588.6666666666,"[true,true,true]"
panda,trac_task_20ms,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,207966.66666666666,"[true,true,true]"
panda,balance_progress_k1,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,301134.0,"[true,true,true]"
panda,balance_cached_k1,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,298281.6666666667,"[true,true,true]"
panda,single_gn_k1,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,333703.3333333333,"[true,true,true]"
panda,trac_task_5ms,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,220711.33333333334,"[true,true,true]"
panda,task_balance_k1,b6eebafc53baae14ca98d2228ab714f5e6d02d5baf6b73bdba13115f4a264843,near_singular,1.0,1.0,552417.3333333334,"[true,true,true]"
panda,trac_task_5ms,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,212686.33333333334,"[true,true,true]"
panda,balance_progress_k1,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,284222.0,"[true,true,true]"
panda,balance_cached_k1,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,302107.3333333333,"[true,true,true]"
panda,single_gn_k1,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,333388.6666666667,"[true,true,true]"
panda,task_balance_k1,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,552396.6666666666,"[true,true,true]"
panda,trac_task_20ms,ada236e3da4b7e749c89ca2be455bc5cfbeb5c722c05132adbda86d6ec4ad4d6,near_singular,1.0,1.0,207790.0,"[true,true,true]"
panda,balance_cached_k1,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,294307.6666666667,"[true,true,true]"
panda,balance_progress_k1,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,288741.6666666667,"[true,true,true]"
panda,single_gn_k1,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,315453.0,"[true,true,true]"
panda,trac_task_5ms,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,219620.33333333334,"[true,true,true]"
panda,trac_task_20ms,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,194566.66666666666,"[true,true,true]"
panda,task_balance_k1,8bb8c0f02b3ccda381a401fcb14a016c306db2ceda57030ff88bc7846f4b38fd,near_singular,1.0,1.0,589719.0,"[true,true,true]"
panda,balance_cached_k1,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,279638.0,"[true,true,true]"
panda,task_balance_k1,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,554759.3333333334,"[true,true,true]"
panda,trac_task_20ms,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,223946.0,"[true,true,true]"
panda,balance_progress_k1,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,311085.0,"[true,true,true]"
panda,trac_task_5ms,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,201438.33333333334,"[true,true,true]"
panda,single_gn_k1,895349beb0e5f694830fe72ecd54ee87a319b6341d340e2b16b596a283c578cd,near_singular,1.0,1.0,321039.3333333333,"[true,true,true]"
panda,balance_cached_k1,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,290965.0,"[true,true,true]"
panda,balance_progress_k1,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,285101.3333333333,"[true,true,true]"
panda,trac_task_5ms,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,229277.33333333334,"[true,true,true]"
panda,trac_task_20ms,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,198627.66666666666,"[true,true,true]"
panda,single_gn_k1,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,338396.6666666667,"[true,true,true]"
panda,task_balance_k1,d74a950a4ac331440c69626fc7681fc58c65a8a59bddc7564c611bf3006588fa,near_singular,1.0,1.0,552163.6666666666,"[true,true,true]"
panda,trac_task_20ms,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,223753.0,"[true,true,true]"
panda,single_gn_k1,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,342027.0,"[true,true,true]"
panda,balance_cached_k1,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,288713.3333333333,"[true,true,true]"
panda,task_balance_k1,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,553092.3333333334,"[true,true,true]"
panda,balance_progress_k1,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,298138.6666666667,"[true,true,true]"
panda,trac_task_5ms,99c6f1ae98a9de9631c3fdd67450a49b0741240a1e3659a9b2a0fff29a58acf8,near_singular,1.0,1.0,226543.33333333334,"[true,true,true]"
panda,single_gn_k1,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,370124.6666666667,"[true,true,true]"
panda,task_balance_k1,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,566905.6666666666,"[true,true,true]"
panda,trac_task_20ms,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,218457.33333333334,"[true,true,true]"
panda,balance_cached_k1,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,295332.0,"[true,true,true]"
panda,trac_task_5ms,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,249870.0,"[true,true,true]"
panda,balance_progress_k1,bd9d3033fea57a7377327c5944fc4674036a83a3161c374734c545b52e8fa804,near_limit,1.0,1.0,294774.3333333333,"[true,true,true]"
panda,trac_task_20ms,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,228210.0,"[true,true,true]"
panda,balance_progress_k1,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,288047.3333333333,"[true,true,true]"
panda,balance_cached_k1,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,299606.0,"[true,true,true]"
panda,task_balance_k1,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,543603.6666666666,"[true,true,true]"
panda,trac_task_5ms,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,224779.66666666666,"[true,true,true]"
panda,single_gn_k1,c92f4b9c35f7cd624d2b492f085ce636db1fba4baf4578ec05984bd3ab1bb9a2,near_limit,1.0,1.0,323249.3333333333,"[true,true,true]"
panda,trac_task_20ms,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,221049.66666666666,"[true,true,true]"
panda,task_balance_k1,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,554129.0,"[true,true,true]"
panda,trac_task_5ms,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,206641.0,"[true,true,true]"
panda,balance_cached_k1,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,287857.3333333333,"[true,true,true]"
panda,single_gn_k1,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,316518.6666666667,"[true,true,true]"
panda,balance_progress_k1,28f56a6e8b13a816e045658b5f7bb048d46d0271fe9bccb5d6e6136968f62b3e,near_limit,1.0,1.0,299956.0,"[true,true,true]"
panda,balance_cached_k1,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,282262.0,"[true,true,true]"
panda,trac_task_20ms,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,226266.0,"[true,true,true]"
panda,balance_progress_k1,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,308214.0,"[true,true,true]"
panda,trac_task_5ms,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,227986.66666666666,"[true,true,true]"
panda,single_gn_k1,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,338463.3333333333,"[true,true,true]"
panda,task_balance_k1,fad91ae733d46afc1f4e083dae41d140c45011503f27373ac02d5b28b2c4bef3,near_limit,1.0,1.0,549422.0,"[true,true,true]"
panda,balance_progress_k1,e1c93950041f37c7f0d3c810e88c84025d1c46536637db0b8fc11eb2ef2dca86,near_limit,1.0,1.0,300929.3333333333,"[true,true,true]"
panda,trac_task_20ms,e1c93950041f37c7f0d3c810e88c84025d1c46536637db0b8fc11eb2ef2dca86,near_limit,1.0,1.0,239794.66666666666,"[true,true,true]"
